p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff
8,0.0,32,6061,4914,Hamburg,23/07/2018,0,-0.0021766307020156805,-0.0347139418070892,-0.053589174797358974,0.023432246698520287,0.0022428318204085196,-0.0539957965594694,-0.2093165373296859,-0.1145602802515788,-0.007139961050240395,-0.04239396866419065,-0.014050934385204106,-0.018961721965670357
17,0.0,34,11485,5131,Gstaad,23/07/2018,0,-0.03765626383332921,0.00904196264131718,-0.017262918292143326,-0.018278370743793015,-0.01439292449572116,-0.20372661990536894,0.12377215328337482,0.15601870858190992,0.0768237185402697,-0.008112657401855294,-0.01711420256341939,-0.02639102814564831
19,0.0,30,11787,5978,Atlanta,23/07/2018,0,0.02191533494686526,-0.041532004056500926,-0.05514015714189974,0.005932864758375622,-0.010978190932692367,-0.1715326997572859,-0.3835335143835848,0.053772358704321455,0.004078328951569898,-0.04196379320455135,-0.024623710728005732,-0.036030928446175725
24,1.0,33,5044,4544,Atlanta,23/07/2018,0,-0.07075145365974878,-0.09008588034108322,-0.07595330735768857,0.026320093141131484,-0.01593158920752613,-0.18015989594850274,-0.8575043038013511,0.21322375495222437,-0.10134300667116314,-0.10248518334442835,-0.05024133610662096,-0.07616509020329687
31,0.0,31,11769,5918,Hamburg,23/07/2018,0,0.03913577630306864,0.0772434138371284,0.055588319177689804,-0.016599724842365493,0.01441032792283492,0.19263294471317938,0.33166040314045075,-0.2109275110464012,-0.0037510462498878683,0.07540646886904834,0.040799855559885356,0.058806744026682845
5,0.0,19,5125,26414,Gstaad,23/07/2018,0,0.03277592970660792,-0.008411448043660452,-0.0608818946048032,0.011795990119230604,0.0010095027162428938,0.044201973871533407,-0.05546431264002272,-0.054536416609863025,-0.06346661455766167,-0.02116035285715301,-0.006803520993849677,-0.009364362737922405
30,0.0,33,5978,4544,Atlanta,23/07/2018,0,-0.09556594669434504,-0.0766525723066579,-0.040452739596621545,0.02001185849256193,-0.014466135497408272,-0.11353523731532478,-0.7438652090512692,0.1136491934765699,-0.07852425500684102,-0.08612624971215377,-0.04322529162677907,-0.06611439121959184
32,0.0,31,4914,5918,Hamburg,23/07/2018,0,0.015408213515652469,0.07308209423931467,0.047379432564736645,-0.017751293855475803,0.010138256286372105,0.07117970165667825,0.23397006440014628,-0.1578342744512603,0.0031966279880585313,0.0655579747786289,0.03344265398429119,0.0478066809231531
34,0.0,19,5131,26414,Gstaad,23/07/2018,0,0.039365039129308665,-0.02123293764951162,-0.011939094247087834,0.02604574909442492,0.01347014442339034,0.21428448956980894,-0.22337277831073232,-0.031903285287001176,-0.06608879188638028,-0.010437490579883635,0.00956215602541094,0.015608258514541284
36,0.0,34,5055,5528,Moscow,15/10/2018,0,0.019028966871339037,-0.020277690806114412,-0.0039022670730547437,0.020151621119535723,0.0098039101004046,0.09146748480359351,-0.13126368896092086,-0.0417884085876192,-0.03638926168795886,-0.011131430859781855,0.004681257998767785,0.009020190259753869
18,0.0,32,44494,6196,Antwerp,15/10/2018,0,-0.04000135578706843,-0.042418067897903255,-0.01854717784172566,0.018815457330136898,-0.0017313149197135669,0.02320954048922319,-0.2648913252366149,-0.030079526651205724,-0.045826307245753095,-0.042492870560866924,-0.01718142384018989,-0.023677413230730034
39,0.0,12,9719,11174,Stockholm,15/10/2018,0,0.008234804087150605,0.011484770619714313,0.10575588843506173,-0.016179174445393518,0.006566349170507801,0.054292155888001625,0.1954149317790751,-0.047753655206916185,0.04542680617099926,0.049696873229650995,0.023162683502952086,0.03351769878425748
