p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff
5,0.0,5,4887,6134,Barcelona,23/04/2018,0,-0.050335808677703486,0.0004909618484708611,-0.06167996052543778,-0.01217562502320968,-0.025329107481008584,0.0,0.40091306961107614,0.08863870999335344,-0.07043264146081851,-0.03698717723365974,-0.03098408582585338,-0.04916280225686942
1,0.0,2,4252,5528,Australian Open,15/01/2018,0,-0.04049183803264789,0.015170670037926715,0.0035778175313057603,0.02147377938517181,0.012781110552912311,0.0,-0.4642857142857143,-0.04464285714285714,-0.008928571428571397,0.0008479966080134904,0.01370995736631897,0.022321775993185286
1,0.0,1,4546,4921,Australian Open,15/01/2018,0,0.008210180623973717,-0.13775510204081642,-0.1403508771929825,-0.02438725490196081,-0.05836930584229294,0.0,0.0,0.0,-0.12121212121212122,-0.13722730471498956,-0.10443548108898743,-0.16161455961695023
2,0.0,1,5528,4921,Australian Open,15/01/2018,0,0.07161306986955962,0.025645656492685465,-0.012145748987854199,-0.04200949367088613,-0.018218623481781382,0.0,0.2142857142857143,-0.14285714285714285,-0.09523809523809523,0.026152654010073717,-0.007908419119270038,-0.01585683966081243
1,0.0,1,5034,6030,Australian Open,15/01/2018,0,0.03628117913832207,0.2852852852852853,0.07692307692307687,0.04642313546423127,0.10656807307525007,0.0,0.35,-0.04999999999999999,-0.19444444444444442,0.19727891156462585,0.15150809182120334,0.24370204702885712
3,0.0,3,4994,5324,Montpellier,05/02/2018,0,0.10000000000000009,-0.11097992916174737,0.03246753246753248,0.02060762007945105,0.006824977471942328,0.0,-0.06458333333333333,-0.14097222222222222,-0.13954771097628238,-0.027272727272727226,-0.0065312751932470325,-0.006665107193276162
1,0.0,2,4789,6315,Quito,05/02/2018,0,-0.062336692795819326,-0.06546184738955818,-0.14431673052362698,0.04031806080986422,-0.009374533512464422,0.0,-0.40588235294117647,0.6323529411764705,0.009661835748792313,-0.11198208286674116,-0.05083401311808028,-0.07166402205687691
2,0.0,1,11769,6134,Quito,05/02/2018,0,-0.002739726027397249,-0.009881422924901129,0.040854572713643234,-0.014326375711575023,-0.005067236619467397,0.0,0.5875,-0.275,-0.0219780219780219,0.009648600357355708,-0.002900276097297483,-0.0046777753542193165
2,0.0,3,6315,5070,Quito,05/02/2018,0,-0.023893643191751135,0.04216867469879515,0.008866995073891437,-0.013420122147219549,7.31662703493674e-05,0.0,0.21282051282051273,0.04487179487179488,-0.19444444444444453,0.02575174687917081,0.00834932773300312,0.012331624731951266
3,0.0,1,5070,6134,Quito,05/02/2018,0,0.009806399433857305,-0.07064622124863085,0.09458128078817735,0.027830487033523088,0.01711979305458966,0.0,0.38717948717948725,-0.1948717948717949,0.0357142857142857,-0.0038922307031289405,0.014599118333986971,0.023938256330394148
1,0.0,3,4122,4198,Buenos Aires,12/02/2018,0,0.0009935710111045326,-0.09414808917197437,-0.08939014202172102,-0.010135993899338946,-0.03852648052055019,0.0,-0.12121212121212116,0.16919191919191917,-0.16142557651991607,-0.09181765049678547,-0.06610178776819259,-0.10195364439612442
2,0.0,2,4252,5630,Buenos Aires,12/02/2018,0,-0.13115038115038113,-0.015945827872433482,-0.009751773049645363,0.04486157117736056,0.010317383909373867,0.0,-0.10752688172043018,0.0362903225806451,-0.07830551989730428,-0.044525294525294634,-0.0010834955166940108,0.0003362766520659255
3,0.0,3,6196,5370,Buenos Aires,12/02/2018,0,0.0347985347985349,-0.04417670682730923,-0.05794392523364489,-0.00034076827757123507,-0.013072404757498157,0.0,0.55,0.45000000000000007,-0.17000000000000015,-0.04029304029304037,-0.026720976256292217,-0.04063380857061161
2,0.0,3,4887,6029,Buenos Aires,12/02/2018,0,0.058951878446463324,-0.03689004554326625,-0.09968102073365237,-0.004883875248838709,-0.02880311419419168,0.0,0.39423076923076905,0.2980769230769231,-0.08523409363745504,-0.05359622327131364,-0.038100734017885884,-0.05848009852015225
