p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
170,0.3333333333333333,248,5918,5571,Canada Masters,05/08/2019,1,-0.9107398895569737,-0.1450527972571453,-0.5622787955832516,0.2619952710523374,-0.24398725745885125,0.7295507925814962,0.04988164107106371,2.128782968149506,-0.06751857777191372,-0.4820688836321737,-0.38695614428614716,-0.37158040708999834,0.22174493755716032
222,-1.0,476,6284,5670,Canada Masters,05/08/2019,1,-1.3573589688034382,-1.3915152185717161,-0.9876996761997876,0.4614576107120828,-1.184904796502848,-0.06753621320970521,-1.8184254310049777,0.3582623383215867,-0.9084061862684457,-1.8272786730710018,-1.6452817134403832,-1.6483663033385545,-0.6863533781531153
61,1.0,222,44825,5565,Canada Masters,05/08/2019,1,1.4263906569004994,-0.5662214366869766,-0.21951344106250809,0.9433295586637535,0.5784018558464505,0.4639492712554489,-0.24055267410511885,0.814886212974825,-0.1606021092518546,-0.14616500036229618,0.2603786600892113,0.27715645841044495,0.8764204674878241
666,0.11111111111111116,477,4526,5763,Canada Masters,05/08/2019,0,-0.8501268339190028,-0.16318400019541268,0.7723883217417703,0.20329929410228387,0.10559492110818458,0.11713423985233024,-0.06216987356107762,-0.8482127787545998,-0.0633025966403411,-0.05493022205672479,0.0325842471736058,0.03592495208386024,0.501565930188815
684,0.7142857142857142,419,4752,5324,Canada Masters,05/08/2019,0,2.1359964423037985,-0.21764845670951086,1.9167392310874782,0.06990417982144088,1.0668928643140891,-0.23411854585614145,-0.6689727536466487,-1.9500533192716873,0.12502062470141595,1.1698961451893672,1.248764756797465,1.2202081790592458,-0.1795078065938917
102,1.0,245,6051,6029,Canada Masters,05/08/2019,1,1.0102765565096548,0.40310920117974786,-0.495459976660326,-1.9235497359109237,-1.1966200122691486,-0.02589657747256805,0.4319315735816415,-0.33515748977203663,0.6933897736914251,0.3772386626511479,-0.38782032289227525,-0.48468852694425024,-1.0717671981929415
17,0.0,4,44669,6058,Roland Garros,27/05/2019,0,0.49898139252084184,-0.3459262841716829,0.7072776978794336,-2.2510900909445404,-1.5161596671841095,3.0401502928732134,0.39992667657466263,0.4216851744863423,1.3402963542523378,0.04265134957824627,-0.819462822754469,-0.972442346153502,-0.3114988408541062
187,0.0,32,5539,5805,Roland Garros,27/05/2019,0,1.0476376832507688,0.21409397485179557,1.751764531525092,0.46012942395576595,1.2590298570362788,0.12016404319657017,0.17825758419241278,-2.1989072615184555,0.15951816796589732,1.0088576962684257,1.2237425893965077,1.2326707527620597,1.2565546461572419
377,0.3333333333333333,178,5663,5564,Roland Garros,27/05/2019,1,0.42550625844096085,0.13231421650251618,-0.12325399438603062,1.0615036004005947,0.9586962653271935,-0.40463691730044143,0.16913444544510667,-0.07235423370082165,-0.41779599570528914,0.14827749984206207,0.598830416257748,0.6296473347455622,0.9820132948959958
12,0.0,131,45000,6031,Roland Garros,27/05/2019,1,0.766601771473909,-0.2131959613720939,1.301500223674687,0.23760440124192642,0.5480598744269504,-0.10291912707370288,-0.5488404048590401,-1.0240118641214002,0.5222838014068522,0.44248221700160334,0.5509385924872591,0.5567971342503938,0.031677848222451475
