p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,player_elo_rating,opponent_elo_rating,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
149,-1.0,524,5986,5216,Madrid Masters,07/05/2018,1906,2277,0,0.17089813923532277,-1.7846121752564699,-0.8190920329592175,0.45489130287623025,-1.0453499875189176,-0.3942503917939863,-1.2593718510416527,0.4022135091046245,-1.0919639922019746,-1.678662027787996,-1.536240051682439,-1.4683907149779067,-1.886029143170149
302,1.0,210,6219,5630,Madrid Masters,07/05/2018,2098,1907,1,-0.23842925585604585,0.6732022294563266,0.2737800168489409,0.20817351455596989,0.6220922050207888,-1.0750213285848822,0.5046884001587967,-0.357026288835996,0.41254154654884967,0.5577396937084856,0.6500367967678512,0.6444094410473455,0.9709745723598341
74,0.0,59,26011,6051,Canada Masters,06/08/2018,1925,1946,1,-1.4418315010755454,0.6994405190033491,1.0073266406814225,-0.13879492639539986,0.41376103045881074,-0.49770941088675635,0.8632056887458959,0.46795473918111513,0.4553475887935194,0.5829577075999969,0.5227432106359855,0.5182903123120612,-0.10675636659453673
82,0.0,672,5367,4269,Canada Masters,06/08/2018,1894,1949,0,-2.452524368948047,0.6726291986989973,-0.4071701679099481,-0.5389252996945245,-0.607554134926986,-0.4729241710082431,0.45057802966271465,-0.4559403108145744,-0.2583757415787677,-0.2352524264906215,-0.4608040271261694,-0.4683373132023328,-0.2796000077475962
367,0.0,111,5070,5718,Canada Masters,06/08/2018,1880,1913,0,0.5947922563013003,-1.2354070197962317,0.16597047312296495,1.3324637848623113,0.3463117459908216,-0.2076813972699647,-1.4242971379299,-1.0188234925448836,-0.5981728352020452,-0.7541123877147978,-0.2048046069165354,-0.16819439152546964,-0.16776000464855773
63,0.0,119,5922,11547,Canada Masters,06/08/2018,1887,2010,0,0.6582094210246423,-1.1565087896146642,-0.30429904002651204,-0.007033370737540682,-0.7040027581863929,-0.7981508616489498,-0.974724005628472,-0.42413053555613234,-0.8586660685154852,-0.852157769811383,-0.8586018855386235,-0.8490794777730485,-0.6252872900537152
259,0.0,61,5793,6401,Canada Masters,06/08/2018,1991,1856,1,0.20982745437679204,0.80770107543875,-0.2307618107702157,0.2047560510179301,0.6559497805149611,0.042475682607017985,0.5824528876929074,-0.23286586369031032,-0.15401974932052617,0.5969218807339393,0.6867668286382148,0.6818203990645111,0.6862909281077362
560,1.0,274,4921,5438,Canada Masters,06/08/2018,2076,1965,1,-0.056821388486191456,-1.4335365877160744,-1.0375194971459731,1.5596671710405512,-0.10793099429618899,-0.35789993370760137,-1.3340084099499971,0.870435841955033,-1.5514837142821656,-1.475366115869427,-0.8502973005544011,-0.7852691059087279,0.5642836519996942
65,1.0,482,33215,4868,Canada Masters,06/08/2018,1944,1935,1,-0.578300067789195,0.12749710372739642,1.1246913406456682,-0.40272595503410225,0.012645814116416704,-0.2906933765140059,-0.15180813178760175,0.4007297707361319,0.12062631256814735,0.3749825990102646,0.20196741234520826,0.19683382295216453,0.04575272854051574
414,-1.0,501,4894,5442,Canada Masters,06/08/2018,1869,2174,1,-0.24445946835973395,0.12872306258234875,-0.8365819776652508,-0.9253895565485784,-0.9028652107749866,-0.31013899783597504,0.7696314727600424,-0.07497351481036406,0.08343450833350731,-0.2575647823062533,-0.6400629080875467,-0.6588504022756785,-1.5505091338730335
211,-1.0,191,5565,6418,Canada Masters,06/08/2018,1802,2039,0,-0.8643065315146207,0.893053052219507,-0.49261741183594865,-0.833837813765601,-0.3757557204174088,-0.5179815217113656,0.9386304059142903,0.9320463812484925,0.2846566891359096,0.2854985777935419,-0.06435765280959392,-0.07981730207086349,-1.2048218515669145
339,0.5,572,5166,5016,Canada Masters,06/08/2018,1946,1968,0,0.36781912264629235,-1.7646455867707114,-0.045277011734588764,0.5927832357967009,-0.614508225150782,0.03621461128950825,-1.8535049150650647,-0.35217521143392144,-0.8257380834568953,-1.262722394131211,-1.0161354501900373,-0.9953771208837674,-0.11184000309903848
152,0.0,186,6364,6029,Canada Masters,06/08/2018,2023,2006,0,-0.2812241020923737,1.3749725739996612,0.5323551929426051,-1.4606632166541331,-0.127803091476469,0.023736322492511383,0.8018716916560156,-0.10312866619692568,1.2653872355943043,1.1814565577264098,0.6237291272563716,0.5366087117816192,0.08642182057652974
614,0.0,189,4526,6387,Canada Masters,06/08/2018,2064,2124,1,-1.443053007125104,-0.5964888456305552,0.17491766213488358,1.071744175118752,0.15991517216782047,0.2617415182188107,-1.6632718671685678,-0.6927818498391345,-0.34513240070886675,-0.7467894551771136,-0.28194736534300974,-0.2745056660786959,-0.30501819027010496
56,1.0,312,5902,5303,Canada Masters,06/08/2018,1889,1858,1,-1.1346851474580888,0.0776238739544715,0.49869014641467263,0.5542009794145042,0.40247176717558913,1.1120175196805646,0.34584298296268895,0.9696173829414514,0.09036297720524701,0.0025965145811953374,0.22351081770835604,0.2440131714174825,0.15759273163955423
360,0.0,105,5324,11549,Canada Masters,06/08/2018,1932,1877,1,-0.11685918901962547,-0.025931210261547297,-1.280623300588323,0.5905964191533287,-0.08953519335494112,0.06974495847119394,0.5419703030709231,0.48375506936946744,0.0689076206277033,-0.6095807932143887,-0.37811779499159903,-0.34789604060297946,0.2796000077475962
239,0.0,25,644,5602,Canada Masters,06/08/2018,2208,1736,1,-0.05833871224085147,0.8225031042218252,1.2702107379237537,1.1733691473997656,1.7537873507422195,-0.44390583533921074,0.32805035597775806,-0.14111865435561308,-0.17736245074167714,1.0717368092025954,1.540482305844568,1.5751851659879184,2.3994764301248255
9,0.0,88,44825,6407,Canada Masters,06/08/2018,1775,1921,0,-0.04488790211339017,-0.3351721622324497,0.024323232777788552,0.12816494813524573,-0.08020002446386659,0.44383155390759393,0.07329920890548323,0.5911757003762249,0.22032705925402724,-0.25364143415460055,-0.20441035994659643,-0.19597865593500913,-0.7422109296572554
869,1.0,41,4920,5159,Canada Masters,06/08/2018,2349,1718,1,1.348869969532646,1.120073582280697,1.583814195394226,1.9037718261501888,2.7811109185935226,0.4475562061464547,0.2602815624074635,-0.7577432705024716,-0.07003257197164986,1.6942957431763694,2.5132376023818606,2.511453613363539,3.2077746343406037
326,0.5,57,6219,26578,Canada Masters,06/08/2018,2115,1969,0,0.21105899116194565,-0.18931768943244698,0.16181309616937886,0.7422991636667784,0.5301475379646917,0.17197218750052093,-0.285698755670424,0.27542082755953146,0.3800294769802676,-0.027975424723394336,0.286174342342899,0.295605793283376,0.7422109296572554
503,1.0,139,4728,5528,Canada Masters,06/08/2018,2122,1823,1,1.2865525004056961,1.1896566652732044,0.652520825707702,0.13346142004317185,1.2881550740493632,-0.038963886864206945,1.7165837255191925,0.41388251142244914,0.15957288930701194,1.4606790599086374,1.4989926334309256,1.5082924065760026,1.520007314846023
253,0.0,21,5978,25609,Canada Masters,06/08/2018,1913,1756,0,-0.17285199266512205,0.3082988626765577,1.2964401780703119,-1.5426328941098923,-0.599485649641877,-0.9984330382653039,0.3130533767255487,0.10369722258595235,1.3731658475718622,0.664679557179274,0.06142442776012101,-0.012153113615832972,0.7981309312067746
138,0.0,167,6364,4291,Rome Masters,14/05/2018,2010,1902,1,1.1262858305216046,0.19106084725857211,0.7170528485716884,0.2029610207644713,0.7393476578506979,-0.3511596178925215,0.33780142620157455,-0.3523880437417456,-0.34028432074208753,0.6885872723653209,0.7696807973088399,0.7720430692573416,0.5490327424861889
308,0.5,663,6219,4467,Lyon,21/05/2018,2125,1938,1,0.39470468158123745,0.8063290089750444,0.3220162592210426,-0.5710615982729094,0.27184784889465274,-0.14674844203214826,0.38798332457370593,0.4348211219517211,0.6719769322095681,0.8004878955094387,0.583238983730834,0.5459373491985412,0.9506400263418271
808,-0.6153846153846154,851,3970,4742,US Open,27/08/2018,1894,2419,0,-1.0968492709927025,-0.45029892937591226,-1.0437647436283686,-0.14701932198813888,-0.8297845279989976,-0.027965709975161984,-0.07238202143983631,0.7424305329339957,-0.12647202999669144,-0.8904217124578535,-0.9949171380410133,-0.9480519167205621,-2.6689091648634182
212,0.0,204,5565,5034,US Open,27/08/2018,1796,1801,1,-0.29736328884190844,0.8336645098272601,0.1029919422483105,-0.19917029950283882,0.33465724751766285,0.010344575618268416,0.7377015604104229,0.7561229027787484,0.5245522791562074,0.578225602996681,0.48569251225524973,0.4872900342533041,-0.025418182522508746
10,0.0,309,32068,4180,US Open,27/08/2018,1747,1893,1,0.25546040120172153,-1.7704116141040926,-0.4933435552302606,0.2770988634069604,-1.088270522924938,-1.0186580518811175,-2.0928395179928017,-0.6722455083332546,-1.069616937436142,-1.495538392084931,-1.3340648770719854,-1.3640415774414305,-0.7422109296572554
370,-0.5,127,5070,11547,US Open,27/08/2018,1850,2050,0,0.4444175304301356,-1.1695200280247329,0.12765245124258917,0.27824955026038994,-0.4200305416079373,-0.41823496929193943,-1.2747262740603236,-0.22818545380035268,-0.33098923052130796,-0.7570107409576521,-0.6493727214183552,-0.630335939737707,-1.01672730090035
274,0.0,15,6044,5805,US Open,27/08/2018,1903,1727,1,-0.15978372534793872,0.6427942021069096,1.6700559234034218,0.33453341588553553,1.1386073337890823,-0.47039665421447174,0.3798863153490633,-0.7906442213407125,-0.44950643609880325,1.0679082959507518,1.1935446931987699,1.2059489195313509,0.8947200247923078
187,0.0,116,5370,5918,US Open,27/08/2018,1903,1861,0,-1.1448208015958297,1.4334021301651456,-0.10781395528497083,-0.2153483671179137,0.556359916982806,-0.46073201783566226,1.2958097788355427,-1.0852969465352678,0.010077250103920792,0.7896509401171382,0.7088541967193444,0.6901435096103712,0.21351273318907346
32,0.0,145,34554,5539,US Open,27/08/2018,1785,1912,0,0.1821784619919478,-0.16230426587960534,-0.26841643372368146,-0.29794845400276504,-0.39826131733486797,0.7214175818041104,0.015511421983440283,0.18636280890774748,-0.45502668658076834,-0.1835383705344672,-0.3037145991779553,-0.312015442404475,-0.6456218360717222
158,0.0,265,6364,3893,US Open,27/08/2018,2006,1727,0,0.11638441260727644,0.7477643221422221,0.8360430199558976,0.019627729913974476,0.7552466385837932,0.014119503936110226,0.42642396193437665,-0.013655364209647258,0.5044104421666025,0.8972106601512466,0.9067633230412759,0.8992943076620393,1.418334584755988
327,0.0,47,6219,5792,US Open,27/08/2018,2101,1812,1,0.026678213120120028,0.7307447779644215,0.3244010066688785,0.9247380060055489,1.2608887660228645,-0.24483075763085269,0.06175123636490232,0.7194340700257534,-0.2510114346623293,0.6735302318233805,1.0563796671291257,1.0715337285945696,1.4691709498010055
281,0.0,422,5438,4794,US Open,27/08/2018,1977,1882,1,-1.2275554259286454,0.7726515723190099,0.2658065673074905,-0.5207737466624405,-0.03929489661435237,0.30781733025643215,0.47495473676676814,0.966674194142205,0.6168651022126999,0.4128733920951532,0.19021422223975284,0.1830244654167463,0.4829454679276662
90,-1.0,301,26007,4994,US Open,27/08/2018,1877,1915,1,-1.3774742507675541,0.7454076402153983,0.16025279966304118,-0.328706262396552,-0.010497427400978932,-0.9009338187293674,0.7685562239918833,0.2602662165276017,0.44028656569529845,0.3023568616930942,0.16861751363701305,0.156977945783256,-0.19317818717106647
374,0.0,5,5131,6172,US Open,27/08/2018,2067,1518,0,0.7810241852476492,0.5352090038725166,3.3492860102421163,-0.13710347622950736,1.4207792816157614,-0.9057011816638375,0.007417960640582118,-3.8798992954622498,1.4957146378014163,1.7128019888243156,1.7094027662683557,1.6407275521584834,2.7909164409714604
71,0.0,11,33215,44825,US Open,27/08/2018,1973,1764,1,-0.6622398902129185,0.8754057047795702,1.0572885584777643,-0.84517532166066,0.11229309315186264,-0.030687456992329783,0.057915663090679886,0.5842317414898263,0.07462666594134738,0.893410233283928,0.5439059825523415,0.5187733891850855,1.0624800294408656
577,-0.3333333333333333,581,5016,4311,US Open,27/08/2018,1961,1888,0,0.11379820739744381,1.430519461815118,0.06400494155334036,-0.805193946885162,0.3264944597737341,0.11043195582391079,1.7770855537043138,0.4369880462543155,0.6864463081551228,1.119596075757568,0.786189263356404,0.7607466058234177,0.3711054648286277
89,1.0,485,25898,4868,US Open,27/08/2018,1905,1931,0,0.08958841574882222,-0.827639029318417,-0.3745706921770156,0.6803185522727235,-0.10896090380561133,0.12640947813598916,-0.9499031243041749,-0.2152034271380155,-0.5452445782977756,-0.7432009611833776,-0.47230174436719063,-0.44146599724725566,-0.1321745491170455
258,-0.3333333333333333,509,5978,4728,US Open,27/08/2018,1904,2118,0,-1.055033462396903,-0.9288239034945258,-0.7013061789434807,0.05058348217405964,-0.9827033627239784,0.08717649062223105,-1.2513429563669194,0.3994306897650944,-0.5999656555300751,-1.2325439776295182,-1.1992618415416836,-1.2016233182848601,-1.0878982119633744
546,0.0,297,5216,5375,US Open,27/08/2018,2256,1849,1,0.7349278036315967,1.2638157024354637,1.0271982531784851,0.46873305533399806,1.60251759374597,0.2725359258759913,1.1031044126291474,-1.3136513749052137,0.151826342705507,1.5085643154665878,1.7209024763031555,1.7018922114058268,2.069040057332212
31,0.0,107,26414,6031,US Open,27/08/2018,1900,1837,0,0.6032571265296722,1.0829650680759033,0.13910917087636754,-0.3105330185517696,0.6285623263862025,-0.7562664885998547,0.3088454948990107,-1.0567242235034386,1.0643449342398736,1.008917210168296,0.8733721506533846,0.8663625078638628,0.3202690997836102
63,0.0,727,5888,4913,US Open,27/08/2018,1709,2284,0,-0.49903806742881435,-0.3770193928622086,-0.6564662952197908,-2.440636437058918,-2.3448348837070987,0.2557111644836047,0.42986884100185807,0.6224312197797538,1.0444063117299385,-0.6545536182265669,-1.6727876820022696,-1.7130888019945807,-2.9230909900885056
611,0.0,675,3852,4269,US Open,27/08/2018,1958,1941,0,-1.7457168664258391,0.9598734554328683,0.28664945723504126,-1.3464755409351539,-0.629293725461455,0.11389981612554981,1.334135332957816,-0.6929108364376172,0.9945778352878117,0.4382315654848437,-0.13105273130871065,-0.15151372633358912,0.08642182057652974
359,0.0,195,4252,6418,US Open,27/08/2018,1770,2035,0,0.07006490786061721,-0.3522363454402595,-0.5503407137117744,0.1378297982032723,-0.28043388538434616,-0.09586076844629353,-0.257657644615427,-0.4085578212448668,-0.42802558417962727,-0.45342465706368185,-0.3997350959636318,-0.39011138978970256,-1.3471636736929635
8,0.0,59,6269,6134,US Open,27/08/2018,1697,1794,0,-0.9486798752102329,-0.7033514289465791,-0.171272903706618,-0.4695203934660422,-0.9299112635166835,-0.2538866939725644,0.3565983296307755,-0.16787864919615883,-0.28705619117442027,-0.770512297867936,-0.9567349554973199,-0.9695030714627044,-0.4931127409366697
98,0.0,141,6407,5528,US Open,27/08/2018,1967,1819,1,0.13218345103035162,0.2923282886900748,-0.3187355338427236,0.7560471162901359,0.6317519297672971,0.08498902096102826,0.5224809810305893,1.1798602958373408,-0.35183422357810257,0.12855976005180278,0.43209428033040925,0.4570019117468678,0.7523782026662589
478,0.0,64,3990,26578,US Open,27/08/2018,1866,2025,0,1.3073602056446254,-0.9317914790811284,-0.022259228628435674,0.9161125472059205,0.30748553789315897,0.6575647669099035,-0.7481045517028022,-0.42048129769394693,-0.18863153240425218,-0.4453488943794909,-0.06174807108839564,-0.0430381653218976,-0.8082982042157781
603,1.0,29,4544,5602,US Open,27/08/2018,2066,1753,1,1.3570519800601206,1.7657087646801213,2.1084030609018845,-0.8168298782764195,1.4489813967213776,-0.6290849714161153,2.5787951178726223,-1.5787949314923617,1.9799656571054571,2.452956249007559,2.0265863495163625,2.079426776823859,1.5911782259090475
87,-1.0,53,5367,11769,US Open,27/08/2018,1895,1889,0,-1.734845149350223,0.5059388528756711,-1.0022587039778885,0.4916517130913831,0.0013749500723043587,-1.091531082479313,-0.01619185944751757,0.7234113532170064,-0.6566306262293651,-0.42237481542794675,-0.2162760051414622,-0.20514429641149434,0.030501819027010494
680,0.0,12,4467,44525,US Open,27/08/2018,1930,1735,1,0.42352260692679017,-0.040787639240873565,0.38091965807123346,-0.11795732322652033,0.1690417812208542,-0.1644787523304606,-0.4406786338876015,-0.5410474135250015,1.6481209804796555,0.21076525845248015,0.17052716561961653,0.15785844131710133,0.9913091183778411
621,-0.14285714285714285,446,4526,5763,US Open,27/08/2018,2100,2119,1,-0.8436545849289419,-0.19590364624477052,0.6200775261908975,0.2615087117059522,0.08759142339044008,0.09322568286406227,-0.08266644990864709,-0.7267060646809718,-0.12265954130270074,-0.122032597460524,-0.012315238835823462,-0.007227794382487621,-0.09658909358553323
99,0.0,667,5644,5220,US Open,27/08/2018,1819,2194,0,0.21814458695180947,-0.22636761378434989,-0.06776870250981094,-1.3448610601358777,-1.0865615468560106,-0.42840603308894454,0.48176059179509323,0.2553302763137687,0.4279129931632228,-0.1340055274045152,-0.7091605427463429,-0.7189227938241177,-1.906363689188156
15,0.0,13,27835,5868,US Open,27/08/2018,1678,1678,1,1.7279799783257517,-0.6151921995982067,-0.8995241621533184,0.22702117092587765,-0.11962254644236413,-0.6555050642327541,-0.6450351560774283,0.8633085306656276,1.1839364834280006,-0.3478872339542106,-0.25408957886097455,-0.24647882623580378,0.0
81,0.0,36,6107,45106,US Open,27/08/2018,1882,1902,0,0.4835538694363952,-0.4367335981200119,-0.8360944564733055,0.06885870238814634,-0.4427913038893701,0.8136911821639214,-0.21033439417014343,0.05549035533794295,-0.29164327873735496,-0.5500739271757575,-0.5246573206264322,-0.5161109858345732,-0.10167273009003498
342,1.0,78,5166,26011,US Open,27/08/2018,1944,1937,0,0.06220662499459602,-0.5145028382710667,-0.5210892171236328,0.6057896951507047,-0.039222823635329716,0.8894599966974048,-0.6556873613547074,-0.05990222650786264,-0.5371966656577124,-0.5695619937669028,-0.32314657422383475,-0.30154680849073096,0.035585455531512246
62,0.0,440,6051,3898,US Open,27/08/2018,1914,1918,0,0.6403558187527244,-0.3256140033198559,-0.31038450325954203,-0.5138599676529955,-0.580817647010432,-0.4047197116937436,-0.5749683383560173,-0.84975744930636,-0.10235919130040803,-0.2234957586048962,-0.4297616373328546,-0.44574577875296706,-0.020334546018006997
190,0.0,122,5515,5058,US Open,27/08/2018,1887,1754,1,-1.2185973179315177,1.630789465551059,-0.291934317312429,-0.3485955904152072,0.4311824932234286,-0.8181971510603663,0.8920916454348976,1.0858115964232171,0.18752099199722713,0.813608286814569,0.674592521663191,0.6558795681720625,0.6761236550987326
18,0.0,421,11429,4894,US Open,27/08/2018,1791,1924,0,0.640339693701795,-0.16385712351529466,0.0436300817833794,-0.5076123624748602,-0.31786864706244505,-1.9176474977622622,-0.7548195260342654,0.3387851015438938,0.11560396306804395,0.04144088804737539,-0.16486233168050393,-0.17999705132196764,-0.6761236550987326
7,0.0,350,5929,5663,US Open,27/08/2018,1658,2133,0,-0.6413265119792129,0.28730634465364885,-0.32421454301237684,-1.926714263934312,-1.4689618014442523,0.7760711742612776,-0.13634034584934318,2.5861710996067275,0.96788387048727,-0.07738452725046743,-0.8605833347778937,-0.9161918677825898,-2.414727339638331
223,-0.2,190,5630,6029,US Open,27/08/2018,1856,2012,0,-0.08997576417465836,0.8564376071457084,0.410953088750716,-1.2683721519914524,-0.30333671651693545,0.8309507161971629,0.3262725144715668,0.375658666375067,1.0412730644893542,0.7870486657276023,0.3059511502841514,0.22881452063349694,-0.7930472947022729
20,0.0,68,44494,5067,US Open,27/08/2018,1807,1825,1,-0.406050591864499,-0.8074274704124408,-0.3107367010361936,1.0086206827453787,0.08596656585423032,1.832763240253711,-0.5421871317803221,-0.16073114852328277,-1.2299689382527021,-0.8319277221104082,-0.43055861179680416,-0.38652974588795497,-0.09150545708103149
574,0.0,53,4789,5476,US Open,27/08/2018,2050,1704,1,0.4042098726198096,1.0159514646939014,0.36773641810079505,0.9258774076947043,1.5241673626900025,0.5299368011353436,1.0018980836963338,-0.6232659268948796,-0.31416948747301165,1.0205272986238936,1.400374578966962,1.416526017080394,1.7589382305576051
504,0.0,49,5442,9719,US Open,27/08/2018,2150,1829,1,-0.3810915793380267,0.2384307238302413,-0.5250223228840877,1.6628193240582643,1.1609418867835188,1.1458100320267468,-0.6573865703203745,0.5611918646408987,-0.41470331609791244,-0.06400590253080671,0.6239135974710184,0.6608558369583731,1.6318473179450614
67,0.0,157,5922,5044,US Open,27/08/2018,1870,1860,0,0.2793142101328163,-0.5562161725215596,1.105384820035745,0.2405850323112122,0.21600986842116232,-0.902261997220266,-0.2814938599354245,-1.8922613298764646,-0.31727316580687,0.013049559027065288,0.10752925900666023,0.11776537557877374,0.05083636504501749
651,0.0,18,4259,5856,US Open,27/08/2018,1967,1759,1,-0.710726562675526,0.5744204464479474,1.3811212130756392,0.31973203948550166,0.8834915121969201,2.6323097229450374,0.1661262464514214,-0.1655138901747133,-0.7298794332395919,0.7745694718925411,0.910356120334424,0.9082763223381591,1.057396392936364
324,0.0,12,3917,44669,US Open,27/08/2018,1872,1738,1,-1.3092712007916376,1.86992295979295,1.095482803591686,-0.22965795783060894,1.1156108038105244,0.6164327137605461,1.321177515003577,-0.6283179006107802,0.7973693260075146,1.5903823678588365,1.4876397349632753,1.4788693530656227,0.6812072916032343
243,0.0,43,644,5159,US Open,27/08/2018,2180,1717,1,0.9043812890497593,0.89135622555849,0.41108789470467966,0.7310435064353102,1.3732043633645028,0.40369174929062757,0.6721303350840115,0.4040448688253972,-0.28257780390120757,1.026907776345398,1.3254198974801006,1.3379819182717878,2.3537237015843098
878,0.0,62,4920,5902,US Open,27/08/2018,2367,1888,1,2.034307627960111,0.6439137159321583,1.0604696976525003,0.8292650957982609,1.6567823784632942,-0.871747919461385,0.20564133040332097,-1.0190312795152032,-0.1239053651575799,1.2826955967616984,1.6754106538713833,1.6347158513161626,2.4350618856563377
37,0.0,521,5801,4677,US Open,27/08/2018,1805,1867,1,0.3916489981339982,0.09926872837199437,0.17679986332233405,-1.0692159845340492,-0.5879628891278542,-0.6854672938183773,-0.1938893053954503,-0.20126952407017326,0.39620117122955223,0.247682652444132,-0.18815669332721646,-0.2199021802965817,-0.31518546327910846
553,-1.0,168,4022,4291,Roland Garros,28/05/2018,1792,1894,0,1.61710975114444,-0.3498991712215407,0.5667559662040844,0.7957995910020402,0.8622143075199673,-0.3232426009697711,-0.08461066647168354,-0.4292415278550209,-0.6670011710847149,0.32462894852071034,0.6455591116917834,0.6689758357757459,-0.5185309234591784
571,-0.6666666666666667,634,4311,4752,Roland Garros,28/05/2018,1923,2025,0,-0.7151440945309365,-0.45914797623562115,-0.8790790080124722,-0.187299229098624,-0.8079296417582774,0.16941694826242873,-0.18215912875121232,0.25818000253019213,-0.10586729836406929,-0.8253891710741643,-0.9173282566749411,-0.9010359052442334,-0.5185309234591784
88,0.0,55,5349,33215,Roland Garros,28/05/2018,1907,1973,0,1.2002783174645748,-1.358225967824016,-0.781407054791063,0.9921708144512744,-0.18710977794518352,0.036313490774257905,-0.888610857230799,-2.163591543997321,-1.3296731148229797,-1.0840887114105704,-0.6708916144425328,-0.64403947674934,-0.33552000929711545
34,0.0,242,9719,5978,Roland Garros,28/05/2018,1834,1923,1,0.8657181629110338,-0.4506424073282421,1.1753411288091,-0.8252711543370352,-0.39134498780329413,-0.6058721455384167,-0.25397784846022115,-1.187284464183721,0.003909276700692338,0.22547790445067217,-0.11688791802867134,-0.13567331668273638,-0.4524436489006557
63,0.0,32,5067,6012,Roland Garros,28/05/2018,1823,1830,1,-0.13689684550055037,0.840159521934172,0.14270501544405292,-1.1364671427806619,-0.24370120115030083,-0.31702253850542433,0.8453673858307097,-0.3857540264234416,1.568264706159944,0.7072878269230685,0.25239237006447457,0.20709247135743658,-0.035585455531512246
269,0.0,38,6044,5125,Roland Garros,28/05/2018,1976,1679,0,-0.487971679965304,1.0228039199537822,1.0806063434561102,0.5079011807193125,1.2267534301482952,-0.643212741106153,0.3820180669005324,0.954683577328697,0.24690320671106547,1.059238727100306,1.2536966140601575,1.272868793114233,1.5098400418370195
174,0.0,9,6029,23755,Roland Garros,28/05/2018,2015,1673,1,-0.15521262742661754,-0.1793049755849713,2.029583205326073,1.90060361352983,1.9268363315342791,0.21426350878297587,-1.0335972762931278,-2.5150464667797228,-0.23951095229138653,0.5568476835983339,1.2785687289893302,1.3808240577014914,1.7386036845395982
39,0.0,13,5792,6347,Roland Garros,28/05/2018,1867,1801,0,-0.18343802882607646,0.3392310056563773,1.6577094567751105,-0.39249580398537476,0.451563238007563,1.4339173280091493,-0.13761742965054394,-1.2648982496732029,1.884942218152732,0.8199305330996047,0.6598531833107643,0.6430312966178737,0.33552000929711545
50,0.0,141,5333,5044,Roland Garros,28/05/2018,1732,1804,1,0.7938076760512505,-1.1642003676400028,0.442425757822626,0.43819928313870643,-0.14239387783645355,0.17791035054508705,-0.9882462303044807,-1.0567327650358471,0.05138500424160095,-0.6038574339881899,-0.4378304728527834,-0.408605119525459,-0.36602182832412594
641,0.3333333333333333,181,4259,6418,Roland Garros,28/05/2018,2037,2011,0,-0.07491223329013157,0.33176017604810754,0.42616480861534745,0.28414000303624265,0.5297538071071758,-0.35544472692769347,0.10918339982874986,-0.24909679380896343,-0.08126689055668795,0.3932123182372866,0.5143071791493866,0.514162466080738,0.1321745491170455
598,0.0,316,3852,4659,Roland Garros,28/05/2018,1956,1826,0,-0.5756760864894324,0.8477886534572402,0.639394322447598,-0.46286495363840163,0.27570674445104015,-0.05242326893028152,1.0085224289634531,0.3875049911215035,0.726435833083691,0.7326793957689445,0.5301923586555688,0.5257530352452054,0.6608727455852274
281,1.0,351,4994,4252,Roland Garros,28/05/2018,1854,1803,1,0.6339386005979414,-0.05669947113314067,-0.4091190637861096,-0.16947404751519157,-0.15316501004238528,-0.24178067130471165,0.1519756059138624,0.2913049267277593,0.31784881900154655,-0.047628724002658246,-0.1156241620799427,-0.12111608658435878,0.2592654617295892
178,0.0,331,5370,4654,Roland Garros,28/05/2018,1939,1939,0,-0.7008807489657858,0.39703905314241295,-0.7486645177700009,-0.13047361454600612,-0.21468314544410358,0.2741724640351133,0.534127262865627,-0.017890217692037334,-0.23461253344794727,-0.15647421339233086,-0.2107300094162866,-0.2121866400864243,0.0
491,1.0,259,4728,3893,Roland Garros,28/05/2018,2067,1761,1,1.257441084070413,1.3737891337850465,1.0309782425156815,-0.4511053486060752,1.094621357642861,-0.004585981346354008,1.964821284511535,0.06635361176205229,1.1995538041956681,1.731969922475964,1.5377275091968572,1.5229637018718971,1.5555927703775352
56,0.0,648,5888,5220,Roland Garros,28/05/2018,1731,2150,0,0.10280137510807573,-0.7178964046050219,-0.7250150471229978,-1.4113626672106643,-1.6855960894378625,0.4138905363820818,-0.07004743465458105,0.39745261169397234,0.6556609713333744,-0.7754513311303282,-1.3627709057237762,-1.3847162088789786,-2.1300436953862327
8,0.0,33,27835,5801,Roland Garros,28/05/2018,1585,1841,1,-0.3273931948410944,-0.8865912091675515,-1.6156568306752552,0.07284631298638762,-1.1227039460963844,-0.6354860885495086,-0.5012237123588411,3.7611557591644225,0.23385092977047267,-1.3452688260136738,-1.305314475370868,-1.3038369357662873,-1.3014109451524478
130,0.3333333333333333,178,5528,5515,Roland Garros,28/05/2018,1834,1886,0,0.5551540874145983,-0.8619613158685749,0.4167294065692349,-0.4230394455577733,-0.5630564324127432,0.23614754069620977,-0.6355774451469515,-1.2909513857285557,0.5910813915814488,-0.3181616534824174,-0.48746333358817096,-0.5001637359757266,-0.264349098234091
322,-0.5,262,5166,5438,Roland Garros,28/05/2018,1919,1977,0,0.2551104777916064,-1.1617200427611347,-0.4638249690030032,0.9540200595021224,-0.1324222766724778,-0.01136356925276662,-1.0121085103523462,-0.17122670150833452,-1.144170389324541,-0.9952575440652076,-0.5971583180695966,-0.5724688233823741,-0.29485091726110146
