match_id;tournament_name;season;tournament_id;date;level;surface;round;best_of;player_id;player_rank;player_elo_rating;opponent_id;opponent_rank;opponent_elo_rating;outcome;minutes;p_1st_in;o_1st_in;p_sv_pt;o_sv_pt;p_1st_won;o_1st_won;p_2nd_won;o_2nd_won;p_ace;o_ace;p_df;o_df;p_bp_sv;o_bp_sv;p_bp_fc;o_bp_fc;p_matches;p_sv_gms;o_sv_gms
169763;Houston;2019;244;08/04/2019;B;C;SF;3;23589;241;1788;34554;95;1839;;92;32;40;57;60;21;31;13;12;5;0;3;2;3;5;7;6;0;10;10
169762;Houston;2019;244;08/04/2019;B;C;F;3;34554;95;1850;6412;73;1851;;149;64;69;99;105;41;48;21;20;3;4;3;1;7;8;10;11;0;15;16
170166;Lyon;2019;355;20/05/2019;B;C;R32;3;24021;58;1869;44669;117;1686;;134;54;90;100;117;45;55;19;18;18;0;9;6;3;6;6;9;0;15;14
170165;Lyon;2019;355;20/05/2019;B;C;R32;3;6196;105;1861;26007;46;1925;;98;58;45;85;73;42;36;14;19;8;7;1;1;6;0;7;0;0;12;12
170164;Lyon;2019;355;20/05/2019;B;C;R32;3;25929;199;1668;4752;39;2014;;163;66;77;110;130;51;53;18;29;5;9;1;2;6;19;11;22;0;16;16
170163;Lyon;2019;355;20/05/2019;B;C;R32;3;11787;41;1872;44830;61;1792;;65;29;32;47;54;13;21;6;11;2;8;2;2;3;2;9;4;0;8;8
170162;Lyon;2019;355;20/05/2019;B;C;R32;3;11429;65;1869;5324;51;1926;;120;69;60;104;101;44;47;18;17;5;16;4;12;6;5;9;8;0;13;15
170167;Roland Garros;2019;19;27/05/2019;G;C;R128;5;27835;44;1883;4920;1;2390;;96;44;44;74;63;26;36;12;14;8;6;2;1;3;1;9;2;0;13;13
170168;Roland Garros;2019;19;27/05/2019;G;C;R128;5;23913;134;1652;5953;104;1844;;125;59;62;92;92;30;42;12;19;0;7;5;2;4;9;11;11;0;12;13
170169;Roland Garros;2019;19;27/05/2019;G;C;R128;5;44494;53;1859;6085;147;1655;;185;81;97;129;128;58;69;20;18;4;0;3;1;6;6;11;8;0;20;20
170170;Roland Garros;2019;19;27/05/2019;G;C;R128;5;4659;111;1811;4467;33;1914;;123;83;44;117;73;46;37;18;20;4;3;2;1;8;1;12;1;0;14;14
170171;Roland Garros;2019;19;27/05/2019;G;C;R128;5;33215;24;1986;5515;45;1993;;130;66;72;107;116;46;52;16;23;8;8;6;3;4;3;8;5;0;15;16
170172;Roland Garros;2019;19;27/05/2019;G;C;R128;5;5801;100;1803;5420;40;1936;;177;81;95;119;130;56;65;13;19;9;8;2;5;5;5;10;9;0;20;20
170173;Roland Garros;2019;19;27/05/2019;G;C;R128;5;4585;149;1860;44525;90;1701;;149;83;65;131;106;51;46;21;27;5;6;7;1;9;1;17;5;0;20;20
170174;Roland Garros;2019;19;27/05/2019;G;C;R128;5;5370;95;1866;6418;15;2078;;171;58;72;115;117;43;58;33;27;8;3;5;5;2;3;7;3;0;19;20
170175;Roland Garros;2019;19;27/05/2019;G;C;R128;5;4311;71;1866;4921;12;2061;;141;55;68;95;120;35;53;19;22;4;10;2;2;5;7;11;9;0;16;17
170462;Eastbourne;2019;303;24/06/2019;B;G;R32;3;4654;44;1944;11769;55;1910;;69;35;32;57;59;28;31;10;15;7;12;2;3;0;0;2;0;0;9;10
169224;Australian Open;2019;1;14/01/2019;G;H;QF;5;26011;39;1964;4742;2;2413;;107;54;57;72;77;38;48;6;12;13;11;0;0;4;2;8;2;0;13;14
169254;Cordoba;2019;358;04/02/2019;B;C;R32;3;5805;70;1702;44494;81;1811;;97;45;40;71;62;26;26;10;14;2;4;6;3;8;3;12;4;0;8;9
169253;Cordoba;2019;358;04/02/2019;B;C;R32;3;5403;181;1829;6134;74;1772;;90;39;40;55;59;21;28;5;8;0;0;1;5;5;1;10;3;0;8;9
169252;Cordoba;2019;358;04/02/2019;B;C;R32;3;4914;49;1892;5630;77;1833;;148;52;64;93;106;36;41;21;25;6;3;5;6;4;3;9;6;0;15;16
169251;Cordoba;2019;358;04/02/2019;B;C;R32;3;11787;64;1881;6384;280;1636;;82;38;25;64;52;27;23;12;17;0;2;2;1;4;0;6;0;0;10;10
169250;Cordoba;2019;358;04/02/2019;B;C;R32;3;4664;82;1797;32068;113;1774;;93;30;35;54;57;19;28;9;14;2;2;5;2;2;3;5;3;0;8;9
169249;Cordoba;2019;358;04/02/2019;B;C;R32;3;11769;41;1889;6214;112;1539;;81;34;44;57;72;29;34;12;16;5;1;1;3;1;5;3;5;0;10;10
169248;Cordoba;2019;358;04/02/2019;B;C;R32;3;3893;114;1754;5539;59;1872;;73;28;23;53;38;15;17;10;11;1;1;2;0;4;0;9;1;0;8;8
169335;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;5630;64;1850;44494;77;1823;;119;59;49;99;74;34;36;18;12;2;1;4;2;8;6;12;8;0;11;12
169334;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;46888;569;1500;5539;50;1897;;95;50;52;76;75;30;34;11;13;0;2;6;3;6;3;11;6;0;13;13
169333;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;5571;43;1902;4914;51;1880;;105;59;34;84;66;36;26;8;17;1;2;4;5;4;1;8;4;0;10;11
169332;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;44825;103;1757;6412;93;1654;;139;75;67;110;101;44;42;16;15;1;0;4;5;12;7;18;12;0;15;15
169331;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;6107;73;1843;6134;119;1778;;60;21;27;41;43;10;23;5;7;1;5;1;4;2;1;7;1;0;6;7
169330;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;11769;47;1871;32068;109;1771;;146;65;47;107;88;48;39;20;28;3;7;4;1;9;3;12;4;0;15;16
169329;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;4291;44;1833;3970;149;1893;;111;58;52;86;76;35;36;10;12;3;1;2;5;3;1;8;4;0;11;10
169328;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;4296;138;1725;5070;96;1815;;97;38;43;68;63;24;33;14;9;1;2;2;1;10;5;13;6;0;9;10
169327;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;5805;74;1686;5370;57;1882;;152;70;56;100;97;47;39;12;17;2;7;5;6;10;8;15;13;0;14;13
169326;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;6214;69;1783;5303;41;1892;;73;36;37;58;60;22;28;10;9;2;0;3;2;2;5;7;7;0;10;9
169325;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;5643;220;1791;4654;78;1920;;65;37;26;54;44;19;20;8;12;1;2;2;2;5;1;10;1;0;8;7
169324;Buenos Aires;2019;319;11/02/2019;B;C;R32;3;5476;148;1685;9719;85;1765;;67;30;28;53;47;17;25;13;12;0;1;1;3;3;0;6;0;0;9;9
169323;Buenos Aires;2019;319;11/02/2019;B;C;R16;3;4921;15;2027;44494;77;1836;;140;60;63;97;109;37;40;15;20;4;5;5;3;6;6;13;12;0;16;16
170671;Umag;2019;301;15/07/2019;B;C;R32;3;44669;81;1799;6085;125;1745;;85;30;46;52;72;13;28;7;10;1;1;8;3;1;7;8;10;0;9;9
170670;Umag;2019;301;15/07/2019;B;C;R32;3;5466;161;1793;25924;290;1559;;75;27;36;53;55;17;30;14;9;3;2;1;3;1;0;4;0;0;9;9
170669;Umag;2019;301;15/07/2019;B;C;R32;3;5364;61;1924;5476;152;1635;;148;52;53;102;88;36;32;15;19;5;7;7;2;11;2;18;8;0;15;16
170668;Umag;2019;301;15/07/2019;B;C;R32;3;4894;78;1850;25898;76;1900;;72;38;40;70;57;28;33;9;9;2;4;11;1;10;5;13;5;0;8;9
170667;Umag;2019;301;15/07/2019;B;C;R32;3;5148;109;1659;50811;209;1698;;103;52;46;75;87;38;34;9;18;4;1;2;4;2;3;6;7;0;13;13
170666;Umag;2019;301;15/07/2019;B;C;R32;3;6051;40;1864;5370;87;1853;;79;34;34;54;53;20;25;10;12;1;2;1;1;3;3;7;3;0;9;8
170665;Umag;2019;301;15/07/2019;B;C;R32;3;4664;79;1807;4914;60;1921;;84;45;29;67;52;27;25;9;13;0;7;7;1;3;2;7;3;0;9;10
170664;Umag;2019;301;15/07/2019;B;C;R32;3;5636;453;1717;6196;142;1874;;182;72;65;114;109;50;46;22;24;5;10;1;4;5;6;8;10;0;17;16
170663;Umag;2019;301;15/07/2019;B;C;R32;3;5084;384;1670;3893;114;1732;;190;70;74;113;104;45;51;25;16;0;4;3;3;3;5;7;9;0;17;17
170662;Umag;2019;301;15/07/2019;B;C;R32;3;6107;112;1802;5922;58;1977;;130;66;50;98;76;43;31;12;18;3;2;3;2;12;3;16;6;0;12;12
170697;Atlanta;2019;341;22/07/2019;B;H;R32;3;5763;53;2009;10514;405;1516;;105;57;30;91;67;34;22;8;13;8;5;8;9;16;3;23;8;0;11;11
170696;Atlanta;2019;341;22/07/2019;B;H;R32;3;6044;180;1859;45000;66;1862;;113;55;44;87;78;42;35;19;23;14;7;7;4;1;0;2;1;0;12;12
170695;Atlanta;2019;341;22/07/2019;B;H;R32;3;6031;101;1810;45438;95;1790;;88;37;40;71;69;22;27;18;19;4;9;5;7;5;1;7;1;0;9;10
170694;Atlanta;2019;341;22/07/2019;B;H;R32;3;5422;88;1676;26755;117;1599;;151;74;70;129;100;53;52;24;19;12;8;9;4;11;3;15;3;0;15;15
170693;Atlanta;2019;341;22/07/2019;B;H;R32;3;11415;43;1888;11787;54;1849;;147;71;62;101;98;45;45;11;15;11;13;4;9;7;6;12;11;0;15;16
170692;Atlanta;2019;341;22/07/2019;B;H;R32;3;26011;41;1911;6057;106;1825;;108;70;67;99;115;49;51;15;23;11;20;4;6;2;9;5;12;0;15;16
169424;Delray Beach;2019;314;18/02/2019;B;H;R32;3;5159;122;1694;4544;9;2016;;92;25;47;60;76;19;41;23;14;4;23;5;5;2;4;3;4;0;10;11
169423;Delray Beach;2019;314;18/02/2019;B;H;R32;3;33082;181;1733;5034;133;1776;;93;40;39;69;68;29;32;14;16;7;7;7;1;4;4;6;4;0;10;10
169422;Delray Beach;2019;314;18/02/2019;B;H;R32;3;3852;67;1922;4794;102;1818;;99;35;40;70;67;25;32;16;14;11;5;2;1;2;1;5;2;0;10;10
169421;Delray Beach;2019;314;18/02/2019;B;H;R32;3;11762;107;1733;5166;51;1858;;52;32;25;53;39;19;20;8;13;5;2;4;0;3;2;7;2;0;8;8
169420;Delray Beach;2019;314;18/02/2019;B;H;R32;3;26011;29;1948;5543;148;1879;;136;58;57;100;89;41;43;17;13;7;4;6;4;2;3;7;8;0;17;16
169862;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;4311;46;1921;32068;96;1817;;104;43;43;77;65;32;39;18;11;3;9;2;1;2;0;3;0;0;11;11
169964;Estoril;2019;348;29/04/2019;B;C;R32;3;6184;98;1692;5805;97;1718;;69;41;35;55;50;25;25;4;10;2;1;2;2;4;1;8;2;0;9;9
169963;Estoril;2019;348;29/04/2019;B;C;R16;3;11767;155;1658;4654;67;1915;;87;43;40;67;57;25;35;12;8;5;7;3;1;6;1;9;1;0;10;10
169962;Estoril;2019;348;29/04/2019;B;C;R16;3;6401;71;1919;26011;31;1940;;145;64;63;89;100;38;38;13;20;0;4;0;2;1;1;5;6;0;14;15
170062;Rome Masters;2019;11;13/05/2019;M;C;QF;3;5442;6;2149;6029;24;1993;;87;39;33;60;53;23;22;7;11;2;2;2;1;6;1;11;3;0;9;9
170076;Rome Masters;2019;11;13/05/2019;M;C;R32;3;5663;23;2041;5216;9;2231;;78;40;25;55;50;26;20;4;15;3;7;2;2;4;0;8;1;0;9;9
170075;Rome Masters;2019;11;13/05/2019;M;C;R32;3;6387;36;2101;34554;76;1852;DEF;;42;54;71;73;31;44;13;8;11;7;4;3;2;0;5;2;0;11;13
170074;Rome Masters;2019;11;13/05/2019;M;C;R32;3;6051;19;1920;4259;56;2000;;69;31;31;46;53;20;21;5;17;1;5;0;2;1;0;5;1;0;9;9
170073;Rome Masters;2019;11;13/05/2019;M;C;R32;3;33215;22;1994;4920;1;2391;;66;32;32;61;40;18;28;12;4;2;1;3;0;9;0;13;0;0;8;8
170072;Rome Masters;2019;11;13/05/2019;M;C;R16;3;5918;18;1965;4742;2;2356;;62;32;25;44;37;12;20;5;9;1;1;3;1;6;1;11;1;0;6;7
170071;Rome Masters;2019;11;13/05/2019;M;C;R16;3;11547;13;2057;4269;38;2006;;129;53;54;85;81;35;40;22;19;4;6;3;2;1;2;3;3;0;15;15
170070;Rome Masters;2019;11;13/05/2019;M;C;R16;3;6418;15;2081;3819;3;2358;;151;56;62;93;109;44;39;21;28;5;9;3;2;2;5;4;8;0;15;15
170069;Rome Masters;2019;11;13/05/2019;M;C;R16;3;4921;12;2069;26578;7;2135;;72;26;32;48;51;15;26;11;8;1;3;1;1;3;1;7;3;0;9;10
170068;Rome Masters;2019;11;13/05/2019;M;C;R16;3;5515;51;2000;5442;6;2142;;128;53;54;85;93;31;36;15;16;7;4;2;6;1;4;7;9;0;16;14
170067;Rome Masters;2019;11;13/05/2019;M;C;R16;3;26414;33;1971;6029;24;1982;;96;29;44;54;64;16;31;14;12;5;0;4;4;3;4;6;5;0;9;10
170066;Rome Masters;2019;11;13/05/2019;M;C;R16;3;34554;76;1874;5216;9;2236;;95;39;39;61;63;24;31;13;12;2;8;2;2;4;1;7;2;0;10;10
170065;Rome Masters;2019;11;13/05/2019;M;C;R16;3;4259;56;2008;4920;1;2393;;62;23;33;38;54;11;25;7;13;2;2;0;3;0;3;4;3;0;7;8
170064;Rome Masters;2019;11;13/05/2019;M;C;QF;3;4269;38;2018;4742;2;2357;;98;34;41;52;59;18;31;4;7;0;2;5;1;3;8;8;9;0;8;8
169567;Sao Paulo;2019;330;25/02/2019;B;C;R32;3;11174;117;1672;50372;449;1523;;120;46;45;77;85;33;30;13;24;4;2;8;2;4;8;9;10;0;14;13
169566;Sao Paulo;2019;330;25/02/2019;B;C;R32;3;6107;70;1821;5466;121;1780;;166;77;47;111;103;48;32;21;29;5;8;2;3;7;4;11;8;0;16;15
169606;Indian Wells Masters;2019;290;04/03/2019;M;H;R64;3;6051;16;1901;5070;91;1854;;74;28;39;46;59;19;30;9;11;3;1;3;2;0;6;3;6;0;9;9
169605;Indian Wells Masters;2019;290;04/03/2019;M;H;R64;3;4914;56;1874;4789;19;2093;;119;49;58;91;83;37;41;17;13;2;5;8;4;4;3;8;6;0;14;14
169604;Indian Wells Masters;2019;290;04/03/2019;M;H;R64;3;6387;33;2120;4259;39;1972;;74;47;38;64;60;33;31;8;13;10;3;2;1;2;5;4;5;0;10;10
169661;Indian Wells Masters;2019;290;04/03/2019;M;H;R128;3;4794;101;1823;4894;68;1845;;75;40;34;56;63;27;28;5;16;6;8;2;1;2;3;5;4;0;9;10
169743;Miami Masters;2019;282;18/03/2019;M;H;R128;3;11769;79;1846;4868;40;1907;;150;70;50;117;100;56;42;20;30;16;9;4;7;7;2;9;2;0;16;16
169819;Marrakech;2019;299;08/04/2019;B;C;R32;3;4921;18;1983;6196;101;1843;;106;48;42;82;71;34;35;14;15;6;10;2;2;5;3;7;4;0;11;11
169818;Marrakech;2019;299;08/04/2019;B;C;R32;3;4122;177;1742;6214;66;1774;;79;32;38;60;60;19;25;13;12;3;2;2;2;3;4;7;5;0;9;9
169861;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5166;58;1878;11787;56;1859;;79;33;31;64;53;21;27;17;11;1;3;1;1;4;0;7;0;0;10;9
169860;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5918;17;1971;5902;37;1959;;123;64;53;113;94;43;39;23;24;2;6;9;6;17;4;20;5;0;14;14
169859;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5805;84;1740;5663;21;2065;;85;34;29;63;58;19;22;13;16;0;5;6;2;7;5;11;6;0;8;9
169858;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;4291;71;1783;5571;48;1903;;88;36;42;60;64;24;31;14;14;2;4;0;2;3;5;5;5;0;10;10
169857;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5630;74;1830;5364;50;1941;;113;40;41;72;76;27;35;15;15;1;2;3;3;3;1;6;3;0;12;12
169856;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;4868;41;1909;5055;42;1915;;82;26;37;58;53;18;27;18;11;6;0;2;0;5;3;8;3;0;10;9
169855;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5370;70;1876;5420;45;1932;;83;35;30;62;47;22;22;9;11;4;1;0;0;2;0;6;1;0;9;9
169854;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5303;51;1875;6407;14;2111;;54;26;18;46;40;15;15;4;14;1;5;2;4;3;0;8;0;0;7;7
169853;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;6364;23;2024;6029;24;1973;;121;48;53;92;78;26;31;20;17;0;1;4;3;9;2;16;6;0;13;13
169852;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;4541;102;2074;26007;65;1882;RET;57;23;18;47;38;15;13;8;13;1;8;3;0;5;1;8;2;0;6;6
169851;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;6107;72;1801;4259;40;1989;;67;32;27;49;42;19;23;7;10;1;5;2;0;4;1;8;1;0;8;8
169850;Monte Carlo Masters;2019;9;15/04/2019;M;C;R32;3;5131;22;2113;4742;2;2389;;76;23;28;40;47;9;18;8;14;0;0;0;3;3;5;8;5;0;7;7
169849;Monte Carlo Masters;2019;9;15/04/2019;M;C;R32;3;5515;44;1960;5763;28;2075;;117;35;41;76;85;26;29;20;24;6;1;4;2;8;7;10;8;0;11;11
169874;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5349;39;1913;5131;22;2108;;111;48;52;77;74;31;37;9;11;4;1;3;2;5;6;10;8;0;11;12
169873;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;26414;55;1860;5763;28;2070;;113;38;40;83;80;24;29;22;20;3;2;4;6;14;6;18;8;0;11;11
169872;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;33215;20;2021;5515;44;1948;;118;58;46;100;90;36;33;18;21;1;4;10;4;10;6;16;9;0;14;14
169871;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;5986;54;1866;6051;16;1888;RET;19;3;6;11;14;1;5;2;4;0;0;0;1;0;0;2;0;0;2;2
169870;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;6284;31;1967;4526;36;2090;;75;22;28;55;59;14;24;19;19;1;7;3;3;2;5;5;6;0;10;11
169869;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;11485;32;1850;5539;35;1913;;145;62;64;100;94;46;46;16;18;3;2;1;4;5;3;9;4;0;15;15
169868;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;6214;79;1776;44825;33;1921;;118;45;43;92;73;31;38;22;14;1;5;4;5;6;2;9;4;0;12;12
169867;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;45438;120;1771;4467;26;1952;;83;30;37;57;56;20;26;7;8;2;2;4;4;3;3;9;5;0;10;9
169866;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;25898;90;1904;4921;18;1971;;150;42;55;90;121;30;37;24;32;6;4;6;8;3;13;8;17;0;16;16
169865;Monte Carlo Masters;2019;9;15/04/2019;M;C;R64;3;27835;52;1887;6418;13;2090;;172;57;51;106;109;35;36;31;32;6;3;5;3;8;4;12;7;0;17;17
170002;Munich;2019;153;29/04/2019;B;C;R32;3;4311;68;1899;4259;41;1992;;80;32;42;58;59;20;33;14;10;3;4;1;1;1;1;4;1;0;10;10
169975;Estoril;2019;348;29/04/2019;B;C;R32;3;6085;152;1666;4654;67;1911;;69;40;35;51;53;20;28;4;7;0;4;0;2;5;0;10;1;0;8;8
169974;Estoril;2019;348;29/04/2019;B;C;R32;3;11429;57;1878;6401;71;1910;;68;31;26;52;44;17;22;10;13;1;1;0;0;0;0;4;1;0;9;9
170057;Madrid Masters;2019;331;06/05/2019;M;C;R64;3;33215;20;1997;44825;30;1925;;109;39;59;72;85;23;37;18;17;1;3;4;2;6;2;9;3;0;10;10
170112;Rome Masters;2019;11;13/05/2019;M;C;R64;3;4752;39;2026;4868;42;1920;;128;50;66;84;91;32;46;19;13;2;5;4;1;7;8;11;9;0;13;13
170111;Rome Masters;2019;11;13/05/2019;M;C;R64;3;5055;47;1891;11485;32;1895;;77;50;35;66;52;32;31;7;9;1;5;1;1;5;0;7;0;0;9;10
170110;Rome Masters;2019;11;13/05/2019;M;C;R64;3;5902;37;1961;5918;18;1944;;99;40;35;72;68;23;22;10;20;3;0;1;3;5;3;10;5;0;10;9
170109;Rome Masters;2019;11;13/05/2019;M;C;R64;3;32068;67;1854;11547;13;2040;;145;51;54;92;100;39;39;21;27;12;3;3;8;7;4;10;5;0;14;16
170108;Rome Masters;2019;11;13/05/2019;M;C;R64;3;4311;65;1886;5131;20;2089;;104;51;47;80;68;34;34;9;12;1;3;4;2;4;1;9;3;0;11;12
170107;Rome Masters;2019;11;13/05/2019;M;C;R64;3;6364;27;1991;4269;38;1980;;143;67;51;111;82;45;37;16;15;4;5;4;3;11;1;16;4;0;14;14
170106;Rome Masters;2019;11;13/05/2019;M;C;R64;3;26011;34;1960;5303;72;1852;;180;73;77;119;133;52;52;24;33;8;7;3;2;5;10;9;12;0;17;16
170105;Rome Masters;2019;11;13/05/2019;M;C;R64;3;5349;57;1899;11787;45;1865;;128;50;66;89;95;32;42;17;14;5;2;2;5;4;6;9;10;0;14;14
170139;Geneva;2019;247;20/05/2019;B;C;R32;3;3852;108;1920;5986;57;1854;;147;55;89;109;117;44;61;25;17;6;4;4;3;7;6;10;7;0;17;17
170138;Geneva;2019;247;20/05/2019;B;C;R32;3;4994;103;1778;6214;78;1771;;70;44;37;67;55;32;28;9;13;6;1;4;2;3;1;5;1;0;10;10
170137;Geneva;2019;247;20/05/2019;B;C;R32;3;32068;73;1848;5420;45;1927;;114;61;49;84;78;44;34;12;20;4;0;5;1;5;3;7;5;0;12;12
170136;Geneva;2019;247;20/05/2019;B;C;R32;3;26327;238;1712;6107;107;1790;;116;49;62;83;84;29;43;15;6;1;3;6;3;3;3;10;8;0;15;14
170135;Geneva;2019;247;20/05/2019;B;C;R32;3;11415;69;1859;6031;79;1789;;152;74;54;104;106;50;39;10;27;6;8;1;4;8;8;13;11;0;15;15
170161;Lyon;2019;355;20/05/2019;B;C;R32;3;27835;43;1891;4654;50;1930;;82;33;33;62;58;22;27;17;17;4;3;0;0;2;1;4;1;0;10;10
170134;Geneva;2019;247;20/05/2019;B;C;R32;3;5044;64;1845;11769;75;1866;;87;36;36;61;62;26;28;9;16;3;7;1;3;3;1;6;2;0;10;10
170133;Geneva;2019;247;20/05/2019;B;C;R32;3;5166;49;1872;5070;91;1874;;130;49;54;81;90;28;38;16;19;6;1;3;3;3;3;9;6;0;14;15
170160;Lyon;2019;355;20/05/2019;B;C;R32;3;4868;40;1932;5718;42;1960;;68;35;32;57;51;24;27;10;14;7;6;2;1;4;2;7;2;0;10;10
170132;Geneva;2019;247;20/05/2019;B;C;R32;3;4914;68;1891;5303;70;1867;;137;51;64;96;95;37;51;29;17;6;7;3;2;5;2;8;2;0;15;15
170159;Lyon;2019;355;20/05/2019;B;C;R32;3;44525;89;1715;5438;59;1844;;91;41;37;66;63;27;28;8;15;4;2;2;3;5;1;9;3;0;10;10
170158;Lyon;2019;355;20/05/2019;B;C;R32;3;4664;93;1845;5349;55;1886;;66;35;31;53;44;18;24;7;7;1;2;0;0;4;4;9;5;0;8;8
170189;Roland Garros;2019;19;27/05/2019;G;C;R128;5;5868;119;1682;5166;48;1862;;224;77;105;147;170;55;72;33;33;13;5;3;2;4;8;12;12;0;23;23
170190;Roland Garros;2019;19;27/05/2019;G;C;R128;5;6107;103;1808;4789;17;2084;;101;58;42;78;75;28;35;8;17;3;3;2;4;6;4;13;5;0;11;12
170191;Roland Garros;2019;19;27/05/2019;G;C;R128;5;5636;506;1745;11547;11;2045;;97;41;55;65;86;24;39;8;18;3;4;3;5;4;5;10;5;0;12;12
170192;Roland Garros;2019;19;27/05/2019;G;C;R128;5;5044;64;1835;6282;127;1643;;150;85;79;133;123;56;60;18;20;6;12;11;7;10;6;18;10;0;20;20
170193;Roland Garros;2019;19;27/05/2019;G;C;R128;5;5055;51;1879;5364;55;1923;;226;97;96;144;151;59;71;30;24;2;5;1;8;7;7;13;11;0;24;24
170194;Roland Garros;2019;19;27/05/2019;G;C;R128;5;4619;187;1866;6284;26;1940;;116;56;51;89;85;39;47;18;21;2;4;1;3;3;2;6;2;0;15;16
170195;Roland Garros;2019;19;27/05/2019;G;C;R128;5;45046;133;1801;11415;69;1846;;128;72;68;103;94;44;51;13;15;0;4;4;0;5;4;10;6;0;14;15
170196;Roland Garros;2019;19;27/05/2019;G;C;R128;5;3852;108;1909;3333;94;1846;;186;78;113;136;163;64;88;37;26;14;35;1;7;2;5;5;6;0;24;24
170232;Roland Garros;2019;19;27/05/2019;G;C;R64;5;4467;33;1924;6085;147;1724;;138;43;76;77;98;29;51;12;13;6;0;2;1;7;8;13;9;0;12;13
170233;Roland Garros;2019;19;27/05/2019;G;C;R64;5;5420;40;1945;5515;45;2006;;194;109;79;155;145;69;65;24;33;6;15;3;3;8;4;13;7;0;22;22
170234;Roland Garros;2019;19;27/05/2019;G;C;R64;5;44525;90;1749;6418;15;2083;;125;59;49;90;82;39;38;14;23;7;5;3;1;4;2;9;3;0;14;15
170235;Roland Garros;2019;19;27/05/2019;G;C;R64;5;5630;75;1865;4921;12;2067;;144;68;89;104;123;46;55;15;22;4;1;3;2;4;8;11;12;0;18;19
170236;Roland Garros;2019;19;27/05/2019;G;C;R64;5;26007;42;1952;5131;21;2077;;88;36;42;71;67;26;37;11;13;11;4;4;2;4;1;10;2;0;12;13
170237;Roland Garros;2019;19;27/05/2019;G;C;R64;5;45434;273;1729;5571;35;1940;;98;55;58;85;77;36;45;15;14;6;3;3;0;5;5;10;6;0;14;14
170239;Roland Garros;2019;19;27/05/2019;G;C;R64;5;22171;91;1805;6219;4;2167;;150;76;84;129;131;60;70;20;23;16;6;7;3;6;6;11;8;0;21;21
170240;Roland Garros;2019;19;27/05/2019;G;C;R64;5;6364;30;1992;4654;47;1934;RET;106;48;43;80;69;30;34;16;17;2;6;1;1;2;0;5;1;0;12;12
170241;Roland Garros;2019;19;27/05/2019;G;C;R64;5;4269;27;2024;25960;146;1801;;226;101;99;149;145;72;69;21;20;9;5;7;4;12;10;17;14;0;21;22
170242;Roland Garros;2019;19;27/05/2019;G;C;R64;5;5166;48;1870;4789;17;2088;;103;45;54;81;83;31;43;15;13;2;2;0;4;3;4;8;6;0;14;15
170243;Roland Garros;2019;19;27/05/2019;G;C;R64;5;6282;127;1717;11547;11;2049;;165;82;82;132;123;53;58;27;21;6;8;3;5;6;11;11;16;0;19;20
170244;Roland Garros;2019;19;27/05/2019;G;C;R64;5;6284;26;1951;5364;55;1935;;247;108;109;179;171;72;68;36;35;16;11;4;8;14;8;21;16;0;27;27
170245;Roland Garros;2019;19;27/05/2019;G;C;R64;5;3333;94;1866;11415;69;1860;;151;80;87;123;107;61;71;20;16;23;5;5;2;5;0;8;0;0;20;20
170246;Roland Garros;2019;19;27/05/2019;G;C;R64;5;6401;72;1904;5216;9;2235;;226;108;89;166;155;70;71;25;27;6;17;1;4;12;3;21;8;0;25;25
170247;Roland Garros;2019;19;27/05/2019;G;C;R64;5;6184;86;1783;26578;6;2148;;169;88;76;120;120;52;54;12;25;0;5;7;2;8;6;16;9;0;18;19
