p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
91,-1.0,77,11549,4296,Barcelona,23/04/2018,0,-0.0820700169119225,0.0818054559732323,0.026490187350266925,0.0042305383009974,0.016789219543872802,-0.011988011988011915,0.22391741849907948,0.04116782729008728,-0.0007525753370311028,0.0413163185690959,0.030639694879420754,0.0455468568700933,183
29,0.0,5,26578,44669,Barcelona,23/04/2018,1,-0.024235980015314573,0.07298694781854576,0.035199369227303434,-0.018324820958732557,0.004401660284175546,0.08275862068965517,0.28653381642512077,-0.31763285024154586,0.01661569826707443,0.05187223751146697,0.02343016507569895,0.03354741655273441,43
510,1.0,477,3333,3990,Barcelona,23/04/2018,1,0.017713955842787454,0.12634443337228318,0.011071056134060897,-0.048065795251148735,-0.0025319366782365904,0.008620051794302586,1.1206829605510085,0.07043152802931882,0.10464086051942534,0.09031442242154286,0.027234371946326885,0.04224862717039413,14
40,0.0,3,6202,6058,Barcelona,23/04/2018,1,-0.06968170917811212,-0.0034191196214503616,0.13364149611856035,-0.05922861129434487,-0.024715592190635127,0.475,0.2692388341371357,0.015726567414552306,0.0553030303030303,0.03563331153259208,-0.00982203924020203,-0.023595299761752883,-8
276,-0.5,293,4994,4914,Barcelona,23/04/2018,0,0.03652594397640263,-0.04657515431764192,-0.03872438627627445,0.005525634708736682,-0.008399450980198231,0.014937923529702746,-0.08863685839901791,-0.08493430795860976,-0.018944009906393888,-0.03619880324564584,-0.021055074811926477,-0.03067316853690905,-62
252,-1.0,419,5055,4716,Barcelona,23/04/2018,0,-0.016076944472213972,-0.019779889882498347,0.01670467619302063,-0.0019192047905565168,-0.004520171716756671,-0.05525249081335004,-0.05687353695013919,-0.054874938164980236,0.00790237052524867,-0.008104010411651541,-0.006733087621587863,-0.010023215202208058,82
219,-0.3333333333333333,207,5364,5630,Barcelona,23/04/2018,1,-0.02387062476411539,-0.012397626209024515,-0.026001715098260048,0.0016546039704415927,-0.007074731290657499,-0.12414797167626235,0.07381211159317153,0.03661662105786612,0.004724056086323425,-0.0225676020462382,-0.014437363537383008,-0.020912998075796718,-35
1,0.0,175,23913,5571,Barcelona,23/04/2018,0,-0.08064938682961309,-0.03940627840661459,-0.1994962185749482,0.01866929387562888,-0.0317000174426435,0.5257142857142857,-0.3156908665105386,0.42548790007806403,-0.10513501549358129,-0.12127619142502377,-0.07250262949502301,-0.1026068975493949,-138
517,0.0,93,4198,5209,Barcelona,23/04/2018,1,-0.026552417492917924,0.015744622910122352,-0.0023247499831864915,0.008901821004534516,0.007491254186033802,-0.0033277178095297844,-0.006901474306190647,0.10945189022632512,-0.0006084962784288495,0.0031012018774998484,0.007537053728942311,0.012003022882034378,-35
41,0.0,107,6134,4887,Barcelona,23/04/2018,1,0.04873649438028771,-0.044736072917595404,0.03357652794125976,0.023326457232711983,0.015856979105693947,-0.1030316845224527,-0.2846922061606475,-0.11172176899957065,-0.047426333620327665,-0.0016045510085008763,0.0131052495518445,0.0217219062242111,109
311,0.0,69,5663,4893,Australian Open,15/01/2018,1,-0.005802198435022721,-0.005230237264071236,0.033598876633079366,0.021533861407286636,0.01810973613929956,-0.004007642481010321,-0.10582847430419484,0.05611651988230168,-0.02599838775110519,0.009687428680691279,0.020117406445944175,0.031221290087977915,431
54,0.0,423,6107,3898,Australian Open,15/01/2018,0,0.005343183310356547,-0.05447418419899486,-0.011469548558423914,-0.005942540910695238,-0.017199194958009256,0.028762805358550025,-0.25288265982845526,-0.03467481651781765,-0.007240960478370528,-0.038288627030725,-0.029714621526544138,-0.04423116794142022,-169
112,0.0,344,5528,4252,Australian Open,15/01/2018,1,-0.04194734234256081,0.014983370614794822,-0.0034537150663440652,-0.015847086295291746,-0.0107535112510031,-0.06789867109634551,0.05974421624953219,0.04583327830240588,0.04178639381819593,-0.0005972359472001809,-0.0102468725210198,-0.01644432224249194,-179
199,-1.0,513,4546,4921,Australian Open,15/01/2018,0,0.03493940438318055,0.03284977292261004,0.033311122852961006,-0.0358178693923632,-0.010492193024138396,0.030474007464221797,0.21322095777214395,-0.1322824290808725,0.05346381166271841,0.03983157733912812,0.005075849121830067,0.004013707946764922,-163
513,0.0,112,4921,5528,Australian Open,15/01/2018,1,0.00929517075370756,-0.033551521198175616,-0.024016249038890103,0.02773186306719999,0.008816882279928162,0.006631161236424321,-0.16442112056520775,0.14148808613984146,-0.06253522118906729,-0.027716253095640853,-0.002090387574623931,1.5609971559138458e-05,287
185,0.0,27,5034,6030,Australian Open,15/01/2018,0,-0.02377849292654899,0.0583758314695072,-0.03652960890725798,-0.013663289137781254,-0.0030560695389808545,-0.011211211211211214,0.293929823996047,-0.024023975637658512,0.022805334435573532,0.016710803981865974,0.002877015438087438,0.003047514844084713,30
52,0.0,3,6315,5486,Davis Cup G1,02/02/2018,0,-0.028446722934412083,0.04257272628721498,0.06192061459667092,0.024129143580971513,0.02963531324334434,0.10897435897435898,0.1783242469937749,-0.03294281405869395,-0.024478764478764403,0.043413063227449644,0.042970634039944444,0.06754220680842116,126
4,0.0,2,3499,11777,Davis Cup G1,02/02/2018,1,-0.05506598076492952,0.11173312883435582,0.0318918918918919,-0.02817210435087869,0.005939903357272458,-0.5,0.11282051282051292,0.13846153846153847,0.08413461538461542,0.0678505927085663,0.03126988455837615,0.039678488357687614,138
10,0.0,2,44525,22389,Davis Cup G1,02/02/2018,1,-0.09181858287438271,0.06365972023979449,0.0,0.039629488158899884,0.03462386890559588,-0.5,0.179016393442623,-0.05049180327868852,-0.045263788968824825,0.021389232805362313,0.0385930027640915,0.061018720964262196,167
279,0.0,4,4533,5693,Davis Cup G1,02/02/2018,1,-0.035928251996420024,-0.08075312596480388,-0.01613950612593129,0.038362021865780194,0.0049191400373918,0.2553763440860215,-0.5517116911736769,0.04408412173714807,0.023592266391599837,-0.06315813984712337,-0.018135318355151864,-0.02479611798134318,145
10,0.0,279,44525,4533,Davis Cup G1,02/02/2018,0,-0.05628626795442426,0.04359510228166796,-0.0062485535755612,0.013687324915509946,0.011687910803435786,-0.005376344086021501,0.2687926007453322,-0.008124312112610749,-0.08274494424931361,0.011999517565455697,0.016710346234874163,0.02568684248096563,-92
330,-1.0,263,5324,4994,Montpellier,05/02/2018,1,-0.13539755302431988,0.0500090592088972,-0.023130064328815536,0.009635718683937755,0.0018543171485769783,-0.0049314437147136014,0.24496522227386408,0.16699510697753678,-0.008690138176141948,-0.01252830440940822,-0.002694980271511216,-0.0028925857254704646,10
54,-1.0,544,6315,4789,Quito,05/02/2018,1,0.018907915835276845,-0.04159798226258049,-0.002242499288699684,-0.025177744915046096,-0.02541025671073538,-0.09613289760348592,-0.3379161420630583,-0.061904028233504216,-0.011124711511983132,-0.023405534337087475,-0.031952604232028003,-0.04858327925213357,-332
31,0.0,17,6134,11769,Quito,05/02/2018,1,-0.01675823349110339,-0.05045615569270523,-0.02877516091958121,0.031051430127689517,0.0053463834337674765,-0.31878557874762814,-0.3421822593306216,0.0692452246723281,-0.08303523035230354,-0.04505367191563814,-0.011216493031663888,-0.014002241787948635,26
20,0.0,1,5403,44669,Quito,05/02/2018,1,0.0364491728675973,0.07158702283020602,0.04545247529261742,0.004613758053794936,0.017618672588882167,-0.5,-0.08823529411764705,-0.08403361344537821,0.08495821727019492,0.06713609249123664,0.04984686773928876,0.0717498505450316,59
338,1.0,54,5070,6315,Quito,05/02/2018,1,-0.03079990964479906,-0.015324473571970643,0.014400145752977656,0.020940469063754574,0.011259504951414478,0.04448827525750615,-0.05018023562510998,0.005407068753297023,0.00842930246115381,-0.009798519924152482,0.00634975521913389,0.011141949139602099,143
20,0.0,31,5403,6134,Quito,05/02/2018,0,0.04739460703365539,-0.030326435619754788,-0.015410347989212259,0.014207546742108224,0.003869115773279974,0.11290322580645162,-0.10625637538252294,-0.07315296060620788,0.01910455873360961,-0.01706902613383343,-0.0035582658507024023,-0.002861479391725208,74
31,-1.0,338,6134,5070,Quito,05/02/2018,1,-0.014244423295228792,-0.010451135481453377,-0.01978580932049323,0.004592543367999191,-0.0030708986415444173,-0.08331742698988365,0.019343757337239087,0.06708612381346366,-0.038702891504098225,-0.016441660243553313,-0.008565486332883565,-0.011849116875554122,-148
6,0.0,158,27835,5370,Davis Cup G2,03/02/2018,0,0.04102900313841695,-0.06064012718188305,-0.08906732832924158,0.0004403237343200139,-0.022236761317876552,-0.01898734177215189,-0.1431218661434488,0.41522106989732893,0.04286964129483817,-0.061357708529583,-0.04143970226077842,-0.06091738479526297,-318
27,0.0,4,5629,11766,Davis Cup G2,03/02/2018,0,0.05925820587367814,0.015451435708912387,-0.021893491124260422,0.0005516532267381136,0.00486853027416656,-0.2314814814814815,0.10002375861249696,0.12592064623425994,0.056428468933849896,0.01220136518771342,0.008604705276826441,0.012753018414451534,56
2,0.0,1,34670,26946,Davis Cup G2,03/02/2018,1,-0.0039661728071325175,-0.08536489151873772,-0.09418785677218472,-0.01850746268656711,-0.04911487579708762,-0.5,0.1663865546218488,-0.1563025210084033,0.140625,-0.08938639045496266,-0.07435082356670825,-0.10789385314152977,-102
2,0.0,148,5341,4291,Davis Cup G2,03/02/2018,0,0.0701940580032453,-0.0025928819157300387,-0.022192968488945086,0.06629045628034502,0.045222882273593834,-0.5067567567567568,0.34967741935483876,-0.10057634408602154,-0.12234119600218385,0.005442437421236068,0.04446369083160001,0.07173289370158109,-146
2,0.0,10,5614,17199,Davis Cup G2,03/02/2018,1,0.04155087404751234,-0.008156966490299844,0.06916152114951823,0.03812905217659768,0.03745514354066992,-0.5,0.24620303756994405,-0.06554756195043965,0.01855072463768115,0.02819363514119222,0.041290460876512114,0.06632268731778991,99
5,0.0,2,6161,8725,Davis Cup G2,03/02/2018,1,-0.02565016938791098,-0.0661935784085621,-0.05979473449352968,0.0437587767202372,0.005244088482074805,0.6,-0.05795574288724975,-0.0005268703898841098,0.06327433628318585,-0.06900328587075566,-0.022054452793229262,-0.025244509150518485,72
283,-1.0,505,4122,4198,Buenos Aires,12/02/2018,0,0.0671638924411756,-0.03302249116146139,-0.003689429993511073,0.0035592171208601586,-0.0004782549852576645,0.026365322044572037,-0.025869607277896056,-0.12324306613555733,-0.00743247182532536,-0.00872766704999961,-0.003888091924089676,-0.005168449929139354,-22
197,1.0,346,5630,4252,Buenos Aires,12/02/2018,1,-0.018645058811692095,0.011959385459029304,0.014834333351032791,-0.0008455837954273182,0.0027546560670859144,0.07078724215838728,-0.04710365253546622,0.11757527747693869,0.010515649342173194,0.009633855147522019,0.006061089521169738,0.008788271352094701,31
62,0.0,36,5658,6134,Buenos Aires,12/02/2018,1,-0.08282778506993749,0.013867041895647803,-0.003012105614336069,-0.007272835367666208,-0.007659099159983418,0.07885304659498199,0.057565874618212,-0.05747528084071027,-0.0006531740472178749,-0.008745066592600326,-0.010450155673178863,-0.016017901960266534,-37
159,-1.0,186,5370,6196,Buenos Aires,12/02/2018,1,-0.06834148797251194,0.02623739592002461,-0.023108381584221793,0.004151602035940449,4.782822367166428e-05,0.05873402312842363,0.11346763935246085,-0.06648104458626428,-0.025520050638627834,-0.008847968951416929,-0.0033537656097042956,-0.00469636691547648,-1
1,0.0,380,6384,5057,Buenos Aires,12/02/2018,0,-0.009161244375384459,-0.01860538054084193,0.015351102878117362,-0.006025032644351724,-0.0038907569379602602,-0.5236842105263158,-0.14826367228113957,-0.05597837388230398,-0.10159288757177254,-0.005826939885403504,-0.007727208738270652,-0.011851972529755221,-161
104,-1.0,150,4887,6029,Buenos Aires,12/02/2018,0,-0.04505945729926286,0.07459623210112687,-0.035688131050816474,-0.03853548396015194,-0.021081775924771895,0.051794871794871744,0.36668251124653156,0.18695613954408308,0.07612675291865267,0.01943155976469435,-0.00981186467290135,-0.01910392419545759,-303
546,0.5,312,4789,4654,Buenos Aires,12/02/2018,1,0.025113198540761883,0.020778940580928884,-0.012519330501106984,0.008730705505783809,0.010552185488120425,0.054029304029304115,0.19323004962072932,0.05119294612940439,0.0022453021370670845,0.01335836322088746,0.014797558718687709,0.022089068726671157,174
