match_id;tournament_name;season;tournament_id;date;level;surface;round;best_of;player_id;player_rank;player_elo_rating;opponent_id;opponent_rank;opponent_elo_rating;outcome;minutes;p_1st_in;o_1st_in;p_sv_pt;o_sv_pt;p_1st_won;o_1st_won;p_2nd_won;o_2nd_won;p_ace;o_ace;p_df;o_df;p_bp_sv;o_bp_sv;p_bp_fc;o_bp_fc;p_matches;p_sv_gms;o_sv_gms
166625;Delray Beach;2018;314;19/02/2018;B;H;R32;3;6107;105;1745;5670;32;2136;;84;22;20;52;51;15;17;14;20;3;9;5;3;4;0;8;1;0;9;10
166626;Delray Beach;2018;314;19/02/2018;B;H;R32;3;5918;77;1814;5438;51;1904;;70;41;33;59;62;23;26;9;16;2;10;1;5;2;5;5;6;0;9;10
166627;Delray Beach;2018;314;19/02/2018;B;H;R32;3;6354;140;1771;5375;75;1889;;68;38;21;69;40;20;17;11;12;2;1;4;4;6;1;11;1;0;8;7
166628;Delray Beach;2018;314;19/02/2018;B;H;R32;3;5971;188;1825;5528;76;1751;;78;42;32;58;58;21;24;6;12;1;6;1;4;3;6;8;8;0;9;9
166629;Delray Beach;2018;314;19/02/2018;B;H;R32;3;5420;87;1779;4544;18;2024;;124;68;57;92;93;45;44;14;21;1;21;4;2;5;3;8;5;0;15;16
166630;Delray Beach;2018;314;19/02/2018;B;H;R32;3;5034;98;1801;5367;64;1915;;101;45;45;85;91;31;36;19;24;11;10;6;8;9;5;13;7;0;14;14
166631;Delray Beach;2018;314;19/02/2018;B;H;R32;3;5978;58;1948;24021;228;1685;;95;51;46;78;77;39;36;15;19;5;15;5;4;3;0;4;1;0;12;12
166632;Delray Beach;2018;314;19/02/2018;B;H;R32;3;5430;225;1599;6044;8;2045;;79;39;44;55;71;25;36;11;13;6;2;1;6;0;4;2;4;0;10;10
166633;Delray Beach;2018;314;19/02/2018;B;H;R16;3;5216;10;2226;26011;91;1802;;146;76;90;111;124;51;63;22;17;13;17;3;4;6;14;8;16;0;17;17
166634;Delray Beach;2018;314;19/02/2018;B;H;R16;3;5009;303;1685;11176;30;2032;;113;59;37;89;70;36;26;9;18;5;1;8;4;11;4;16;8;0;11;11
166635;Delray Beach;2018;314;19/02/2018;B;H;R16;3;4022;93;1797;26007;85;1869;;109;46;52;82;79;32;40;14;10;6;13;6;4;4;6;9;8;0;13;13
166690;Rio De Janeiro;2018;345;19/02/2018;A;C;R32;3;4122;139;1782;5220;3;2180;;79;42;27;55;54;27;24;3;15;1;4;3;1;2;3;5;3;0;8;9
166451;Montpellier;2018;289;05/02/2018;B;H;R32;3;5601;137;1650;26339;190;1736;;113;45;64;82;104;35;48;17;21;6;8;9;3;3;10;4;11;0;12;12
166452;Montpellier;2018;289;05/02/2018;B;H;R32;3;4994;53;1896;5324;44;1906;;76;43;32;73;59;30;27;16;18;2;9;0;3;7;5;9;5;0;10;10
166499;Quito;2018;347;05/02/2018;B;C;QF;3;4789;43;2111;6315;118;1779;;110;51;43;84;80;40;32;17;25;11;6;11;1;2;3;4;5;0;14;14
166500;Quito;2018;347;05/02/2018;B;C;QF;3;11769;95;1747;6134;107;1773;;114;69;52;105;81;52;43;16;16;14;4;6;9;4;1;6;2;0;15;14
166501;Quito;2018;347;05/02/2018;B;C;QF;3;44669;152;1794;5403;156;1853;;120;49;43;79;75;27;26;12;16;0;0;8;2;10;8;15;11;0;9;10
166502;Quito;2018;347;05/02/2018;B;C;SF;3;6315;118;1806;5070;21;1949;;162;75;56;118;89;55;45;20;23;10;7;3;3;5;2;7;2;0;16;16
166503;Quito;2018;347;05/02/2018;B;C;SF;3;5403;156;1862;6134;107;1788;;146;53;61;89;93;32;43;15;16;3;6;2;6;3;8;8;11;0;13;14
166504;Quito;2018;347;05/02/2018;B;C;F;3;5070;21;1955;6134;107;1807;;147;55;53;97;81;38;43;19;17;4;5;5;3;8;3;11;5;0;14;15
166432;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;44551;1764;1477;26417;797;1550;;61;34;35;56;52;17;29;10;8;2;7;3;1;6;4;10;5;0;8;9
166433;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;27835;224;1559;5370;52;1877;;94;36;42;61;72;28;30;9;18;2;2;4;2;1;5;4;6;0;11;11
166434;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;5629;195;1704;11766;213;1648;;67;31;29;57;47;20;25;15;13;3;6;0;1;5;1;8;1;0;9;9
166435;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;11766;213;1687;5370;52;1880;;;;;;;;;;;;;;;;;;;0;;
166436;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;5575;831;1561;27835;224;1542;;;;;;;;;;;;;;;;;;;0;;
166437;Davis Cup G2;2018;24;03/02/2018;D;C;RR;3;26946;1408;1683;34670;1455;1581;;94;46;46;59;66;21;26;6;9;0;1;0;5;3;2;10;7;0;11;11
166438;Davis Cup G2;2018;24;03/02/2018;D;C;RR;3;47244;1674;1500;6383;458;1697;;80;35;27;55;48;21;25;10;12;6;10;2;5;3;1;6;1;0;9;9
166440;Davis Cup G2;2018;24;03/02/2018;D;C;RR;3;47244;1674;1458;26946;1408;1648;;80;39;42;56;57;24;34;12;7;4;3;1;3;2;0;5;0;0;10;10
166441;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;5341;643;1642;4291;109;1788;;81;48;36;64;62;30;30;7;14;0;6;2;4;3;1;6;1;0;10;10
166442;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;44601;682;1500;45149;611;1500;;74;24;39;50;66;15;26;7;12;2;2;3;5;3;2;8;4;0;8;9
166443;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;45149;611;1586;4291;109;1797;;69;28;27;47;51;17;22;4;11;1;4;3;2;2;1;7;2;0;8;8
166444;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;21252;526;1628;5341;643;1621;;;;;;;;;;;;;;;;;;;0;;
166445;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;23629;422;1565;11733;463;1636;;114;41;51;73;82;32;38;17;17;7;6;4;0;1;3;3;5;0;13;13
166446;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;17199;260;1525;5614;502;1624;;94;28;36;62;65;18;27;17;13;2;1;1;4;0;0;4;2;0;11;11
166448;Davis Cup G2;2018;24;03/02/2018;D;H;RR;3;8725;860;1655;6161;838;1727;;129;44;50;72;93;30;35;16;20;5;2;4;1;1;7;4;10;0;12;12
166532;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;4122;119;1795;4198;69;1817;;80;40;31;59;51;24;25;8;14;3;2;1;0;2;4;5;4;0;9;9
166533;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;4252;71;1852;5630;70;1883;;95;43;45;71;76;24;27;15;18;0;3;2;4;2;4;7;8;0;11;11
166534;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;6134;76;1829;5658;114;1792;;87;37;32;59;56;20;24;12;11;1;4;2;3;0;3;4;4;0;9;9
166535;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;6196;60;1887;5370;51;1886;;62;30;23;52;38;15;19;6;8;1;8;4;0;7;1;13;2;0;8;7
166536;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;6384;276;1658;5057;137;1819;;57;27;24;43;40;13;19;4;10;0;0;4;1;1;0;6;0;0;8;7
166537;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;4887;418;1719;6029;24;2022;;81;34;36;57;59;18;23;10;11;3;3;3;2;2;2;7;4;0;10;9
166538;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;4654;32;1921;4789;43;2095;;65;31;44;46;57;17;33;8;8;0;0;1;2;0;2;3;2;0;8;9
166539;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;5476;190;1664;5571;88;1834;;84;43;50;64;72;26;34;11;14;1;4;3;2;4;5;7;6;0;9;10
166540;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;4296;105;1694;4914;50;1931;;141;71;65;101;89;47;49;12;12;1;7;3;2;7;0;12;2;0;15;15
166541;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;6315;96;1797;4269;40;1964;;92;41;31;74;57;28;23;15;20;4;5;2;0;9;1;12;1;0;10;10
166542;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;6030;87;1801;5539;59;1894;;124;56;48;81;82;35;33;12;17;0;8;3;0;7;2;11;6;0;14;14
166543;Buenos Aires;2018;319;12/02/2018;B;C;R32;3;6051;102;1625;4546;66;1847;;70;39;39;51;55;26;33;4;7;5;2;2;1;3;2;6;2;0;8;9
166544;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;5793;10;1991;4198;69;1828;;161;86;70;133;106;52;45;26;14;3;4;3;7;10;3;14;9;0;16;15
166545;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;5658;114;1807;5630;70;1892;;139;61;51;101;81;43;41;21;15;1;1;2;4;3;4;4;5;0;12;12
166546;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;5070;20;1949;5370;51;1896;;130;63;42;91;77;44;37;14;19;5;19;2;2;6;4;9;5;0;14;14
166547;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;5057;137;1826;6029;24;2024;;109;47;51;83;75;30;37;17;10;4;3;4;3;8;3;13;6;0;13;13
166548;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;5571;88;1841;4789;43;2100;;81;47;56;69;66;25;32;8;5;1;1;1;2;6;2;11;5;0;9;10
166549;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;4921;22;2054;4914;50;1935;;73;38;32;57;50;22;26;9;10;2;4;2;0;2;2;6;3;0;9;9
166550;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;4269;40;1969;5539;59;1901;;77;39;44;62;55;24;31;8;6;5;1;3;3;5;1;9;2;0;9;9
166551;Buenos Aires;2018;319;12/02/2018;B;C;R16;3;4546;66;1851;6219;6;2087;;89;50;41;70;53;32;29;8;9;2;4;0;1;7;1;10;1;0;10;9
166552;Buenos Aires;2018;319;12/02/2018;B;C;QF;3;4198;69;1845;5630;70;1900;;85;41;42;55;63;27;28;8;15;1;3;0;1;1;3;4;4;0;10;11
166553;Buenos Aires;2018;319;12/02/2018;B;C;QF;3;6029;24;2028;5370;51;1907;;97;39;42;65;66;23;30;13;11;0;5;3;1;2;8;6;10;0;10;10
167974;Umag;2018;301;16/07/2018;B;C;R32;3;11769;69;1833;5364;127;1923;;52;28;25;41;37;10;19;6;10;1;2;3;2;2;1;7;1;0;7;7
167975;Umag;2018;301;16/07/2018;B;C;R32;3;5403;157;1846;44825;144;1733;;97;43;37;63;64;25;26;8;13;1;3;1;4;2;0;6;2;0;9;10
167978;Umag;2018;301;16/07/2018;B;C;R32;3;5918;82;1800;5571;66;1912;;77;30;38;63;59;16;29;17;12;3;10;4;2;4;5;8;6;0;10;10
166691;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;4664;1821;1759;6219;6;2113;RET;36;23;10;37;16;13;6;4;4;0;1;1;0;3;1;5;2;0;3;3
166692;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;6030;86;1805;4269;40;1968;;126;52;64;84;92;32;44;10;13;3;7;6;3;3;4;9;5;0;13;13
166693;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;5793;11;1980;5370;43;1930;;147;52;61;90;106;25;36;16;22;2;9;4;1;7;10;15;15;0;14;14
166694;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;5801;60;1864;4921;21;2046;;137;59;55;92;93;42;38;20;26;9;1;0;5;2;2;4;4;0;16;16
166695;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;5658;114;1816;4654;33;1923;;96;25;35;56;54;16;26;11;10;1;1;6;3;5;1;10;3;0;9;10
166696;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;5070;19;1943;11769;94;1756;;102;39;35;74;62;23;27;16;13;1;6;2;4;7;2;11;4;0;10;11
166697;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;5630;63;1908;6029;23;2020;;76;26;28;54;49;13;21;8;7;2;1;5;1;3;3;9;6;0;8;9
166698;Rio De Janeiro;2018;345;19/02/2018;A;C;R16;3;5220;3;2181;4789;39;2102;;125;41;46;88;78;27;35;23;15;2;8;3;8;7;4;11;6;0;11;10
167973;Umag;2018;301;16/07/2018;B;C;R32;3;4296;138;1762;4894;38;1880;;127;53;63;86;96;38;44;21;21;1;10;2;1;4;7;7;9;0;15;16
167544;Roland Garros;2018;19;28/05/2018;G;C;R128;5;26011;58;1910;5016;15;1971;;110;41;52;82;95;25;42;22;23;6;11;5;3;3;6;7;6;0;13;14
166699;Rio De Janeiro;2018;345;19/02/2018;A;C;QF;3;6219;6;2115;4269;40;1973;;86;39;37;64;60;22;31;9;9;6;4;3;2;9;4;13;4;0;8;8
166700;Rio De Janeiro;2018;345;19/02/2018;A;C;QF;3;5370;43;1941;4921;21;2051;;154;58;63;108;102;42;41;19;27;3;1;3;2;8;11;13;12;0;14;14
166701;Rio De Janeiro;2018;345;19/02/2018;A;C;QF;3;4654;33;1930;11769;94;1782;;83;36;50;54;72;27;35;10;14;2;4;3;2;2;4;4;4;0;10;11
166832;Indian Wells Masters;2018;290;05/03/2018;M;H;R64;3;5067;113;1850;4914;47;1938;;60;34;29;47;44;18;24;7;12;2;8;0;2;3;0;6;0;0;8;9
166833;Indian Wells Masters;2018;290;05/03/2018;M;H;R64;3;5801;59;1853;3970;33;2008;;107;53;47;76;77;30;32;13;19;3;2;3;1;7;6;10;7;0;10;10
166922;Miami Masters;2018;282;19/03/2018;M;H;R64;3;5718;81;1897;5220;3;2159;;92;57;34;83;57;32;29;14;10;6;6;3;3;10;2;14;3;0;11;10
167003;Davis Cup G1;2018;28;06/04/2018;D;H;RR;3;6354;132;1761;44884;332;1657;;100;53;39;90;67;35;28;18;18;9;3;4;2;3;4;6;6;0;11;11
167004;Davis Cup G1;2018;28;06/04/2018;D;H;RR;3;11548;213;1600;5573;247;1736;;67;36;35;51;54;19;25;4;10;0;4;4;4;2;4;7;6;0;8;9
167005;Davis Cup G1;2018;28;06/04/2018;D;H;RR;3;5828;248;1705;6354;132;1739;;85;44;41;73;71;24;31;13;11;1;11;5;4;4;7;9;11;0;10;11
167006;Davis Cup G1;2018;28;06/04/2018;D;H;RR;3;44884;332;1698;5422;263;1661;;64;29;31;56;45;19;24;12;10;2;7;5;0;4;1;8;2;0;9;9
167008;Davis Cup G1;2018;28;06/04/2018;D;G;RR;3;21950;378;1500;3499;1770;1745;;144;68;63;112;106;55;52;19;25;19;14;5;6;2;8;4;8;0;16;16
167009;Davis Cup G1;2018;28;06/04/2018;D;G;RR;3;3499;1770;1752;4794;83;1896;;58;21;22;54;40;13;19;11;11;0;6;4;1;6;0;11;1;0;8;8
167030;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;25978;311;1713;52643;;1500;;84;44;40;74;70;29;30;14;18;0;5;3;2;2;2;6;4;0;10;10
167060;Houston;2018;244;09/04/2018;B;C;R32;3;11415;99;1756;6202;108;1790;;62;39;20;62;33;23;18;5;10;5;5;2;0;6;0;11;0;0;7;7
167132;Monte Carlo Masters;2018;9;16/04/2018;M;C;R64;3;3893;63;1791;5718;82;1893;;107;48;57;70;84;37;45;10;12;3;8;6;5;2;5;3;5;0;11;11
167133;Monte Carlo Masters;2018;9;16/04/2018;M;C;R64;3;4894;44;1882;25898;33;1947;;150;68;83;123;110;52;58;27;12;9;2;3;3;8;7;10;10;0;16;16
167272;Istanbul;2018;349;30/04/2018;B;C;R32;3;5349;69;1919;5571;92;1835;;76;37;25;69;43;20;22;13;9;1;1;2;0;11;2;16;3;0;8;8
167316;Munich;2018;153;30/04/2018;B;C;R16;3;20265;119;1760;5515;62;1882;;100;49;42;72;90;31;33;14;23;3;12;0;8;4;3;8;6;0;13;14
167318;Munich;2018;153;30/04/2018;B;C;QF;3;5131;14;2082;4259;34;2009;;77;37;34;55;52;25;27;9;12;3;4;3;1;1;0;4;1;0;10;10
167319;Munich;2018;153;30/04/2018;B;C;QF;3;5902;61;1862;9719;73;1822;;73;23;36;48;63;14;26;16;16;2;0;2;1;3;6;6;7;0;9;10
167320;Munich;2018;153;30/04/2018;B;C;QF;3;5364;122;1932;11176;22;2049;;79;39;28;71;44;23;23;16;11;4;2;4;1;5;0;9;1;0;10;9
