match_id;tournament_name;season;tournament_id;date;level;surface;round;best_of;player_id;player_rank;player_elo_rating;opponent_id;opponent_rank;opponent_elo_rating;outcome;minutes;p_1st_in;o_1st_in;p_sv_pt;o_sv_pt;p_1st_won;o_1st_won;p_2nd_won;o_2nd_won;p_ace;o_ace;p_df;o_df;p_bp_sv;o_bp_sv;p_bp_fc;o_bp_fc;p_matches;p_sv_gms;o_sv_gms
166376;Davis Cup WG;2018;21;02/02/2018;D;C;R16;5;6267;165;1728;5070;21;1939;;154;63;66;105;101;37;44;21;20;3;3;3;2;8;7;14;10;0;15;16
166377;Davis Cup WG;2018;21;02/02/2018;D;C;R16;5;5131;23;2101;11787;114;1749;;241;110;102;159;163;62;70;22;22;1;8;6;9;8;13;17;19;0;22;22
166378;Davis Cup WG;2018;21;02/02/2018;D;C;R16;5;11787;114;1782;5070;21;1944;;223;89;82;147;137;53;48;24;30;4;4;6;8;6;4;14;12;0;20;20
166379;Davis Cup WG;2018;21;02/02/2018;D;H;R16;5;5902;63;1898;5067;120;1845;;183;76;93;131;127;58;66;26;22;11;11;5;2;8;7;12;9;0;20;21
166139;Pune;2018;325;01/01/2018;B;H;R32;3;5801;96;1757;4467;89;1914;;76;24;33;46;58;14;19;6;14;1;2;2;2;4;2;9;4;0;8;9
166110;Doha;2018;309;01/01/2018;B;H;R32;3;3893;43;1813;4789;46;2088;;110;50;57;78;88;35;44;12;12;3;7;3;6;3;5;7;8;0;14;14
166081;Adelaide;2018;86;01/01/2018;B;H;R32;3;26011;79;1785;5044;76;1787;;59;25;32;46;48;18;23;6;11;4;7;4;1;1;2;5;3;0;8;9
166111;Doha;2018;309;01/01/2018;B;H;R32;3;4606;19;2136;5515;53;1907;;128;58;53;96;95;49;43;16;17;9;8;2;6;5;2;7;5;0;15;14
166112;Doha;2018;309;01/01/2018;B;H;R32;3;3607;83;1788;4752;31;2068;;51;27;22;38;37;9;19;5;10;1;7;0;0;3;0;8;0;0;7;7
166140;Pune;2018;325;01/01/2018;B;H;R32;3;6051;109;1666;5718;81;1812;;144;72;76;109;118;48;57;18;19;5;11;4;7;2;9;6;11;0;16;16
166082;Adelaide;2018;86;01/01/2018;B;H;R32;3;4180;25;2044;11176;58;1942;;99;40;35;68;64;33;29;10;17;19;7;5;4;3;2;5;2;0;11;10
166141;Pune;2018;325;01/01/2018;B;H;R32;3;11432;610;1605;6012;118;1801;;75;41;34;66;48;25;22;8;10;5;2;5;0;4;0;9;2;0;10;9
166890;Miami Masters;2018;282;19/03/2018;M;H;R128;3;26007;71;1897;5718;81;1885;;95;45;56;74;81;30;43;16;12;4;3;2;4;1;4;3;5;0;11;11
166891;Miami Masters;2018;282;19/03/2018;M;H;R128;3;3333;79;1885;5565;77;1811;;101;40;54;74;75;37;44;17;12;15;5;8;5;2;1;3;2;0;12;12
166892;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5539;61;1880;4022;102;1771;;123;48;65;81;99;33;41;16;19;6;2;5;6;4;10;7;13;0;12;12
166893;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5034;104;1777;6196;64;1852;;109;36;41;74;74;24;31;16;16;7;8;6;6;9;7;12;9;0;10;11
166744;Dubai;2018;311;26/02/2018;A;H;R32;3;5333;78;1705;5922;34;1858;;115;60;56;82;82;36;38;9;9;1;8;3;2;8;3;12;6;0;11;11
166774;Sao Paulo;2018;330;26/02/2018;B;C;R32;3;5801;58;1858;4296;106;1674;;71;33;35;54;44;21;27;6;7;4;2;2;1;3;4;7;4;0;8;8
166714;Acapulco;2018;200;26/02/2018;A;H;R32;3;5420;86;1774;4728;8;2067;;87;39;25;67;43;25;22;11;12;2;11;3;0;4;1;8;2;0;10;9
166745;Dubai;2018;311;26/02/2018;A;H;R32;3;4752;37;2065;6418;50;1937;;76;40;31;67;53;23;23;11;15;5;6;3;2;6;3;10;5;0;9;10
166715;Acapulco;2018;200;26/02/2018;A;H;R32;3;5564;108;1830;5166;24;1988;;78;38;32;56;58;21;22;9;17;1;2;5;1;4;3;9;4;0;10;9
166746;Dubai;2018;311;26/02/2018;A;H;R32;3;6401;179;1880;5324;46;1917;;102;60;60;82;98;38;47;12;16;2;15;1;6;2;4;6;6;0;14;15
166775;Sao Paulo;2018;330;26/02/2018;B;C;R32;3;3607;149;1752;6030;96;1797;;111;44;41;71;85;30;30;11;22;2;2;2;4;4;4;7;6;0;10;11
166776;Sao Paulo;2018;330;26/02/2018;B;C;R32;3;5057;132;1815;4546;69;1842;;147;56;64;92;101;43;46;21;25;8;7;4;4;2;5;3;6;0;15;15
166747;Dubai;2018;311;26/02/2018;A;H;R32;3;5303;72;1808;5718;99;1832;;124;67;64;89;105;49;46;13;23;5;7;2;2;3;6;6;9;0;16;16
166716;Acapulco;2018;200;26/02/2018;A;H;R32;3;5375;89;1883;11176;29;2020;;86;36;36;68;67;20;26;11;11;1;3;5;4;3;5;8;8;0;9;10
166748;Dubai;2018;311;26/02/2018;A;H;R32;3;4252;70;1842;5131;23;2073;;76;44;33;65;55;24;20;7;14;2;3;2;0;7;4;12;7;0;9;10
166717;Acapulco;2018;200;26/02/2018;A;H;R32;3;6044;10;2032;23848;123;1741;;86;39;36;66;68;28;31;17;22;9;12;1;3;0;1;1;1;0;12;12
166749;Dubai;2018;311;26/02/2018;A;H;R32;3;5156;159;1739;4259;33;2005;;73;29;34;51;51;21;22;8;14;6;5;2;1;6;4;10;5;0;9;9
166718;Acapulco;2018;200;26/02/2018;A;H;R32;3;5016;11;2010;5044;87;1792;;107;47;48;86;93;39;32;15;20;9;6;6;6;3;6;6;10;0;14;14
166777;Sao Paulo;2018;330;26/02/2018;B;C;R32;3;44669;135;1782;5539;57;1894;;112;44;42;80;61;27;33;13;10;0;3;8;0;5;1;11;3;0;13;12
166719;Acapulco;2018;200;26/02/2018;A;H;R32;3;5918;84;1805;11549;59;1872;RET;49;26;18;50;31;13;16;10;6;0;5;3;4;5;0;9;1;0;7;6
166778;Sao Paulo;2018;330;26/02/2018;B;C;R32;3;5571;91;1832;11769;73;1799;;118;58;46;93;80;39;34;22;19;3;4;0;1;9;3;12;6;0;15;14
166750;Dubai;2018;311;26/02/2018;A;H;R32;3;5055;88;1874;26578;82;1768;;131;73;58;119;86;43;44;25;20;5;16;3;1;12;3;16;3;0;15;14
166751;Dubai;2018;311;26/02/2018;A;H;R32;3;11433;115;1687;4894;43;1890;;135;59;61;102;104;40;42;21;18;13;2;5;3;4;13;8;17;0;15;15
166090;Adelaide;2018;86;01/01/2018;B;H;R16;3;5044;76;1801;6387;21;2102;;132;78;62;105;100;58;53;16;21;11;13;2;2;5;2;7;2;0;16;16
166149;Pune;2018;325;01/01/2018;B;H;R16;3;6012;118;1807;5718;81;1820;;110;42;55;74;88;36;42;15;20;1;13;3;2;0;7;2;8;0;14;15
166091;Adelaide;2018;86;01/01/2018;B;H;R16;3;11176;58;1954;6364;50;1948;;158;75;66;109;102;51;54;20;16;11;12;1;3;6;1;8;3;0;17;17
166122;Doha;2018;309;01/01/2018;B;H;R16;3;4752;31;2070;26578;91;1800;;71;42;36;56;59;27;31;9;11;2;4;0;2;1;0;3;0;0;9;10
166150;Pune;2018;325;01/01/2018;B;H;R16;3;6354;148;1775;5220;6;2143;;72;35;26;56;50;22;23;9;15;5;8;1;1;1;0;4;1;0;9;10
166092;Adelaide;2018;86;01/01/2018;B;H;R16;3;5349;128;1888;5763;3;2196;;155;67;65;101;113;46;51;18;22;5;6;1;5;3;4;6;7;0;15;16
166123;Doha;2018;309;01/01/2018;B;H;R16;3;5370;49;1893;6219;5;2083;;106;57;42;96;66;37;33;17;12;1;9;1;3;12;2;15;3;0;11;11
166151;Pune;2018;325;01/01/2018;B;H;QF;3;5055;74;1897;4728;14;2057;;150;70;65;115;97;45;55;23;13;4;24;4;7;8;5;12;6;0;15;15
166093;Adelaide;2018;86;01/01/2018;B;H;QF;3;4794;63;1919;5978;47;1924;RET;96;46;34;67;60;29;27;12;14;3;11;1;2;5;1;7;2;0;9;9
166124;Doha;2018;309;01/01/2018;B;H;QF;3;6418;48;1945;25898;39;1944;;90;43;37;62;67;28;32;7;13;6;2;2;8;1;1;4;2;0;10;11
166152;Pune;2018;325;01/01/2018;B;H;QF;3;4894;42;1922;5324;41;1900;;118;53;43;91;105;33;31;19;28;7;9;4;7;5;5;10;10;0;14;15
166125;Doha;2018;309;01/01/2018;B;H;QF;3;5792;138;1847;5539;64;1902;;66;34;44;48;54;23;34;6;6;3;7;1;1;4;2;7;2;0;8;9
166094;Adelaide;2018;86;01/01/2018;B;H;QF;3;11553;175;1703;45106;208;1772;;74;29;23;51;46;18;18;8;17;3;6;5;1;3;3;7;3;0;8;8
166153;Pune;2018;325;01/01/2018;B;H;QF;3;6106;198;1787;4467;89;1934;;74;34;21;60;45;18;18;11;15;1;3;2;3;5;0;9;1;0;8;9
166126;Doha;2018;309;01/01/2018;B;H;QF;3;5367;60;1907;4789;46;2096;;87;35;51;68;70;21;37;19;8;0;8;0;4;3;1;6;3;0;10;11
166095;Adelaide;2018;86;01/01/2018;B;H;QF;3;5231;38;2004;6387;21;2104;;90;41;43;75;69;33;38;16;11;6;18;3;5;2;1;4;3;0;13;13
166154;Pune;2018;325;01/01/2018;B;H;QF;3;5718;81;1832;5220;6;2145;;64;25;24;46;44;17;23;8;13;2;7;5;1;1;0;4;0;0;8;9
166096;Adelaide;2018;86;01/01/2018;B;H;QF;3;6364;50;1957;5763;3;2199;;145;53;65;89;103;39;54;23;18;6;12;1;9;4;2;6;2;0;15;16
166127;Doha;2018;309;01/01/2018;B;H;QF;3;26578;91;1822;6219;5;2088;;100;49;45;76;70;32;33;11;13;4;7;3;4;2;6;5;7;0;11;11
166155;Pune;2018;325;01/01/2018;B;H;SF;3;5324;41;1911;4728;14;2062;;139;52;74;101;107;40;55;28;22;6;26;4;3;6;4;9;5;0;15;16
166097;Adelaide;2018;86;01/01/2018;B;H;SF;3;45106;208;1785;5978;47;1934;;157;62;70;94;115;49;49;16;24;9;14;5;5;0;3;3;6;0;16;16
166128;Doha;2018;309;01/01/2018;B;H;SF;3;5539;64;1911;25898;39;1953;;145;74;76;101;117;44;55;12;14;3;2;0;11;6;7;11;11;0;15;15
166156;Pune;2018;325;01/01/2018;B;H;SF;3;5220;6;2148;4467;89;1940;;111;37;56;66;86;27;34;13;14;9;0;1;3;1;7;5;10;0;12;12
166098;Adelaide;2018;86;01/01/2018;B;H;SF;3;5763;3;2202;6387;21;2110;;93;44;50;74;72;32;41;16;11;5;19;6;2;3;1;6;2;0;13;13
166157;Pune;2018;325;01/01/2018;B;H;F;3;4728;14;2068;4467;89;1955;;96;45;53;67;65;28;39;11;9;15;1;2;1;5;4;8;5;0;10;10
166130;Doha;2018;309;01/01/2018;B;H;F;3;25898;39;1962;4789;46;2105;;60;;;;;;;;;;;;;;;;;0;;
166099;Adelaide;2018;86;01/01/2018;B;H;F;3;5978;47;1940;6387;21;2122;;73;32;40;58;56;22;33;12;9;8;17;3;1;4;5;7;5;0;9;9
167031;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;5813;251;1711;5341;453;1663;;106;53;51;87;83;37;41;17;14;10;11;5;4;8;7;10;9;0;12;13
167032;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;45149;592;1562;5564;84;1795;;125;62;67;97;104;42;47;16;21;9;6;7;1;6;3;10;4;0;14;15
167033;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;5341;453;1697;5564;84;1801;;69;33;37;53;56;23;30;5;9;7;7;1;1;5;4;9;4;0;8;9
167034;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;5813;251;1685;45149;592;1537;;65;35;36;59;50;22;32;14;9;4;1;3;0;2;1;5;1;0;10;10
167035;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;38626;1164;1619;33759;439;1664;;72;48;20;69;51;28;16;8;19;0;1;3;4;8;2;12;2;0;8;9
167036;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;23856;978;1508;45097;981;1654;;87;51;42;84;71;34;33;21;16;4;12;3;6;6;5;8;7;0;13;14
167037;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;23856;978;1458;33759;439;1691;;75;49;41;65;69;32;33;11;18;0;0;1;3;4;2;5;2;0;10;11
167038;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;22510;411;1614;26008;1027;1500;;105;33;35;64;77;28;27;13;24;5;3;3;3;4;5;6;6;0;11;11
167039;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;6236;807;1639;25994;842;1688;;129;59;53;100;89;41;37;17;19;4;5;4;5;7;6;11;9;0;14;14
167040;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;22510;411;1558;6236;807;1608;;140;48;68;96;107;32;48;27;17;6;9;6;3;1;10;4;13;0;15;15
167041;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;5614;490;1653;11766;226;1674;;68;30;33;52;47;15;25;8;7;2;1;4;1;5;2;10;3;0;8;8
167042;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;4307;1139;1660;11733;472;1665;;110;41;51;72;76;32;36;10;13;11;6;1;2;2;5;6;7;0;12;12
167043;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;11733;472;1695;11766;226;1701;;78;35;38;52;54;16;23;6;8;2;5;1;2;4;3;10;6;0;8;9
167044;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;52015;1322;1500;52030;1334;1500;;63;30;32;47;53;20;27;7;14;0;1;3;1;0;1;3;2;0;9;10
167045;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;44535;718;1678;5644;82;1816;;38;15;20;33;31;9;19;4;9;0;7;7;1;0;0;5;0;0;6;7
167046;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;4466;571;1729;4493;535;1683;;77;36;33;69;52;24;24;12;15;3;1;3;0;3;0;7;1;0;9;9
167047;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;52094;1533;1500;6007;419;1655;;60;21;25;41;47;12;18;5;13;0;1;6;1;0;2;5;3;0;8;8
167048;Davis Cup G2;2018;24;07/04/2018;D;H;RR;3;51280;1902;1500;46995;1167;1500;;48;27;22;45;42;13;17;7;12;0;0;3;2;1;0;6;0;0;7;7
167049;Davis Cup G2;2018;24;07/04/2018;D;C;RR;3;26946;1411;1665;6136;1485;1508;;67;36;23;50;42;18;19;6;14;1;3;3;0;2;1;6;1;0;8;8
167050;Davis Cup G2;2018;24;07/04/2018;D;C;RR;3;45283;;1586;6383;433;1719;;70;42;30;57;56;29;25;6;18;1;14;0;0;4;3;6;3;0;9;10
167051;Davis Cup G2;2018;24;07/04/2018;D;C;RR;3;6136;1485;1625;6383;433;1733;;139;65;40;106;83;45;34;23;21;6;11;7;3;6;1;8;3;0;14;15
167052;Davis Cup G2;2018;24;07/04/2018;D;C;RR;3;45283;;1553;51756;1378;1500;;71;32;27;54;55;19;19;13;20;0;2;0;2;3;0;6;1;0;9;10
166191;Sydney Outdoor;2018;50;08/01/2018;B;H;R32;3;5528;71;1714;5166;28;2002;;140;60;53;101;94;45;42;19;26;11;8;2;7;4;1;7;3;0;17;17
166165;Auckland;2018;55;08/01/2018;B;H;R32;3;32267;397;1664;5438;46;1961;;104;40;43;78;78;31;34;20;22;7;12;1;1;2;4;4;5;0;12;12
166192;Sydney Outdoor;2018;50;08/01/2018;B;H;R32;3;6095;189;1663;5564;138;1820;;117;51;48;95;91;43;40;23;27;21;7;1;7;6;4;9;6;0;17;17
166193;Sydney Outdoor;2018;50;08/01/2018;B;H;R32;3;4677;54;1914;5231;37;1997;;140;53;58;95;121;38;44;16;30;13;13;7;9;3;9;9;13;0;16;17
166166;Auckland;2018;55;08/01/2018;B;H;R32;3;5420;88;1778;6196;64;1872;;147;78;57;110;89;50;43;18;17;6;4;3;3;12;1;15;3;0;14;14
166167;Auckland;2018;55;08/01/2018;B;H;R32;3;26578;80;1818;5034;90;1781;;108;52;59;82;100;40;50;14;18;12;12;1;3;0;2;3;3;0;14;16
166194;Sydney Outdoor;2018;50;08/01/2018;B;H;R32;3;4259;29;2041;6407;84;1857;;69;33;36;56;55;17;33;13;8;1;8;1;1;2;3;5;3;0;8;9
166168;Auckland;2018;55;08/01/2018;B;H;R32;3;34554;137;1696;4894;43;1912;;100;56;55;80;89;46;41;12;17;12;16;3;1;1;3;2;6;0;13;14
166195;Sydney Outdoor;2018;50;08/01/2018;B;H;R32;3;4467;57;1970;11549;55;1899;;67;32;27;58;45;20;20;8;10;2;3;3;5;9;2;14;3;0;9;8
166196;Sydney Outdoor;2018;50;08/01/2018;B;H;R32;3;11415;99;1791;3893;45;1809;;114;40;58;67;85;27;46;15;9;6;15;3;4;3;4;6;6;0;11;11
166169;Auckland;2018;55;08/01/2018;B;H;R32;3;5058;135;1741;5367;65;1902;;104;47;56;80;91;26;38;20;18;2;2;2;3;4;0;9;3;0;14;14
166197;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;5349;127;1888;4180;25;2033;;95;55;53;86;67;37;40;16;9;8;14;1;2;6;1;8;2;0;11;11
166170;Auckland;2018;55;08/01/2018;B;H;R16;3;33215;50;1873;5216;12;2243;;65;25;36;44;51;19;25;6;13;3;8;3;0;0;0;3;0;0;9;9
166198;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;4914;52;1938;5324;42;1914;;73;44;34;64;58;30;28;9;18;5;7;2;2;0;2;4;3;0;12;12
166171;Auckland;2018;55;08/01/2018;B;H;R16;3;4654;33;1925;11547;48;1907;;71;34;37;61;57;24;28;11;13;3;10;0;2;1;1;4;2;0;10;10
166199;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;6029;26;2009;3852;36;1991;;79;32;43;60;60;22;38;17;9;2;15;0;3;2;1;4;2;0;10;11
166172;Auckland;2018;55;08/01/2018;B;H;R16;3;4544;16;2065;11176;62;1949;;144;86;67;117;98;55;53;17;17;30;15;4;1;4;0;6;1;0;16;16
166173;Auckland;2018;55;08/01/2018;B;H;R16;3;5303;59;1831;3970;38;2028;;66;30;30;53;41;19;24;6;9;3;2;2;1;2;1;6;1;0;8;8
166200;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;5986;30;1989;45106;167;1798;RET;49;25;21;42;33;15;15;4;8;1;4;2;1;5;1;9;1;0;6;5
166174;Auckland;2018;55;08/01/2018;B;H;R16;3;5438;46;1964;5131;21;2089;;98;36;44;62;72;24;31;11;16;6;1;2;2;1;4;5;6;0;11;12
166201;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;5564;138;1827;5166;28;2005;;48;22;23;47;32;10;21;10;7;0;3;2;1;0;0;5;0;0;8;7
166202;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;5231;37;2004;4921;27;2031;;117;51;56;93;91;38;41;20;19;10;4;4;3;2;1;4;2;0;14;14
166175;Auckland;2018;55;08/01/2018;B;H;R16;3;5016;13;2028;6196;64;1880;;137;73;80;109;114;62;68;20;18;24;7;5;5;2;3;3;3;0;17;17
166176;Auckland;2018;55;08/01/2018;B;H;R16;3;5034;90;1797;4894;43;1916;;84;37;47;63;73;27;37;15;13;6;9;2;1;0;1;2;2;0;10;11
166203;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;11549;55;1911;6407;84;1873;;125;67;49;104;78;43;41;23;19;3;6;2;1;7;2;10;3;0;16;15
166204;Sydney Outdoor;2018;50;08/01/2018;B;H;R16;3;5070;22;1933;3893;45;1821;;123;52;42;89;71;32;38;21;12;6;10;3;3;12;2;14;2;0;10;11
166177;Auckland;2018;55;08/01/2018;B;H;R16;3;6044;8;2075;5367;65;1907;;61;34;26;61;43;22;23;9;9;8;9;2;2;4;0;8;1;0;9;9
166178;Auckland;2018;55;08/01/2018;B;H;QF;3;11547;48;1917;5216;12;2244;;93;36;54;63;74;29;42;14;11;5;11;1;2;1;0;2;0;0;10;11
166205;Sydney Outdoor;2018;50;08/01/2018;B;H;QF;3;4180;25;2038;5324;42;1924;;72;37;34;63;54;30;30;10;11;5;17;3;3;3;0;5;0;0;10;10
166179;Auckland;2018;55;08/01/2018;B;H;QF;3;11176;62;1961;3970;38;2032;;75;39;46;51;67;18;27;5;12;2;4;3;1;3;5;8;7;0;8;9
166206;Sydney Outdoor;2018;50;08/01/2018;B;H;QF;3;3852;36;2000;45106;167;1818;;85;41;40;64;63;29;30;10;12;6;5;0;3;2;1;5;2;0;10;10
166207;Sydney Outdoor;2018;50;08/01/2018;B;H;QF;3;5166;28;2010;4921;27;2039;;166;66;70;115;119;42;51;25;23;5;8;6;9;6;6;11;9;0;16;16
166180;Auckland;2018;55;08/01/2018;B;H;QF;3;6196;64;1894;5131;21;2095;;89;48;44;72;57;30;33;9;10;8;2;4;1;1;1;4;2;0;10;10
166181;Auckland;2018;55;08/01/2018;B;H;QF;3;5367;65;1921;4894;43;1922;;84;34;38;65;80;25;24;13;23;7;4;5;3;2;8;6;10;0;10;10
166208;Sydney Outdoor;2018;50;08/01/2018;B;H;QF;3;3893;45;1837;6407;84;1884;;72;40;20;59;42;24;18;8;16;0;5;2;1;5;0;9;1;0;9;9
166894;Miami Masters;2018;282;19/03/2018;M;H;R128;3;11127;284;1630;11553;176;1684;;109;47;63;76;89;36;48;14;9;13;3;3;9;1;2;5;5;0;15;15
166895;Miami Masters;2018;282;19/03/2018;M;H;R128;3;4467;72;1932;5044;76;1799;;139;61;72;105;116;36;54;25;20;4;7;1;5;6;11;11;14;0;16;17
166896;Miami Masters;2018;282;19/03/2018;M;H;R128;3;4570;82;1961;11549;49;1898;;102;32;41;64;84;22;33;17;20;3;2;4;6;3;8;5;8;0;9;10
166897;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5978;53;1941;5303;80;1831;;107;51;41;86;79;38;32;20;26;9;4;5;0;4;4;5;5;0;12;12
166898;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5902;60;1891;9719;73;1779;;74;28;38;58;53;19;29;15;6;5;2;3;0;5;0;9;2;0;10;10
166899;Miami Masters;2018;282;19/03/2018;M;H;R128;3;4296;115;1728;4868;90;1907;;87;42;41;67;66;30;33;12;16;2;10;3;4;5;6;7;7;0;10;11
166900;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5515;56;1881;44482;407;1715;;113;39;54;84;83;29;37;19;17;6;3;4;4;2;2;7;5;0;14;14
166901;Miami Masters;2018;282;19/03/2018;M;H;R128;3;11787;105;1744;11769;65;1852;;82;34;45;69;68;26;35;14;13;3;8;7;3;2;2;4;2;0;10;10
166902;Miami Masters;2018;282;19/03/2018;M;H;R128;3;4994;55;1879;5324;47;1899;;84;45;30;81;69;30;21;16;22;7;8;5;6;8;3;12;5;0;11;11
166903;Miami Masters;2018;282;19/03/2018;M;H;R128;3;6202;109;1809;6267;169;1718;;98;33;45;65;82;23;33;17;17;1;2;3;4;2;2;6;4;0;11;10
166904;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5367;50;1919;5349;96;1890;;98;44;66;86;90;32;44;22;12;5;0;4;4;5;3;8;6;0;14;14
166905;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5209;43;1893;4894;44;1882;;112;54;46;90;89;36;39;14;19;1;8;7;6;7;8;11;10;0;13;13
166906;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5792;75;1904;6012;107;1820;;93;45;45;79;66;25;26;17;15;0;2;4;2;8;5;13;7;0;11;10
166907;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5375;110;1867;4914;45;1949;;123;52;64;90;92;33;43;18;13;2;6;7;3;4;7;8;10;0;13;14
166908;Miami Masters;2018;282;19/03/2018;M;H;R128;3;4677;68;1904;33215;46;1902;;146;51;73;93;124;36;52;23;27;2;7;3;9;3;11;7;14;0;16;17
166909;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5564;103;1812;5420;93;1753;;133;75;61;112;96;48;43;15;19;2;5;1;3;10;4;15;8;0;14;15
166910;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5971;172;1811;44920;211;1696;;102;47;41;76;80;31;30;14;21;2;3;3;3;6;6;8;7;0;11;11
166911;Miami Masters;2018;282;19/03/2018;M;H;R128;3;4546;66;1870;5571;108;1825;;130;66;51;104;85;48;36;16;21;7;5;3;1;3;0;6;3;0;16;15
166912;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5370;48;1934;5528;88;1821;;92;31;48;58;77;26;35;15;18;9;1;2;2;2;2;4;2;0;11;11
166913;Miami Masters;2018;282;19/03/2018;M;H;R128;3;26578;70;1808;6407;52;1928;;112;47;39;80;77;35;26;13;21;6;6;2;5;8;4;12;7;0;13;13
166914;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5333;86;1705;5918;89;1780;;105;64;43;94;78;40;35;14;15;1;2;1;6;6;2;10;6;0;13;14
166915;Miami Masters;2018;282;19/03/2018;M;H;R128;3;5055;83;1848;5644;84;1809;;92;50;40;80;59;37;34;13;12;2;11;3;2;3;4;5;5;0;11;11
166916;Miami Masters;2018;282;19/03/2018;M;H;R128;3;6030;87;1827;26011;63;1862;;96;45;45;63;74;32;34;8;19;4;5;2;1;6;2;8;3;0;10;11
166917;Miami Masters;2018;282;19/03/2018;M;H;R128;3;45106;130;1846;6401;374;1860;;76;35;31;56;53;17;20;10;15;2;0;3;2;2;2;7;4;0;9;9
166918;Miami Masters;2018;282;19/03/2018;M;H;R128;3;45000;179;1740;4794;85;1892;;97;52;31;92;57;34;27;19;10;1;5;2;1;7;1;11;3;0;11;11
166182;Auckland;2018;55;08/01/2018;B;H;SF;3;3970;38;2040;5216;12;2247;;105;44;32;70;69;32;24;8;22;1;1;4;2;3;6;6;7;0;10;10
166209;Sydney Outdoor;2018;50;08/01/2018;B;H;SF;3;5324;42;1938;45106;167;1838;;109;34;62;74;95;27;45;13;16;6;3;5;3;3;7;8;8;0;12;12
166183;Auckland;2018;55;08/01/2018;B;H;SF;3;4894;43;1932;5131;21;2099;;172;94;87;143;117;67;69;23;16;19;7;4;1;9;2;12;5;0;18;18
166210;Sydney Outdoor;2018;50;08/01/2018;B;H;SF;3;4921;27;2047;6407;84;1894;;112;49;46;87;80;33;34;18;17;3;10;3;5;9;5;13;8;0;12;13
166184;Auckland;2018;55;08/01/2018;B;H;F;3;5216;12;2251;5131;21;2104;;127;49;55;79;85;33;42;17;15;9;7;1;4;1;2;5;4;0;14;15
166211;Sydney Outdoor;2018;50;08/01/2018;B;H;F;3;45106;167;1854;6407;84;1910;;133;;;;;;;;;;;;;;;;;0;;
167016;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;4259;34;2001;4742;1;2337;;153;56;43;105;78;30;33;19;18;1;3;3;8;11;4;18;6;0;12;13
167017;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;644;4;2153;4742;1;2339;;136;53;52;81;82;30;36;12;19;5;0;4;3;2;4;8;6;0;13;14
167018;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;4259;34;1998;3970;33;2001;;291;118;112;188;182;71;73;43;38;7;0;3;5;7;11;13;18;0;27;28
167019;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;4311;62;1935;6284;11;2037;;170;74;62;130;117;45;49;32;34;7;8;2;6;8;0;14;3;0;21;22
167020;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;4868;80;1941;4921;20;2044;;211;67;92;138;138;38;64;30;19;7;4;6;7;16;12;25;16;0;18;19
167021;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;4921;20;2051;6284;11;2044;;181;79;73;119;137;45;50;17;31;1;7;3;8;6;12;13;18;0;18;18
167022;Davis Cup WG;2018;21;06/04/2018;D;C;QF;5;21919;258;1783;5220;3;2151;;101;63;37;96;60;35;32;12;17;0;10;1;1;9;2;15;2;0;11;12
