p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff,elo_rating_diff
713,1.0,166,4269,11547,Rome Masters,13/05/2019,1,0.0639315239125745,-0.031393329243564305,-0.0036988237506314636,0.008992614693011491,0.0037355773946498028,0.009116409537166859,-0.24428188859151728,0.09450385037420408,-0.011185010421491448,-0.007517688140401213,0.0006617885398314538,0.0014749265526102784,-51
236,-0.2,835,6418,3819,Rome Masters,13/05/2019,0,-0.010514032868398915,-0.07107082718621915,-0.049619406961349255,-0.015757157365382413,-0.031903768320287074,0.009347406881152986,-0.17746223181554155,0.06857955034805344,-0.004169181976668601,-0.06506429692057347,-0.05554498972014105,-0.08082145428595588,-277
119,1.0,598,26578,4921,Rome Masters,13/05/2019,1,0.004925162366045788,0.07901774181121257,0.04890680265136704,-0.02096562720453954,0.009029459563623665,-0.04300047778308658,0.2767276746306238,-0.1362068217009392,0.04208276892895513,0.06781892028104719,0.0334201069938696,0.04685329307650765,66
557,0.0,227,5442,5515,Rome Masters,13/05/2019,0,0.05291038217385502,-0.048604417940993905,0.03733627194479622,0.02075732446972045,0.013835090021270258,0.10264238091095318,-0.3753832537302068,-0.09324820870608574,-0.014399079315374652,-0.0010995759243146441,0.0125574909074318,0.019657748545405807,142
228,0.0,64,6029,26414,Rome Masters,13/05/2019,0,-0.00034097541681255006,-0.10648537849419326,-0.03595055100250816,0.036371612679916954,-0.0014267636007915252,-0.006304824561403521,-0.40985945215886543,0.08058076225045374,-0.09205560956516234,-0.07928525042755097,-0.03170030728028783,-0.04291363774763403,11
563,0.0,46,5216,34554,Rome Masters,13/05/2019,1,-0.016906639182574623,0.05824924339973647,0.018955054209814803,0.012402030571564304,0.022663654755937457,-0.06255309290292688,0.2505981829202116,-0.03817210954945344,0.006959279585185829,0.04090566165558929,0.0361398577307,0.05330769222715359,362
686,-0.6363636363636365,923,4259,4920,Rome Masters,13/05/2019,0,-0.03903786304215273,-0.011521947378283826,-0.014281641290513125,-0.026361313117948648,-0.02432979694607773,0.02654387865655472,0.033288011011210594,-0.010089700195670737,0.021040630407987315,-0.019506204460138288,-0.031158277058399908,-0.04586751757808694,-385
713,-0.6000000000000001,882,4269,4742,Rome Masters,13/05/2019,1,-0.010578236771381033,-0.012010758217268158,-0.06811443705856024,-0.02033084931146434,-0.024415310865806505,0.013651556929457132,0.1786018563231932,0.18799993609540663,0.017177935631402574,-0.0319909444551254,-0.03590596046956901,-0.05232179376658974,-339
15,0.0,44,44669,24021,Lyon,20/05/2019,1,0.050188033608890126,-0.1644036097942443,-0.11137738052099688,0.03555431795369535,-0.02112752027467002,0.07878787878787885,-1.1408220417108765,0.0909968516811327,-0.14161978251684493,-0.13393074942404137,-0.0652266333679058,-0.09837643147034592,-183
125,0.0,222,26007,6196,Lyon,20/05/2019,1,-0.0590986224141512,0.019949519877409227,-0.011971600979840291,-0.0004639507182850888,-0.0022484204718967726,-0.06046846846846854,0.1222600544712571,-0.0887819551841951,0.002722166568851603,-0.0055254013283811965,-0.0040253715832516135,-0.005989352046666278,64
669,0.0,1,4752,25929,Lyon,20/05/2019,0,0.13892847213948134,0.0028982717316906603,0.03767587285044294,0.06246031111240369,0.058004021491742774,0.476831091180867,0.3919077516516887,0.11676310066067538,-0.24205864854421333,0.04798880019063512,0.07134112695519085,0.1104491113030388,346
18,0.0,65,44830,11787,Lyon,20/05/2019,1,-0.0397462629733889,0.05049074810469478,0.039793718672228195,-0.026172801909482235,-0.00464556661534854,0.12478632478632479,0.25132246572384753,-0.05866889776530282,0.03320681077371768,0.03762122804716639,0.008660898960027863,0.011448426137684157,-80
400,0.0,45,5324,11429,Lyon,20/05/2019,0,-0.11194177474171285,0.05030564261659254,-0.048815194087388325,0.016142946768349598,0.004625831084359211,0.050555555555555576,0.352499910376062,0.13060365373559205,-0.00894997484176796,-0.01797009587507714,-0.002352254435031398,-0.0018271491067274326,57
42,0.0,928,27835,4920,Roland Garros,27/05/2019,0,-0.024186555423097778,-0.029932285401212955,-0.05756668200969939,-0.03851600558275925,-0.04143850869022725,0.14598727422003288,0.08013920609827241,0.110562627714479,0.03281491325084751,-0.04453405384498521,-0.055973341695967405,-0.08305005942774446,-507
65,0.0,3,5953,23913,Roland Garros,27/05/2019,0,-0.054640600315955745,0.05449936383195875,0.17195408854352323,0.01485950279374848,0.038626205534513236,0.17435897435897435,0.42607057211373756,-0.022302158273381334,0.07395411605937918,0.08280623405030996,0.06501391752213631,0.09766573684405844,192
51,0.0,7,44494,6085,Roland Garros,27/05/2019,1,0.006534495021337183,0.02563530778164924,0.06517776378628204,0.00990141812703782,0.020132954541495884,0.34173669467787116,0.13426223651304037,-0.048160057163272624,0.04653816328791405,0.04198841698841693,0.03471242438634614,0.051889835115454946,204
327,-1.0,721,4659,4467,Roland Garros,27/05/2019,1,0.04324939903681191,0.019165646296038452,-0.023151159098921403,-0.024018859166901385,-0.012584043710319515,0.046673198539235794,0.17613092706492456,0.02883535635714965,0.0300291481650673,0.010702755015758458,-0.007660692306456829,-0.013316104151142927,-103
230,0.0,116,5515,33215,Roland Garros,27/05/2019,1,-0.02357625267251029,0.01171175631849497,-0.03346301319049977,0.0024496107193467953,-0.0027862404114858963,-0.013418290854572745,0.08264957264957284,-0.06551282051282054,-0.018305975012966824,-0.013432261156371195,-0.00749032045556397,-0.010982650437024406,7
57,0.0,116,5801,5420,Roland Garros,27/05/2019,1,-0.03802093247798266,0.08992657543537086,-0.013632000615161954,-0.017764120665070604,0.002928668367074616,0.0429522081064731,0.45066878483452766,-0.04160333116183035,0.04383472886762363,0.044218759434106136,0.01898860646260292,0.026454638769035546,-133
22,0.0,259,44525,4585,Roland Garros,27/05/2019,1,-0.012072079841696448,-0.03851544255395589,-0.03203680420077448,0.018390039491233745,-0.0022703354729917136,0.12285012285012287,0.07886859365466747,0.006201380414887103,-0.07604793021222056,-0.03843906864130808,-0.014900833686186943,-0.02004902915007433,-159
206,-0.3333333333333333,239,5370,6418,Roland Garros,27/05/2019,0,-0.050925725945868305,0.01694416820058564,-0.04301295997693849,-0.00039545861152823214,-0.0063691705586416125,-0.036905390583743036,0.18233858811880826,0.041339774009007096,-0.019668210851793044,-0.018431453287771404,-0.012823881681619298,-0.018826911899299525,-212
618,0.0,601,4311,4921,Roland Garros,27/05/2019,0,-0.00802049079817424,0.03404550957974517,0.02127658664226706,-0.009157584031334931,0.003548781916814181,0.0210275215525364,0.136734308786212,-0.11509374759388649,0.02481414567434248,0.027185369275636306,0.013268973564911135,0.01802778524430136,-195
369,-1.0,87,4654,11769,Eastbourne,24/06/2019,0,-0.02924392812364829,-0.00791246513756394,-0.013247476262514213,0.017101005290447557,0.0063610232805756395,-0.072049341183067,-0.17199274440095008,0.02143961865405425,-0.035989916618188955,-0.015658214264703596,0.00046805805740629536,0.0014427910257439648,34
90,0.0,857,26011,4742,Australian Open,14/01/2019,0,-0.07689094204136748,-0.00949621724509997,-0.05708436464320177,-0.0396463681669772,-0.04023159884098915,-0.0900816802800466,0.32610191136616207,0.09517885344026411,0.018553047768406716,-0.039637926974235516,-0.053496971118622116,-0.07928429514121271,-449
28,0.0,19,44494,5805,Cordoba,04/02/2019,1,0.04078733642277821,-0.03917835370431544,0.026343798926922457,0.020741281220559515,0.012749516366013847,0.13533834586466165,-0.08913466212931453,-0.16553232863393288,-0.03047745177940775,-0.004892392357650044,0.009122816768949937,0.015848888862909485,109
25,-1.0,63,5403,6134,Cordoba,04/02/2019,0,0.026929610159655337,-0.047419590853469584,-0.008651757427129148,0.01997901222030396,0.0037691650683819855,0.0673015873015873,-0.03537503485454041,-0.07941258481271493,0.011535450912536493,-0.028295512790643462,-0.007766355605929198,-0.00831650057033953,57
328,1.0,225,4914,5630,Cordoba,04/02/2019,0,0.013156633817403063,0.033739735816233574,0.007262141872223071,-0.00961170833796332,0.002225447371867695,-0.10216802168021666,0.18989107610174677,-0.00615680913583766,0.01981368424545904,0.02590462388920911,0.011433742160775195,0.01629291555124579,59
49,0.0,2,11787,6384,Cordoba,04/02/2019,1,0.0507210082467503,0.0956247597078046,0.04222839016653451,0.01923394924149835,0.03828494514932357,0.4081632653061225,0.1957234497505346,-0.014183891660726977,0.24021239499128227,0.08514458991442642,0.06895203019707763,0.10437853915592477,245
12,0.0,301,32068,4664,Cordoba,04/02/2019,1,-0.006726909539512715,0.06850597871315323,0.0078037228324563945,-0.0370036385343947,-0.010378736078247464,-0.08831672203765223,0.37016351091068733,-0.07682760332630012,0.03915938147304998,0.04475205988184683,0.007786876838295043,0.007748421347452114,-23
3,0.0,66,6214,11769,Cordoba,04/02/2019,1,-0.0433972990273096,-0.12710691376187433,0.07925661647618476,2.8705936387707354e-05,-0.01693819770424565,-0.5757575757575758,-0.568930518501334,-0.017892355875188476,-0.1408114558472554,-0.05187308919834743,-0.03456316901374895,-0.05184438326195984,-350
268,0.0,156,3893,5539,Cordoba,04/02/2019,0,-0.06248669024483333,-0.006341083093940991,-0.028107534676192758,-0.002296864539365062,-0.01065081361840614,-0.041618828932261875,-0.08298001220397117,0.041861376335422945,-0.03590844573327401,-0.026389393711965137,-0.01940557622939615,-0.0286862582513302,-118
31,1.0,229,44494,5630,Buenos Aires,11/02/2019,0,0.03429476634336992,-0.03423741353761045,-0.029581207034709622,0.003962919210050653,-0.006045646003069449,0.1332582053810396,0.022710313445982566,-0.038106630869178926,0.004233274810571119,-0.02632255355886093,-0.01562641365360712,-0.022359634348810283,-27
329,1.0,219,4914,5571,Buenos Aires,11/02/2019,1,-0.037159361287818826,0.04732386890831275,0.004732908097246136,-0.003083272755098121,0.00645839987168062,0.012976919126729658,0.1811271783463107,0.11318884046684016,0.019001855205245333,0.02472100351749007,0.014734892754670659,0.021637730762391946,-22
19,0.0,18,44825,6412,Buenos Aires,11/02/2019,0,0.054846647004130555,0.017703898429389353,0.014796329905222783,-0.012040064950252005,-0.001279961777839289,0.08771929824561403,0.14435358879803312,0.04136604136604144,0.048139296688289535,0.02643483313082262,0.010979703238903793,0.014394768180570616,103
65,0.0,94,6134,6107,Buenos Aires,11/02/2019,0,-0.007258748985367713,0.033323630219142863,-0.0029241511858661973,0.007327153756124916,0.011300102455813588,-0.09999999999999998,-0.0139061541776474,0.025692959629611156,-0.023046525850308086,0.018186377538895515,0.01687312343260866,0.02551353129502043,-65
67,0.0,14,11769,32068,Buenos Aires,11/02/2019,0,0.011392429011982008,0.017551788157123216,0.026456444199953855,0.004045346951806028,0.010768802561601842,0.08208955223880599,0.17515923566878977,0.013637105993793891,0.012402347265723423,0.02321127367298137,0.018040148152005664,0.027256620624787398,100
811,0.0,195,3970,4291,Buenos Aires,11/02/2019,0,0.09467950246274459,-0.014877466101361203,0.04668372679234811,0.03448243604493606,0.03418449190721917,-0.014278035979638948,-0.11238984175015915,-0.05611677593778683,-0.039183349235199394,0.029321684707701468,0.041785735069236885,0.06380412075263751,60
85,-1.0,385,4296,5070,Buenos Aires,11/02/2019,0,-0.007646385420660318,-0.013596672035210644,-0.02601679025772513,-0.007890160395354506,-0.011886493532518916,0.04873949579831938,-0.014347461783699778,0.04282473636883838,-0.011779650197319413,-0.01971239493307586,-0.01822252146795411,-0.027602555328430353,-90
196,0.0,20,5370,5805,Buenos Aires,11/02/2019,0,-0.01892302629582787,0.03796589808311257,0.03140036238353339,0.014490442474112908,0.020585063054959662,-0.09999999999999998,0.2329493201483313,-0.19238730943551707,-0.03792185616713539,0.030580070375236024,0.029492785938088795,0.045070512849348945,196
335,0.0,8,5303,6214,Buenos Aires,11/02/2019,0,-0.006782784891275151,-0.0033917932843534615,-0.0937780850328378,-0.00482279381823858,-0.016408345256107792,-0.1593283582089552,0.02407274467575976,0.012562814070351758,-0.008762886597938113,-0.03955115499873285,-0.030298320058207984,-0.04437394881697142,109
7,-1.0,346,5643,4654,Buenos Aires,11/02/2019,0,0.04353945191777486,0.00592291088498309,0.02634146341463417,0.031822574006155735,0.028933070514326364,0.09454995871180838,-0.2581056625438389,0.00535177165108644,-0.0484889224168813,0.02170592836716645,0.03586057329676057,0.053528502373322184,-129
55,0.0,61,5476,9719,Buenos Aires,11/02/2019,0,-0.021416692136933868,-0.022560096393441254,-0.060233271547823264,0.010328573749448844,-0.006678563470953303,0.06289120715350222,-0.1610490807227965,0.17249072832005052,-0.014035469481013974,-0.0403635097406434,-0.020526091340441976,-0.030034935991194556,-80
31,1.0,584,44494,4921,Buenos Aires,11/02/2019,1,0.04302224214645112,-0.008500664839518723,0.008110456751797612,-0.009475033825432466,-0.0038063227700678715,0.24049933716305794,0.06921251026686503,-0.0916491645097306,0.04218217792025647,0.0058776647857911035,-0.001598995088484878,-0.003597369039641349,-191
22,0.0,12,44669,6085,Umag,15/07/2019,0,0.015979702405353624,0.0,0.012741986670898153,0.0024752920035939763,0.004420355368527251,0.34090909090909094,0.07924131500109124,0.16149832351248933,-0.017753120665742084,0.00720786199408352,0.006368341730688065,0.009683153997677621,54
2,0.0,24,25924,5466,Umag,15/07/2019,1,-0.03934988786511395,0.083186198294112,-0.06854033955764549,-0.029608054564827624,-0.019639069013199784,-0.125,0.20061728395061737,0.04012345679012341,0.059925093632958726,0.00661190521224575,-0.013002060927579773,-0.022996149352581888,-234
58,0.0,265,5476,5364,Umag,15/07/2019,1,0.02571172414697187,-0.01781340146719279,-0.007550320748441031,-0.014070344185595496,-0.011926235046496814,0.0299284320104099,-0.026071526071526074,0.042485667485667455,0.017433187542283624,-0.008840058058464662,-0.014509256752158306,-0.022910402244060157,-289
454,-0.5,113,4894,25898,Umag,15/07/2019,1,0.0007293331706398343,0.015494770604998154,0.011086967245213408,-0.011076107507369759,-0.003316791917489903,0.006588437097968747,0.12652389511371026,-0.10292551416646534,-0.00016008468030759282,0.013873758413592618,0.0026353671260917477,0.0027976509062228594,-50
6,0.0,20,50811,5148,Umag,15/07/2019,0,-0.13547493316553738,-0.01375915009393014,0.07785476642195271,-0.0013603783391833435,0.0018882551008313486,-0.21666666666666673,-0.017543859649122806,-0.07456140350877194,-0.08183649487997313,-0.0007630774793064843,-0.001270379643680375,-0.002123455818489828,39
99,0.0,211,6051,5370,Umag,15/07/2019,0,0.09581861446606021,-0.05106565434880239,-0.0007249057435702033,-0.008197039094042458,-0.009581162541623889,-0.018143520513188682,-0.30175225652820453,-0.0226887860835025,-0.004077102914955888,-0.010708004513843572,-0.012339511740156905,-0.01890504360788603,11
350,0.0,311,4914,4664,Umag,15/07/2019,0,-0.02224954025346726,0.09078847823526859,0.039896875599035875,-0.020664982719499236,0.008748921707247392,-0.028038585209003264,0.35873477682680277,0.0038520346707702213,0.039712742768854614,0.0675286343497794,0.033454714063460345,0.04686365163028017,114
53,0.0,227,5636,6196,Umag,15/07/2019,1,-0.030715483853969938,-0.08664448604056751,-0.043055724232855586,0.019949746938634827,-0.012903894355511203,-0.027346022774499212,-0.2874082820642418,-0.04479146696411457,-0.04615804933931,-0.07607401617676757,-0.04004066248186994,-0.05612426923813286,-157
277,0.0,1,3893,5084,Umag,15/07/2019,0,0.025878126295426185,0.011051212938005373,-0.007729952174396593,-0.01729536012062416,-0.009525021456743832,-0.5270758122743682,-0.37494710114261537,-0.014370856256171516,0.15889352956775393,0.007894615632628499,-0.005018484626905573,-0.00940074448799566,62
103,1.0,111,5922,6107,Umag,15/07/2019,1,0.004342664375414085,0.02227984586032261,0.01968625035296967,0.005741316395838303,0.01202009596596565,-0.04058427359398237,0.12247166521360076,-0.07846968590211834,0.0020216537319153183,0.022057395656085665,0.018548607155126795,0.02779871205192394,175
474,0.0,4,5763,10514,Atlanta,22/07/2019,1,-0.004400903917736287,0.06686343226628089,0.08697351264621778,0.02374226466705831,0.042778206176470435,-0.014767932489451518,0.009975916585398203,-0.2219064696650343,-0.0905105060276934,0.0733526509301149,0.06409482792892607,0.09709491559717319,493
285,0.0,24,6044,45000,Atlanta,22/07/2019,1,-0.04352825034535024,0.02888570400561563,-0.024664882647549846,0.005808574384469023,0.003998738192217632,-0.06798245614035081,0.21396787177035753,0.1470114372720513,-0.015106746917870617,-0.00031263209996312824,0.0035748956299199164,0.005495942284506006,-3
22,0.0,140,45438,6031,Atlanta,22/07/2019,1,0.023021223921636524,0.04947546531302871,-0.01171925900186771,-0.01781563584671797,-0.0017610129372058747,0.1915584415584416,0.17619100914008579,0.018035814213766044,0.061388161854241674,0.02966661969473483,0.00857875549678494,0.01185098384801686,-20
2,0.0,22,26755,5422,Atlanta,22/07/2019,0,-0.05888353983369299,0.00014665539433045272,-0.031057260683916732,0.005440306540061002,-0.0043730916970353695,-0.4090909090909091,0.07284020327498586,0.16984754376058708,0.027377861694595218,-0.024487270422407614,-0.012789977995908475,-0.019046963882346613,-77
93,-1.0,72,11415,11787,Atlanta,22/07/2019,0,-0.0026059759710601593,0.0006088343970439558,0.0022785670333831942,-0.002254799516462791,-0.0009839439593931631,-0.017473118279569988,0.07206977988283042,-0.10386924566671699,-0.01719129523815055,0.0006476504359259616,-0.0009504266702022313,-0.0016071490805368294,39
117,0.0,342,26011,6057,Atlanta,22/07/2019,1,-0.047852492152603565,-0.0016403657284220774,0.018716169028499263,0.003380272959098485,0.0012879266175943593,-0.09244264507422395,-0.06236953453997196,0.07881048421971262,-0.035945184197831104,-0.003873637382326378,-0.00044274005743666356,-0.0004933644232278933,86
623,0.0,46,4544,5159,Delray Beach,18/02/2019,0,0.10732736081686167,0.10854758628019145,0.07067981891125913,-0.02340905685564232,0.023642464291843357,0.09257449926722028,0.9103272841070327,-0.09599083045455784,0.09788426469729317,0.11675736641028267,0.06178607710997891,0.09334830955464035,322
211,0.0,4,5034,33082,Delray Beach,18/02/2019,0,0.024721771620180077,-0.03405860787704196,-0.032005524257124884,-0.013218094564518168,-0.018777049711571236,-0.0308056872037914,0.04778054294962508,-0.11882919370842074,0.09017410980860496,-0.027959804197132176,-0.027329235343633074,-0.04117789876165035,43
619,1.0,433,3852,4794,Delray Beach,18/02/2019,1,-0.06382800275188039,0.05317668331964154,0.008053661930960132,-0.011055389402900295,-9.192486803133448e-05,0.04467087271058506,0.31738314784207733,0.1103754101020546,0.03980725414351971,0.02187211227135699,0.007479376979101671,0.010816722868456696,104
10,0.0,360,11762,5166,Delray Beach,18/02/2019,1,0.061810450586198384,0.03935362052004443,-0.023775223974427162,-0.022267140148561126,-0.004929424872810451,-0.10277777777777775,0.3486840082403223,0.07393075669526172,0.10564225690276108,0.029995635989381486,0.006108615954467045,0.007728495840820485,-125
68,0.0,96,5543,26011,Delray Beach,18/02/2019,0,-0.010516871682252571,-0.012625238946051942,-0.025332821036605224,0.011231402616104003,0.0004733748185348219,0.0851715686274509,-0.17895216097365957,0.06507985862136798,-0.022471314528695663,-0.01978705161200489,-0.006348232962665568,-0.008555648995900889,-69
17,0.0,16,44525,5971,Delray Beach,18/02/2019,0,-0.08778246078522034,0.08523055396972579,0.011570048309178682,-0.007168325657405994,0.008103294320663146,0.02573529411764708,0.5008115265241038,0.04806514991884736,-0.037728697426926194,0.041596502669476454,0.02472975537777239,0.03442817701207046,-54
432,0.0,67,4716,11415,Delray Beach,18/02/2019,0,-0.016516627489550406,-0.005947525983707291,0.021870101880877846,0.005362066625550388,0.003935833486671814,0.1111456605859591,-0.09799317972616484,-0.013215101247056937,-0.012403260688737316,0.0012381476738198005,0.004120737136875663,0.0066002142993701884,6
328,1.0,607,6057,4311,Delray Beach,18/02/2019,0,0.08028721756513035,0.004171858095431968,0.0006108279929432081,-0.01853358449340925,-0.00631945807804235,0.00906095551894559,0.2033739561955789,-0.07760217334828917,0.04324174699641803,0.019450324060045876,0.001488448113687535,0.0009167395666366332,-49
203,-1.0,119,6387,5349,Delray Beach,18/02/2019,0,0.02097132030628801,0.08954702441264384,0.016022946928203385,-0.02060561146341755,0.00888538018874796,-0.009562445667922359,0.749499151431434,0.11486074160575982,0.06480141931646954,0.06720850247007848,0.03200753160548142,0.04660289100666092,137
531,-1.0,95,3333,5420,Delray Beach,18/02/2019,0,0.008852699412460696,0.18119419656930924,0.04535391983566661,-0.044592368266277105,0.01563913432245634,0.03855684408762017,1.2681953412382583,0.0019176487933653952,0.1122528998217941,0.13662090531849846,0.061119384489154216,0.09202853705222136,-1
272,0.0,124,3893,5058,Delray Beach,18/02/2019,1,-0.029646326901563436,0.024952599334961523,-0.011100306696801676,-0.002534432682374188,0.00034612955728297035,-0.08657495256166992,-0.027571527571527588,0.006410256410256415,-0.009300645917457273,0.005211325906141262,0.0020172102354748533,0.002676893223766852,41
10,0.0,291,5351,5438,Delray Beach,18/02/2019,1,0.08607852993141951,-0.11209554785276565,0.02463534515352328,0.00296608681615107,-0.01548029430065867,0.08109965635738825,-0.3306525766829067,0.03366957158214959,-0.02517453037425299,-0.048495716686477786,-0.030532745205013645,-0.04552962987032672,-133
111,0.0,29,26007,11429,Delray Beach,18/02/2019,0,-0.053829616212555775,0.04028542899660681,-0.0016436166831633736,0.0016606973610489018,0.005003225337398609,0.0785958372165268,0.35851978955153196,-0.03511096550695117,0.03340926956828638,0.012451758177023375,0.009441927911487402,0.014112455538072166,124
198,0.0,73,5370,6315,Rio De Janeiro,18/02/2019,1,-0.0713217786496998,0.03387949988490746,-0.021270803150127304,0.012479700451785147,0.007799873854807293,0.04794520547945208,0.2978566985724898,0.023911148948282446,-0.0020388674740110524,-0.0035666815328221357,0.0054443870265302174,0.008913018918963012,99
33,0.0,337,34554,5303,Rio De Janeiro,18/02/2019,0,0.04462543027601462,-0.014713377399769856,0.006071086980620866,-0.01215791504367758,-0.008319008167582131,0.10988220483769451,0.11983652021602681,0.02934646498014118,0.008017128775279159,0.0016943727055063196,-0.00636791427853417,-0.010463542338171261,-115
95,1.0,49,6107,11485,Rio De Janeiro,18/02/2019,1,0.02410054117716265,-0.04659585983839454,-0.01881133637116056,0.005389981988317083,-0.007526592206566596,0.025349087003222415,-0.12914321450906813,-0.009030428500571619,-0.05441727448505784,-0.031386289441367565,-0.017995930654373327,-0.025996307453050482,27
34,0.0,20,44494,44825,Rio De Janeiro,18/02/2019,0,-0.004880411744197177,-0.010313666845053748,-0.015300318079450204,0.006322284773943587,0.0005709379116259905,0.27647058823529413,-0.1511376264841785,-0.10071942446043161,-0.00626798806224127,-0.013018815432917274,-0.00515032043680641,-0.00669653065897359,87
349,0.7142857142857142,388,4654,5070,Rio De Janeiro,18/02/2019,1,-0.014015669013106802,0.03865808602207366,0.006911984333080046,-0.0018948205710415111,0.006753327669507758,0.01945913213009176,0.1946061768815298,0.010421216012107049,0.0014141249954616741,0.02374298993485191,0.015077780205673907,0.02184816936381042,92
2,0.0,198,6184,5370,Rio De Janeiro,18/02/2019,0,0.1568901582411626,-0.17675596119271053,-0.016253884144145303,-0.005325801448006429,-0.04290959172314579,0.0,-0.43862956923495044,0.07112039679304255,0.03766825978488331,-0.09409751192691962,-0.0669567914350862,-0.09942331337492605,-210
33,0.0,49,34554,11485,Rio De Janeiro,18/02/2019,0,0.054562786447361566,-0.01993606512488988,-0.009253075331755678,-0.0014426720841965723,-0.0036410458313440586,0.10636982065553502,0.011993382961124899,-0.06720430107526892,-0.04331432961345627,-0.005536319815114599,-0.004632199496727829,-0.006978991899311171,-16
20,0.0,349,44825,4654,Rio De Janeiro,18/02/2019,1,0.03286722901393613,-0.041393189630956395,-0.022022616673251394,0.0018440622492054137,-0.008725525795218236,-0.07564469914040106,-0.007969354817106644,0.10645642111869458,0.006898735815416668,-0.027878629985369385,-0.017945932313386315,-0.02603456773616407,-152
49,0.0,20,11485,44825,Rio De Janeiro,18/02/2019,0,-0.03731563782935565,0.02813338992222225,0.009323791162052564,-0.010676718478307867,-0.001699072361299514,0.06938775510204076,-0.08223889931207007,-0.0576923076923076,0.040426777112501644,0.01396977455689885,0.0029109003917877074,0.0032930560785911014,18
