match_id,tournament_name,season,tournament_id,date,level,surface,round,best_of,player_id,player_rank,player_elo_rating,opponent_id,opponent_rank,opponent_elo_rating,outcome,p_1st_in,o_1st_in,p_sv_pt,o_sv_pt,p_1st_won,o_1st_won,p_2nd_won,o_2nd_won,p_ace,o_ace,p_df,o_df,p_bp_sv,o_bp_sv,p_bp_fc,o_bp_fc,p_matches,p_sv_gms,o_sv_gms
169686,Miami Masters,2019,282,18/03/2019,M,H,R32,3,27835,54.0,1899,44825,57.0,1882,,52.0,48.0,75.0,74.0,39.0,38.0,12.0,15.0,6.0,7.0,1.0,2.0,2.0,3.0,3.0,3.0,0,11.0,11.0
169685,Miami Masters,2019,282,18/03/2019,M,H,R32,3,5070,86.0,1890,4544,9.0,2034,,53.0,50.0,83.0,72.0,36.0,42.0,17.0,12.0,2.0,16.0,1.0,2.0,2.0,4.0,4.0,5.0,1,12.0,12.0
169684,Miami Masters,2019,282,18/03/2019,M,H,R32,3,6364,22.0,2025,5670,14.0,2115,,31.0,28.0,61.0,56.0,25.0,22.0,18.0,13.0,2.0,8.0,3.0,1.0,0.0,1.0,0.0,3.0,1,10.0,10.0
169683,Miami Masters,2019,282,18/03/2019,M,H,R32,3,5131,25.0,2097,4921,17.0,1990,,32.0,36.0,53.0,61.0,22.0,23.0,11.0,8.0,0.0,3.0,4.0,2.0,3.0,1.0,6.0,6.0,1,10.0,10.0
169682,Miami Masters,2019,282,18/03/2019,M,H,R32,3,5630,83.0,1843,4920,1.0,2407,,54.0,53.0,84.0,77.0,36.0,41.0,12.0,12.0,8.0,3.0,5.0,3.0,7.0,1.0,12.0,4.0,1,14.0,15.0
169681,Miami Masters,2019,282,18/03/2019,M,H,R16,3,5663,20.0,2079,26011,34.0,1937,,55.0,45.0,101.0,70.0,38.0,32.0,21.0,16.0,11.0,3.0,3.0,1.0,8.0,2.0,12.0,5.0,1,12.0,12.0
169680,Miami Masters,2019,282,18/03/2019,M,H,R16,3,33215,23.0,2002,26578,10.0,2100,,74.0,66.0,107.0,93.0,55.0,45.0,16.0,19.0,5.0,7.0,4.0,0.0,2.0,4.0,4.0,6.0,0,16.0,15.0
169679,Miami Masters,2019,282,18/03/2019,M,H,R16,3,3819,5.0,2352,6407,15.0,2115,,33.0,30.0,48.0,51.0,28.0,19.0,9.0,12.0,5.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,1,9.0,9.0
169678,Miami Masters,2019,282,18/03/2019,M,H,R16,3,4728,7.0,2170,11415,77.0,1862,,49.0,47.0,69.0,75.0,36.0,30.0,12.0,15.0,8.0,6.0,2.0,2.0,0.0,4.0,1.0,7.0,0,12.0,12.0
169677,Miami Masters,2019,282,18/03/2019,M,H,R16,3,6387,33.0,2114,6418,13.0,2096,,51.0,41.0,78.0,76.0,36.0,32.0,10.0,20.0,18.0,12.0,2.0,4.0,2.0,3.0,6.0,5.0,1,13.0,14.0
169676,Miami Masters,2019,282,18/03/2019,M,H,R16,3,44825,57.0,1895,5918,19.0,1985,,45.0,25.0,73.0,64.0,35.0,17.0,13.0,23.0,13.0,4.0,4.0,8.0,6.0,2.0,8.0,5.0,1,11.0,11.0
169675,Miami Masters,2019,282,18/03/2019,M,H,R16,3,6364,22.0,2038,4544,9.0,2040,,45.0,57.0,73.0,72.0,32.0,46.0,18.0,7.0,10.0,17.0,2.0,1.0,0.0,0.0,1.0,1.0,1,12.0,12.0
169674,Miami Masters,2019,282,18/03/2019,M,H,R16,3,5131,25.0,2104,4920,1.0,2408,,55.0,50.0,94.0,87.0,39.0,32.0,15.0,18.0,1.0,5.0,3.0,4.0,9.0,3.0,13.0,7.0,0,14.0,14.0
169673,Miami Masters,2019,282,18/03/2019,M,H,QF,3,26011,34.0,1953,33215,23.0,2015,,64.0,63.0,105.0,91.0,40.0,48.0,25.0,18.0,5.0,7.0,6.0,1.0,8.0,5.0,12.0,6.0,0,15.0,15.0
169672,Miami Masters,2019,282,18/03/2019,M,H,QF,3,3819,5.0,2356,4728,7.0,2173,,25.0,42.0,42.0,75.0,20.0,25.0,9.0,11.0,3.0,4.0,2.0,4.0,0.0,8.0,1.0,13.0,0,8.0,8.0
169671,Miami Masters,2019,282,18/03/2019,M,H,QF,3,6418,13.0,2106,44825,57.0,1910,,56.0,51.0,82.0,69.0,36.0,37.0,11.0,11.0,7.0,8.0,1.0,2.0,3.0,1.0,6.0,2.0,1,10.0,10.0
169670,Miami Masters,2019,282,18/03/2019,M,H,QF,3,5131,25.0,2121,4544,9.0,2050,,49.0,61.0,75.0,82.0,38.0,48.0,17.0,12.0,3.0,24.0,2.0,1.0,3.0,1.0,3.0,1.0,1,12.0,12.0
169669,Miami Masters,2019,282,18/03/2019,M,H,SF,3,33215,23.0,2024,3819,5.0,2361,,35.0,22.0,67.0,45.0,27.0,20.0,10.0,17.0,3.0,2.0,5.0,1.0,8.0,2.0,11.0,2.0,1,9.0,9.0
169668,Miami Masters,2019,282,18/03/2019,M,H,SF,3,4544,9.0,2063,44825,57.0,1929,,56.0,52.0,78.0,81.0,42.0,36.0,11.0,15.0,21.0,6.0,2.0,7.0,4.0,2.0,6.0,4.0,1,12.0,12.0
169667,Miami Masters,2019,282,18/03/2019,M,H,F,3,3819,5.0,2364,4544,9.0,2070,,20.0,39.0,35.0,53.0,20.0,23.0,12.0,7.0,6.0,9.0,1.0,2.0,0.0,6.0,0.0,10.0,0,8.0,9.0
170463,Eastbourne,2019,303,24/06/2019,B,G,R32,3,4865,205.0,1599,5333,102.0,1750,,36.0,46.0,70.0,81.0,25.0,31.0,16.0,15.0,4.0,5.0,6.0,4.0,4.0,9.0,9.0,12.0,1,12.0,12.0
170436,Antalya,2019,356,24/06/2019,B,G,R32,3,11546,265.0,1617,6134,72.0,1831,,50.0,27.0,82.0,55.0,33.0,25.0,15.0,19.0,7.0,6.0,4.0,1.0,6.0,1.0,8.0,2.0,1,11.0,11.0
170435,Antalya,2019,356,24/06/2019,B,G,R32,3,4385,286.0,1798,5422,94.0,1678,,29.0,32.0,59.0,59.0,20.0,26.0,13.0,16.0,6.0,8.0,2.0,3.0,0.0,2.0,3.0,2.0,1,9.0,9.0
170434,Antalya,2019,356,24/06/2019,B,G,R32,3,5303,66.0,1855,32068,75.0,1827,,37.0,49.0,58.0,67.0,30.0,43.0,16.0,10.0,2.0,8.0,1.0,0.0,2.0,0.0,3.0,0.0,1,10.0,11.0
170433,Antalya,2019,356,24/06/2019,B,G,R32,3,5892,277.0,1699,17199,271.0,1500,,34.0,34.0,53.0,48.0,32.0,27.0,9.0,7.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,0,10.0,10.0
170432,Antalya,2019,356,24/06/2019,B,G,R32,3,5367,123.0,1827,44759,566.0,1500,,41.0,59.0,86.0,104.0,33.0,36.0,18.0,18.0,9.0,7.0,7.0,3.0,2.0,8.0,6.0,16.0,1,14.0,15.0
170431,Antalya,2019,356,24/06/2019,B,G,R32,3,4311,71.0,1857,6057,101.0,1831,,62.0,79.0,117.0,117.0,47.0,59.0,24.0,16.0,16.0,24.0,3.0,6.0,7.0,11.0,10.0,13.0,0,15.0,15.0
170430,Antalya,2019,356,24/06/2019,B,G,R32,3,5986,63.0,1855,5044,91.0,1792,,42.0,44.0,77.0,65.0,32.0,33.0,17.0,9.0,7.0,7.0,7.0,7.0,2.0,4.0,3.0,7.0,0,11.0,11.0
170429,Antalya,2019,356,24/06/2019,B,G,R32,3,23629,443.0,1516,5201,90.0,1849,,63.0,40.0,95.0,76.0,47.0,35.0,18.0,18.0,9.0,14.0,3.0,6.0,3.0,2.0,4.0,4.0,0,15.0,14.0
170428,Antalya,2019,356,24/06/2019,B,G,R32,3,4326,230.0,1859,5602,89.0,1695,,25.0,43.0,37.0,67.0,17.0,34.0,5.0,11.0,3.0,12.0,1.0,3.0,1.0,4.0,4.0,4.0,1,8.0,9.0
170464,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4259,57.0,1970,4920,1.0,2378,,52.0,50.0,100.0,76.0,32.0,42.0,23.0,15.0,9.0,12.0,3.0,3.0,8.0,3.0,14.0,5.0,0,15.0,15.0
170465,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6031,111.0,1796,4291,100.0,1785,,41.0,60.0,70.0,96.0,33.0,38.0,20.0,15.0,9.0,8.0,2.0,4.0,0.0,6.0,0.0,11.0,1,13.0,13.0
170466,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5201,92.0,1829,4914,59.0,1926,,58.0,51.0,108.0,90.0,40.0,40.0,19.0,26.0,2.0,2.0,6.0,5.0,12.0,2.0,17.0,3.0,0,13.0,15.0
170467,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5571,36.0,1930,27835,48.0,1881,,98.0,85.0,149.0,118.0,62.0,65.0,29.0,21.0,2.0,9.0,2.0,2.0,12.0,7.0,15.0,8.0,0,19.0,20.0
170468,Wimbledon,2019,17,01/07/2019,G,G,R128,5,44825,21.0,1988,5565,187.0,1826,,62.0,82.0,110.0,126.0,49.0,56.0,28.0,19.0,8.0,9.0,11.0,3.0,4.0,6.0,6.0,12.0,1,19.0,20.0
170469,Wimbledon,2019,17,01/07/2019,G,G,R128,5,44669,84.0,1773,5763,49.0,2030,,96.0,101.0,147.0,147.0,64.0,67.0,24.0,22.0,4.0,12.0,9.0,3.0,6.0,12.0,12.0,19.0,0,22.0,24.0
170470,Wimbledon,2019,17,01/07/2019,G,G,R128,5,32068,46.0,1890,4716,105.0,1782,,88.0,61.0,122.0,95.0,59.0,50.0,13.0,18.0,8.0,5.0,0.0,1.0,15.0,5.0,19.0,7.0,0,16.0,17.0
170471,Wimbledon,2019,17,01/07/2019,G,G,R128,5,44830,66.0,1775,4789,15.0,2066,RET,89.0,109.0,153.0,164.0,62.0,74.0,34.0,23.0,8.0,11.0,9.0,8.0,11.0,10.0,15.0,16.0,0,23.0,24.0
170472,Wimbledon,2019,17,01/07/2019,G,G,R128,5,3893,106.0,1738,6407,13.0,2092,,69.0,60.0,113.0,91.0,51.0,54.0,22.0,20.0,3.0,15.0,4.0,3.0,11.0,0.0,13.0,1.0,0,17.0,18.0
170473,Wimbledon,2019,17,01/07/2019,G,G,R128,5,45438,101.0,1761,5793,50.0,1941,,52.0,67.0,85.0,111.0,45.0,45.0,19.0,17.0,15.0,1.0,3.0,6.0,1.0,12.0,3.0,17.0,1,17.0,16.0
170474,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5364,56.0,1939,4868,81.0,1904,,78.0,61.0,125.0,94.0,52.0,53.0,17.0,16.0,9.0,12.0,10.0,4.0,12.0,5.0,18.0,7.0,0,17.0,17.0
170475,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5663,23.0,2071,5602,87.0,1719,,41.0,51.0,78.0,92.0,37.0,36.0,23.0,24.0,7.0,6.0,4.0,3.0,0.0,5.0,0.0,8.0,1,15.0,15.0
170476,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6364,30.0,1973,44494,90.0,1809,,72.0,61.0,103.0,96.0,50.0,42.0,20.0,13.0,4.0,7.0,2.0,3.0,6.0,10.0,8.0,15.0,1,15.0,15.0
170477,Wimbledon,2019,17,01/07/2019,G,G,R128,5,11766,108.0,1724,4269,37.0,1987,,53.0,41.0,89.0,81.0,38.0,36.0,19.0,25.0,5.0,12.0,3.0,4.0,9.0,2.0,13.0,3.0,0,15.0,15.0
170478,Wimbledon,2019,17,01/07/2019,G,G,R128,5,3333,80.0,1850,5056,219.0,1712,,60.0,48.0,83.0,89.0,55.0,38.0,14.0,25.0,21.0,8.0,3.0,4.0,0.0,2.0,0.0,4.0,1,17.0,16.0
170487,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5670,17.0,2102,5422,93.0,1699,,57.0,62.0,85.0,93.0,47.0,42.0,19.0,15.0,14.0,5.0,4.0,2.0,2.0,4.0,2.0,7.0,1,16.0,15.0
170488,Wimbledon,2019,17,01/07/2019,G,G,R128,5,11547,9.0,2062,26755,125.0,1608,,95.0,92.0,147.0,144.0,72.0,66.0,24.0,24.0,18.0,6.0,6.0,5.0,8.0,10.0,12.0,15.0,0,22.0,23.0
170489,Wimbledon,2019,17,01/07/2019,G,G,R128,5,3852,54.0,1949,6204,155.0,1750,,44.0,53.0,69.0,82.0,42.0,33.0,14.0,18.0,16.0,3.0,3.0,2.0,0.0,3.0,0.0,7.0,1,14.0,14.0
170490,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4994,213.0,1748,4326,221.0,1844,,55.0,67.0,93.0,100.0,37.0,49.0,15.0,17.0,7.0,4.0,4.0,1.0,6.0,11.0,11.0,12.0,0,14.0,14.0
170491,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5131,22.0,2081,5367,121.0,1818,,51.0,46.0,74.0,85.0,39.0,33.0,15.0,11.0,5.0,10.0,1.0,3.0,5.0,6.0,6.0,12.0,0,13.0,13.0
170492,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6214,60.0,1853,5324,32.0,1979,,91.0,85.0,132.0,146.0,62.0,62.0,19.0,32.0,5.0,18.0,5.0,10.0,5.0,7.0,9.0,10.0,0,21.0,22.0
170493,Wimbledon,2019,17,01/07/2019,G,G,R128,5,45000,67.0,1857,6134,74.0,1828,,64.0,61.0,103.0,100.0,49.0,42.0,19.0,15.0,6.0,2.0,3.0,1.0,4.0,9.0,6.0,14.0,0,17.0,16.0
170495,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6196,124.0,1837,644,5.0,2121,,79.0,77.0,118.0,113.0,63.0,57.0,20.0,14.0,7.0,24.0,7.0,4.0,6.0,3.0,7.0,8.0,1,19.0,20.0
170497,Wimbledon,2019,17,01/07/2019,G,G,R128,5,25898,79.0,1895,6412,34.0,1930,,72.0,100.0,118.0,171.0,55.0,64.0,25.0,30.0,12.0,8.0,4.0,5.0,5.0,20.0,9.0,26.0,0,21.0,21.0
170498,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6184,83.0,1778,5349,64.0,1858,,50.0,50.0,74.0,90.0,33.0,40.0,12.0,25.0,2.0,5.0,1.0,0.0,2.0,6.0,6.0,6.0,1,13.0,14.0
170499,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5805,114.0,1721,11485,35.0,1892,,94.0,77.0,142.0,129.0,68.0,61.0,22.0,29.0,5.0,12.0,6.0,4.0,4.0,4.0,7.0,7.0,0,22.0,22.0
170500,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4467,25.0,1937,6085,123.0,1758,,67.0,66.0,110.0,107.0,43.0,35.0,22.0,17.0,3.0,1.0,5.0,3.0,10.0,4.0,13.0,11.0,0,15.0,15.0
170501,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6020,180.0,1732,5801,94.0,1783,,59.0,69.0,103.0,96.0,38.0,50.0,21.0,15.0,5.0,7.0,1.0,2.0,6.0,1.0,12.0,4.0,0,18.0,18.0
170502,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5902,51.0,1927,10580,104.0,1792,,69.0,85.0,102.0,136.0,51.0,50.0,16.0,24.0,3.0,1.0,5.0,3.0,1.0,11.0,7.0,19.0,1,20.0,20.0
170503,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4921,10.0,2075,26011,38.0,1919,,103.0,102.0,162.0,152.0,71.0,67.0,33.0,28.0,12.0,13.0,3.0,3.0,3.0,3.0,8.0,9.0,1,26.0,25.0
170504,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5220,18.0,2082,5166,42.0,1924,,77.0,68.0,119.0,113.0,64.0,52.0,21.0,23.0,16.0,13.0,6.0,4.0,4.0,6.0,5.0,8.0,1,18.0,17.0
170505,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5303,69.0,1843,51341,431.0,1642,,64.0,68.0,112.0,117.0,48.0,44.0,29.0,18.0,12.0,2.0,2.0,3.0,1.0,6.0,3.0,14.0,1,19.0,16.0
170506,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5543,61.0,1894,5630,75.0,1844,,68.0,56.0,97.0,107.0,52.0,43.0,19.0,24.0,5.0,6.0,2.0,6.0,2.0,11.0,2.0,13.0,0,16.0,15.0
170507,Wimbledon,2019,17,01/07/2019,G,G,R128,5,5918,16.0,1930,4865,195.0,1572,,96.0,113.0,155.0,180.0,69.0,75.0,31.0,34.0,7.0,19.0,7.0,5.0,6.0,11.0,11.0,16.0,0,26.0,26.0
170508,Wimbledon,2019,17,01/07/2019,G,G,R128,5,33215,27.0,1962,5564,77.0,1842,,49.0,69.0,88.0,115.0,35.0,51.0,23.0,28.0,10.0,2.0,6.0,4.0,3.0,5.0,5.0,5.0,1,15.0,17.0
170509,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4541,72.0,2044,6057,96.0,1846,,41.0,49.0,57.0,68.0,35.0,28.0,13.0,10.0,21.0,1.0,1.0,1.0,0.0,3.0,0.0,9.0,0,12.0,13.0
170510,Wimbledon,2019,17,01/07/2019,G,G,R128,5,6387,43.0,2066,11415,44.0,1908,,110.0,95.0,165.0,146.0,76.0,63.0,23.0,31.0,23.0,12.0,6.0,3.0,7.0,4.0,14.0,8.0,1,26.0,22.0
170511,Wimbledon,2019,17,01/07/2019,G,G,R128,5,4742,2.0,2412,5209,274.0,1741,,46.0,52.0,82.0,80.0,36.0,28.0,21.0,14.0,11.0,4.0,2.0,2.0,4.0,9.0,5.0,15.0,1,13.0,12.0
169996,Munich,2019,153,29/04/2019,B,C,R32,3,5902,35.0,1955,32068,69.0,1862,,69.0,83.0,112.0,131.0,46.0,49.0,20.0,26.0,1.0,3.0,3.0,0.0,9.0,10.0,14.0,15.0,1,17.0,17.0
169968,Estoril,2019,348,29/04/2019,B,C,R32,3,4291,75.0,1776,11769,70.0,1880,,44.0,56.0,85.0,95.0,34.0,40.0,23.0,17.0,2.0,5.0,6.0,8.0,3.0,4.0,5.0,7.0,0,14.0,14.0
169995,Munich,2019,153,29/04/2019,B,C,R32,3,6315,111.0,1756,5515,48.0,1980,,30.0,18.0,35.0,44.0,24.0,9.0,4.0,10.0,4.0,2.0,1.0,2.0,0.0,4.0,0.0,9.0,0,7.0,7.0
169967,Estoril,2019,348,29/04/2019,B,C,R32,3,5303,51.0,1862,45438,113.0,1762,,57.0,50.0,92.0,84.0,39.0,32.0,16.0,15.0,1.0,5.0,3.0,4.0,8.0,6.0,12.0,11.0,1,13.0,13.0
169994,Munich,2019,153,29/04/2019,B,C,R32,3,5364,60.0,1931,5201,78.0,1874,,47.0,40.0,82.0,76.0,30.0,27.0,19.0,11.0,2.0,5.0,1.0,5.0,7.0,4.0,9.0,9.0,1,10.0,11.0
169993,Munich,2019,153,29/04/2019,B,C,R32,3,6029,24.0,1973,5324,44.0,1946,,55.0,39.0,91.0,76.0,35.0,29.0,16.0,10.0,0.0,4.0,4.0,5.0,9.0,8.0,13.0,13.0,0,12.0,12.0
169966,Estoril,2019,348,29/04/2019,B,C,R32,3,45106,27.0,1969,6235,214.0,1710,,54.0,58.0,84.0,77.0,35.0,37.0,14.0,13.0,1.0,0.0,4.0,0.0,7.0,6.0,11.0,8.0,1,12.0,12.0
169965,Estoril,2019,348,29/04/2019,B,C,R32,3,6057,76.0,1870,5349,50.0,1900,,27.0,27.0,44.0,43.0,16.0,23.0,6.0,10.0,2.0,5.0,1.0,0.0,3.0,1.0,7.0,1.0,0,7.0,8.0
169992,Munich,2019,153,29/04/2019,B,C,R32,3,20265,114.0,1759,6412,47.0,1880,,37.0,36.0,57.0,54.0,20.0,28.0,11.0,10.0,0.0,8.0,2.0,0.0,3.0,4.0,7.0,5.0,0,9.0,9.0
169991,Munich,2019,153,29/04/2019,B,C,R32,3,9719,100.0,1771,6214,80.0,1758,,49.0,44.0,74.0,71.0,31.0,30.0,9.0,19.0,7.0,6.0,1.0,1.0,6.0,2.0,11.0,4.0,1,13.0,13.0
169990,Munich,2019,153,29/04/2019,B,C,R16,3,11547,13.0,2057,4259,41.0,1999,,51.0,45.0,92.0,71.0,35.0,29.0,21.0,21.0,5.0,3.0,2.0,1.0,6.0,0.0,8.0,1.0,0,11.0,11.0
169989,Munich,2019,153,29/04/2019,B,C,R16,3,26414,37.0,1923,6031,82.0,1797,,34.0,36.0,52.0,65.0,30.0,22.0,12.0,18.0,12.0,3.0,1.0,2.0,1.0,3.0,1.0,6.0,1,10.0,11.0
169961,Estoril,2019,348,29/04/2019,B,C,R16,3,4789,18.0,2103,24021,59.0,1861,,66.0,43.0,78.0,64.0,46.0,23.0,5.0,13.0,0.0,5.0,2.0,3.0,9.0,2.0,10.0,6.0,0,12.0,12.0
169988,Munich,2019,153,29/04/2019,B,C,R16,3,45307,157.0,1707,5131,21.0,2109,,37.0,31.0,72.0,46.0,20.0,27.0,18.0,7.0,6.0,5.0,3.0,3.0,11.0,2.0,15.0,3.0,0,9.0,9.0
169987,Munich,2019,153,29/04/2019,B,C,R16,3,6107,72.0,1797,5539,26.0,1976,,56.0,69.0,91.0,102.0,40.0,49.0,13.0,21.0,6.0,11.0,2.0,4.0,7.0,8.0,12.0,10.0,1,13.0,15.0
169960,Estoril,2019,348,29/04/2019,B,C,R16,3,45046,167.0,1772,4868,42.0,1910,,26.0,34.0,32.0,46.0,20.0,15.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,10.0,1,7.0,8.0
169959,Estoril,2019,348,29/04/2019,B,C,R16,3,4914,62.0,1904,4291,75.0,1795,,37.0,35.0,54.0,59.0,25.0,30.0,10.0,16.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0,9.0,10.0
169986,Munich,2019,153,29/04/2019,B,C,R16,3,6315,111.0,1782,5902,35.0,1961,,70.0,59.0,105.0,91.0,46.0,50.0,19.0,16.0,1.0,6.0,0.0,2.0,7.0,2.0,10.0,3.0,1,15.0,16.0
169958,Estoril,2019,348,29/04/2019,B,C,R16,3,5663,25.0,2042,5303,51.0,1870,,32.0,37.0,42.0,69.0,23.0,18.0,3.0,13.0,1.0,1.0,2.0,2.0,0.0,7.0,2.0,13.0,0,8.0,9.0
169985,Munich,2019,153,29/04/2019,B,C,R16,3,5364,60.0,1939,6051,19.0,1906,,31.0,25.0,48.0,42.0,18.0,22.0,8.0,10.0,1.0,3.0,1.0,0.0,5.0,0.0,9.0,0.0,0,8.0,8.0
169957,Estoril,2019,348,29/04/2019,B,C,R16,3,5349,50.0,1909,6235,214.0,1744,RET,26.0,28.0,43.0,35.0,13.0,20.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,5.0,1,6.0,6.0
169984,Munich,2019,153,29/04/2019,B,C,R16,3,6412,47.0,1887,6029,24.0,1981,,25.0,42.0,54.0,61.0,14.0,21.0,18.0,8.0,2.0,0.0,2.0,4.0,2.0,6.0,4.0,12.0,1,9.0,10.0
169983,Munich,2019,153,29/04/2019,B,C,R16,3,644,3.0,2135,6214,80.0,1775,,29.0,30.0,51.0,45.0,23.0,17.0,11.0,5.0,6.0,1.0,4.0,3.0,0.0,2.0,2.0,7.0,1,10.0,9.0
169956,Estoril,2019,348,29/04/2019,B,C,R16,3,26578,10.0,2078,5805,97.0,1737,,36.0,46.0,60.0,63.0,27.0,28.0,14.0,6.0,5.0,0.0,2.0,3.0,3.0,6.0,4.0,9.0,1,10.0,9.0
169955,Estoril,2019,348,29/04/2019,B,C,QF,3,4654,67.0,1919,26011,31.0,1948,,53.0,59.0,83.0,84.0,41.0,34.0,15.0,11.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,9.0,0,13.0,13.0
169982,Munich,2019,153,29/04/2019,B,C,QF,3,26414,37.0,1930,4259,41.0,2009,,78.0,65.0,125.0,102.0,55.0,45.0,25.0,23.0,14.0,0.0,1.0,2.0,11.0,8.0,12.0,10.0,0,16.0,16.0
169981,Munich,2019,153,29/04/2019,B,C,QF,3,5131,21.0,2111,5539,26.0,1981,,42.0,50.0,79.0,87.0,28.0,29.0,17.0,13.0,2.0,2.0,1.0,3.0,7.0,6.0,11.0,13.0,0,13.0,13.0
169954,Estoril,2019,348,29/04/2019,B,C,QF,3,45046,167.0,1793,4789,18.0,2107,,81.0,84.0,107.0,102.0,48.0,46.0,11.0,8.0,4.0,0.0,6.0,2.0,6.0,5.0,11.0,12.0,1,17.0,17.0
169953,Estoril,2019,348,29/04/2019,B,C,QF,3,4291,75.0,1813,5663,25.0,2046,,59.0,65.0,114.0,96.0,34.0,44.0,26.0,14.0,3.0,1.0,4.0,4.0,14.0,2.0,20.0,7.0,1,15.0,15.0
169980,Munich,2019,153,29/04/2019,B,C,QF,3,6051,19.0,1916,5902,35.0,1966,,72.0,60.0,124.0,92.0,48.0,44.0,24.0,16.0,0.0,2.0,7.0,6.0,15.0,5.0,19.0,8.0,1,16.0,15.0
169979,Munich,2019,153,29/04/2019,B,C,QF,3,644,3.0,2137,6412,47.0,1899,,70.0,75.0,93.0,105.0,45.0,43.0,8.0,18.0,14.0,2.0,5.0,0.0,3.0,5.0,10.0,11.0,1,17.0,17.0
169952,Estoril,2019,348,29/04/2019,B,C,QF,3,6235,214.0,1769,26578,10.0,2080,,71.0,38.0,88.0,64.0,41.0,27.0,8.0,16.0,0.0,3.0,0.0,3.0,6.0,2.0,9.0,4.0,1,11.0,11.0
169951,Estoril,2019,348,29/04/2019,B,C,SF,3,4654,67.0,1930,45046,167.0,1818,,42.0,70.0,64.0,98.0,29.0,39.0,8.0,10.0,0.0,2.0,2.0,4.0,0.0,8.0,4.0,15.0,0,12.0,13.0
169978,Munich,2019,153,29/04/2019,B,C,SF,3,26414,37.0,1942,5131,21.0,2117,,36.0,37.0,53.0,53.0,30.0,24.0,9.0,8.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,1,9.0,9.0
169977,Munich,2019,153,29/04/2019,B,C,SF,3,6412,47.0,1916,6051,19.0,1928,,48.0,35.0,66.0,52.0,33.0,24.0,10.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1,9.0,9.0
169950,Estoril,2019,348,29/04/2019,B,C,SF,3,26578,10.0,2083,5663,25.0,2050,,56.0,60.0,94.0,96.0,38.0,35.0,15.0,16.0,8.0,6.0,2.0,5.0,8.0,7.0,13.0,12.0,0,15.0,14.0
169976,Munich,2019,153,29/04/2019,B,C,F,3,26414,37.0,1957,6412,47.0,1927,,47.0,60.0,82.0,101.0,34.0,45.0,19.0,22.0,10.0,3.0,2.0,0.0,1.0,8.0,4.0,10.0,0,14.0,14.0
169949,Estoril,2019,348,29/04/2019,B,C,F,3,4654,67.0,1937,26578,10.0,2091,,41.0,57.0,72.0,80.0,26.0,40.0,18.0,13.0,0.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,1,10.0,11.0
171014,US Open,2019,6,26/08/2019,G,H,R128,5,6134,76.0,1834,4920,1.0,2397,,53.0,44.0,91.0,73.0,32.0,37.0,21.0,19.0,5.0,4.0,5.0,3.0,7.0,0.0,11.0,0.0,0,13.0,14.0
171015,US Open,2019,6,26/08/2019,G,H,R128,5,5016,46.0,2017,6214,56.0,1882,,71.0,66.0,120.0,114.0,55.0,55.0,19.0,26.0,24.0,10.0,7.0,9.0,2.0,2.0,7.0,5.0,0,20.0,21.0
171016,US Open,2019,6,26/08/2019,G,H,R128,5,6031,111.0,1761,4385,260.0,1795,,63.0,79.0,103.0,130.0,51.0,50.0,22.0,24.0,9.0,10.0,3.0,2.0,4.0,12.0,7.0,18.0,1,18.0,18.0
171017,US Open,2019,6,26/08/2019,G,H,R128,5,5571,29.0,1912,4326,186.0,1826,,62.0,39.0,82.0,85.0,45.0,29.0,11.0,17.0,4.0,2.0,1.0,5.0,0.0,8.0,2.0,14.0,0,15.0,15.0
