match_id,tournament_name,season,tournament_id,date,level,surface,round,best_of,player_id,player_rank,player_elo_rating,opponent_id,opponent_rank,opponent_elo_rating,outcome,p_1st_in,o_1st_in,p_sv_pt,o_sv_pt,p_1st_won,o_1st_won,p_2nd_won,o_2nd_won,p_ace,o_ace,p_df,o_df,p_bp_sv,o_bp_sv,p_bp_fc,o_bp_fc,p_matches,p_sv_gms,o_sv_gms
169763,Houston,2019,244,08/04/2019,B,C,SF,3,34554,95.0,1839,23589,241.0,1788,,40.0,32.0,60.0,57.0,31.0,21.0,12.0,13.0,0.0,5.0,2.0,3.0,5.0,3.0,6.0,7.0,1,10.0,10.0
169762,Houston,2019,244,08/04/2019,B,C,F,3,6412,73.0,1851,34554,95.0,1850,,69.0,64.0,105.0,99.0,48.0,41.0,20.0,21.0,4.0,3.0,1.0,3.0,8.0,7.0,11.0,10.0,0,16.0,15.0
169862,Monte Carlo Masters,2019,9,15/04/2019,M,C,R64,3,4311,46.0,1921,32068,96.0,1817,,43.0,43.0,77.0,65.0,32.0,39.0,18.0,11.0,3.0,9.0,2.0,1.0,2.0,0.0,3.0,0.0,1,11.0,11.0
169964,Estoril,2019,348,29/04/2019,B,C,R32,3,6184,98.0,1692,5805,97.0,1718,,41.0,35.0,55.0,50.0,25.0,25.0,4.0,10.0,2.0,1.0,2.0,2.0,4.0,1.0,8.0,2.0,0,9.0,9.0
169963,Estoril,2019,348,29/04/2019,B,C,R16,3,4654,67.0,1915,11767,155.0,1658,,40.0,43.0,57.0,67.0,35.0,25.0,8.0,12.0,7.0,5.0,1.0,3.0,1.0,6.0,1.0,9.0,0,10.0,10.0
169962,Estoril,2019,348,29/04/2019,B,C,R16,3,26011,31.0,1940,6401,71.0,1919,,63.0,64.0,100.0,89.0,38.0,38.0,20.0,13.0,4.0,0.0,2.0,0.0,1.0,1.0,6.0,5.0,1,15.0,14.0
170062,Rome Masters,2019,11,13/05/2019,M,C,QF,3,5442,6.0,2149,6029,24.0,1993,,39.0,33.0,60.0,53.0,23.0,22.0,7.0,11.0,2.0,2.0,2.0,1.0,6.0,1.0,11.0,3.0,0,9.0,9.0
170076,Rome Masters,2019,11,13/05/2019,M,C,R32,3,5663,23.0,2041,5216,9.0,2231,,40.0,25.0,55.0,50.0,26.0,20.0,4.0,15.0,3.0,7.0,2.0,2.0,4.0,0.0,8.0,1.0,1,9.0,9.0
170075,Rome Masters,2019,11,13/05/2019,M,C,R32,3,34554,76.0,1852,6387,36.0,2101,DEF,54.0,42.0,73.0,71.0,44.0,31.0,8.0,13.0,7.0,11.0,3.0,4.0,0.0,2.0,2.0,5.0,0,13.0,11.0
170074,Rome Masters,2019,11,13/05/2019,M,C,R32,3,4259,56.0,2000,6051,19.0,1920,,31.0,31.0,53.0,46.0,21.0,20.0,17.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,0,9.0,9.0
170073,Rome Masters,2019,11,13/05/2019,M,C,R32,3,4920,1.0,2391,33215,22.0,1994,,32.0,32.0,40.0,61.0,28.0,18.0,4.0,12.0,1.0,2.0,0.0,3.0,0.0,9.0,0.0,13.0,1,8.0,8.0
170072,Rome Masters,2019,11,13/05/2019,M,C,R16,3,5918,18.0,1965,4742,2.0,2356,,32.0,25.0,44.0,37.0,12.0,20.0,5.0,9.0,1.0,1.0,3.0,1.0,6.0,1.0,11.0,1.0,1,6.0,7.0
170071,Rome Masters,2019,11,13/05/2019,M,C,R16,3,4269,38.0,2006,11547,13.0,2057,,54.0,53.0,81.0,85.0,40.0,35.0,19.0,22.0,6.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,1,15.0,15.0
170070,Rome Masters,2019,11,13/05/2019,M,C,R16,3,6418,15.0,2081,3819,3.0,2358,,56.0,62.0,93.0,109.0,44.0,39.0,21.0,28.0,5.0,9.0,3.0,2.0,2.0,5.0,4.0,8.0,0,15.0,15.0
170069,Rome Masters,2019,11,13/05/2019,M,C,R16,3,26578,7.0,2135,4921,12.0,2069,,32.0,26.0,51.0,48.0,26.0,15.0,8.0,11.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1,10.0,9.0
170068,Rome Masters,2019,11,13/05/2019,M,C,R16,3,5442,6.0,2142,5515,51.0,2000,,54.0,53.0,93.0,85.0,36.0,31.0,16.0,15.0,4.0,7.0,6.0,2.0,4.0,1.0,9.0,7.0,0,14.0,16.0
170067,Rome Masters,2019,11,13/05/2019,M,C,R16,3,6029,24.0,1982,26414,33.0,1971,,44.0,29.0,64.0,54.0,31.0,16.0,12.0,14.0,0.0,5.0,4.0,4.0,4.0,3.0,5.0,6.0,0,10.0,9.0
170066,Rome Masters,2019,11,13/05/2019,M,C,R16,3,5216,9.0,2236,34554,76.0,1874,,39.0,39.0,63.0,61.0,31.0,24.0,12.0,13.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,7.0,1,10.0,10.0
170065,Rome Masters,2019,11,13/05/2019,M,C,R16,3,4259,56.0,2008,4920,1.0,2393,,23.0,33.0,38.0,54.0,11.0,25.0,7.0,13.0,2.0,2.0,0.0,3.0,0.0,3.0,4.0,3.0,0,7.0,8.0
170064,Rome Masters,2019,11,13/05/2019,M,C,QF,3,4269,38.0,2018,4742,2.0,2357,,34.0,41.0,52.0,59.0,18.0,31.0,4.0,7.0,0.0,2.0,5.0,1.0,3.0,8.0,8.0,9.0,1,8.0,8.0
170166,Lyon,2019,355,20/05/2019,B,C,R32,3,44669,117.0,1686,24021,58.0,1869,,90.0,54.0,117.0,100.0,55.0,45.0,18.0,19.0,0.0,18.0,6.0,9.0,6.0,3.0,9.0,6.0,1,14.0,15.0
170165,Lyon,2019,355,20/05/2019,B,C,R32,3,26007,46.0,1925,6196,105.0,1861,,45.0,58.0,73.0,85.0,36.0,42.0,19.0,14.0,7.0,8.0,1.0,1.0,0.0,6.0,0.0,7.0,1,12.0,12.0
170164,Lyon,2019,355,20/05/2019,B,C,R32,3,4752,39.0,2014,25929,199.0,1668,,77.0,66.0,130.0,110.0,53.0,51.0,29.0,18.0,9.0,5.0,2.0,1.0,19.0,6.0,22.0,11.0,0,16.0,16.0
170163,Lyon,2019,355,20/05/2019,B,C,R32,3,44830,61.0,1792,11787,41.0,1872,,32.0,29.0,54.0,47.0,21.0,13.0,11.0,6.0,8.0,2.0,2.0,2.0,2.0,3.0,4.0,9.0,1,8.0,8.0
170162,Lyon,2019,355,20/05/2019,B,C,R32,3,5324,51.0,1926,11429,65.0,1869,,60.0,69.0,101.0,104.0,47.0,44.0,17.0,18.0,16.0,5.0,12.0,4.0,5.0,6.0,8.0,9.0,0,15.0,13.0
170167,Roland Garros,2019,19,27/05/2019,G,C,R128,5,27835,44.0,1883,4920,1.0,2390,,44.0,44.0,74.0,63.0,26.0,36.0,12.0,14.0,8.0,6.0,2.0,1.0,3.0,1.0,9.0,2.0,0,13.0,13.0
170168,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5953,104.0,1844,23913,134.0,1652,,62.0,59.0,92.0,92.0,42.0,30.0,19.0,12.0,7.0,0.0,2.0,5.0,9.0,4.0,11.0,11.0,0,13.0,12.0
170169,Roland Garros,2019,19,27/05/2019,G,C,R128,5,44494,53.0,1859,6085,147.0,1655,,81.0,97.0,129.0,128.0,58.0,69.0,20.0,18.0,4.0,0.0,3.0,1.0,6.0,6.0,11.0,8.0,1,20.0,20.0
170170,Roland Garros,2019,19,27/05/2019,G,C,R128,5,4659,111.0,1811,4467,33.0,1914,,83.0,44.0,117.0,73.0,46.0,37.0,18.0,20.0,4.0,3.0,2.0,1.0,8.0,1.0,12.0,1.0,1,14.0,14.0
170171,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5515,45.0,1993,33215,24.0,1986,,72.0,66.0,116.0,107.0,52.0,46.0,23.0,16.0,8.0,8.0,3.0,6.0,3.0,4.0,5.0,8.0,1,16.0,15.0
170172,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5801,100.0,1803,5420,40.0,1936,,81.0,95.0,119.0,130.0,56.0,65.0,13.0,19.0,9.0,8.0,2.0,5.0,5.0,5.0,10.0,9.0,1,20.0,20.0
170173,Roland Garros,2019,19,27/05/2019,G,C,R128,5,44525,90.0,1701,4585,149.0,1860,,65.0,83.0,106.0,131.0,46.0,51.0,27.0,21.0,6.0,5.0,1.0,7.0,1.0,9.0,5.0,17.0,1,20.0,20.0
170174,Roland Garros,2019,19,27/05/2019,G,C,R128,5,5370,95.0,1866,6418,15.0,2078,,58.0,72.0,115.0,117.0,43.0,58.0,33.0,27.0,8.0,3.0,5.0,5.0,2.0,3.0,7.0,3.0,0,19.0,20.0
170175,Roland Garros,2019,19,27/05/2019,G,C,R128,5,4311,71.0,1866,4921,12.0,2061,,55.0,68.0,95.0,120.0,35.0,53.0,19.0,22.0,4.0,10.0,2.0,2.0,5.0,7.0,11.0,9.0,0,16.0,17.0
170462,Eastbourne,2019,303,24/06/2019,B,G,R32,3,4654,44.0,1944,11769,55.0,1910,,35.0,32.0,57.0,59.0,28.0,31.0,10.0,15.0,7.0,12.0,2.0,3.0,0.0,0.0,2.0,0.0,0,9.0,10.0
169224,Australian Open,2019,1,14/01/2019,G,H,QF,5,26011,39.0,1964,4742,2.0,2413,,54.0,57.0,72.0,77.0,38.0,48.0,6.0,12.0,13.0,11.0,0.0,0.0,4.0,2.0,8.0,2.0,0,13.0,14.0
169254,Cordoba,2019,358,04/02/2019,B,C,R32,3,44494,81.0,1811,5805,70.0,1702,,40.0,45.0,62.0,71.0,26.0,26.0,14.0,10.0,4.0,2.0,3.0,6.0,3.0,8.0,4.0,12.0,1,9.0,8.0
169253,Cordoba,2019,358,04/02/2019,B,C,R32,3,5403,181.0,1829,6134,74.0,1772,,39.0,40.0,55.0,59.0,21.0,28.0,5.0,8.0,0.0,0.0,1.0,5.0,5.0,1.0,10.0,3.0,0,8.0,9.0
169252,Cordoba,2019,358,04/02/2019,B,C,R32,3,4914,49.0,1892,5630,77.0,1833,,52.0,64.0,93.0,106.0,36.0,41.0,21.0,25.0,6.0,3.0,5.0,6.0,4.0,3.0,9.0,6.0,0,15.0,16.0
169251,Cordoba,2019,358,04/02/2019,B,C,R32,3,11787,64.0,1881,6384,280.0,1636,,38.0,25.0,64.0,52.0,27.0,23.0,12.0,17.0,0.0,2.0,2.0,1.0,4.0,0.0,6.0,0.0,1,10.0,10.0
169250,Cordoba,2019,358,04/02/2019,B,C,R32,3,32068,113.0,1774,4664,82.0,1797,,35.0,30.0,57.0,54.0,28.0,19.0,14.0,9.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,5.0,1,9.0,8.0
169249,Cordoba,2019,358,04/02/2019,B,C,R32,3,6214,112.0,1539,11769,41.0,1889,,44.0,34.0,72.0,57.0,34.0,29.0,16.0,12.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,3.0,1,10.0,10.0
169248,Cordoba,2019,358,04/02/2019,B,C,R32,3,3893,114.0,1754,5539,59.0,1872,,28.0,23.0,53.0,38.0,15.0,17.0,10.0,11.0,1.0,1.0,2.0,0.0,4.0,0.0,9.0,1.0,0,8.0,8.0
169335,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,44494,77.0,1823,5630,64.0,1850,,49.0,59.0,74.0,99.0,36.0,34.0,12.0,18.0,1.0,2.0,2.0,4.0,6.0,8.0,8.0,12.0,0,12.0,11.0
169334,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,5539,50.0,1897,46888,569.0,1500,,52.0,50.0,75.0,76.0,34.0,30.0,13.0,11.0,2.0,0.0,3.0,6.0,3.0,6.0,6.0,11.0,0,13.0,13.0
169333,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,4914,51.0,1880,5571,43.0,1902,,34.0,59.0,66.0,84.0,26.0,36.0,17.0,8.0,2.0,1.0,5.0,4.0,1.0,4.0,4.0,8.0,1,11.0,10.0
169332,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,44825,103.0,1757,6412,93.0,1654,,75.0,67.0,110.0,101.0,44.0,42.0,16.0,15.0,1.0,0.0,4.0,5.0,12.0,7.0,18.0,12.0,0,15.0,15.0
169331,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,6134,119.0,1778,6107,73.0,1843,,27.0,21.0,43.0,41.0,23.0,10.0,7.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,7.0,0,7.0,6.0
169330,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,11769,47.0,1871,32068,109.0,1771,,65.0,47.0,107.0,88.0,48.0,39.0,20.0,28.0,3.0,7.0,4.0,1.0,9.0,3.0,12.0,4.0,0,15.0,16.0
169329,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,3970,149.0,1893,4291,44.0,1833,,52.0,58.0,76.0,86.0,36.0,35.0,12.0,10.0,1.0,3.0,5.0,2.0,1.0,3.0,4.0,8.0,0,10.0,11.0
169328,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,4296,138.0,1725,5070,96.0,1815,,38.0,43.0,68.0,63.0,24.0,33.0,14.0,9.0,1.0,2.0,2.0,1.0,10.0,5.0,13.0,6.0,0,9.0,10.0
169327,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,5370,57.0,1882,5805,74.0,1686,,56.0,70.0,97.0,100.0,39.0,47.0,17.0,12.0,7.0,2.0,6.0,5.0,8.0,10.0,13.0,15.0,0,13.0,14.0
169326,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,5303,41.0,1892,6214,69.0,1783,,37.0,36.0,60.0,58.0,28.0,22.0,9.0,10.0,0.0,2.0,2.0,3.0,5.0,2.0,7.0,7.0,0,9.0,10.0
169325,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,5643,220.0,1791,4654,78.0,1920,,37.0,26.0,54.0,44.0,19.0,20.0,8.0,12.0,1.0,2.0,2.0,2.0,5.0,1.0,10.0,1.0,0,8.0,7.0
169324,Buenos Aires,2019,319,11/02/2019,B,C,R32,3,5476,148.0,1685,9719,85.0,1765,,30.0,28.0,53.0,47.0,17.0,25.0,13.0,12.0,0.0,1.0,1.0,3.0,3.0,0.0,6.0,0.0,0,9.0,9.0
169323,Buenos Aires,2019,319,11/02/2019,B,C,R16,3,44494,77.0,1836,4921,15.0,2027,,63.0,60.0,109.0,97.0,40.0,37.0,20.0,15.0,5.0,4.0,3.0,5.0,6.0,6.0,12.0,13.0,1,16.0,16.0
170671,Umag,2019,301,15/07/2019,B,C,R32,3,44669,81.0,1799,6085,125.0,1745,,30.0,46.0,52.0,72.0,13.0,28.0,7.0,10.0,1.0,1.0,8.0,3.0,1.0,7.0,8.0,10.0,0,9.0,9.0
170670,Umag,2019,301,15/07/2019,B,C,R32,3,25924,290.0,1559,5466,161.0,1793,,36.0,27.0,55.0,53.0,30.0,17.0,9.0,14.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,1,9.0,9.0
170669,Umag,2019,301,15/07/2019,B,C,R32,3,5476,152.0,1635,5364,61.0,1924,,53.0,52.0,88.0,102.0,32.0,36.0,19.0,15.0,7.0,5.0,2.0,7.0,2.0,11.0,8.0,18.0,1,16.0,15.0
170668,Umag,2019,301,15/07/2019,B,C,R32,3,4894,78.0,1850,25898,76.0,1900,,38.0,40.0,70.0,57.0,28.0,33.0,9.0,9.0,2.0,4.0,11.0,1.0,10.0,5.0,13.0,5.0,1,8.0,9.0
170667,Umag,2019,301,15/07/2019,B,C,R32,3,50811,209.0,1698,5148,109.0,1659,,46.0,52.0,87.0,75.0,34.0,38.0,18.0,9.0,1.0,4.0,4.0,2.0,3.0,2.0,7.0,6.0,0,13.0,13.0
170666,Umag,2019,301,15/07/2019,B,C,R32,3,6051,40.0,1864,5370,87.0,1853,,34.0,34.0,54.0,53.0,20.0,25.0,10.0,12.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,3.0,0,9.0,8.0
170665,Umag,2019,301,15/07/2019,B,C,R32,3,4914,60.0,1921,4664,79.0,1807,,29.0,45.0,52.0,67.0,25.0,27.0,13.0,9.0,7.0,0.0,1.0,7.0,2.0,3.0,3.0,7.0,0,10.0,9.0
170664,Umag,2019,301,15/07/2019,B,C,R32,3,5636,453.0,1717,6196,142.0,1874,,72.0,65.0,114.0,109.0,50.0,46.0,22.0,24.0,5.0,10.0,1.0,4.0,5.0,6.0,8.0,10.0,1,17.0,16.0
170663,Umag,2019,301,15/07/2019,B,C,R32,3,3893,114.0,1732,5084,384.0,1670,,74.0,70.0,104.0,113.0,51.0,45.0,16.0,25.0,4.0,0.0,3.0,3.0,5.0,3.0,9.0,7.0,0,17.0,17.0
170662,Umag,2019,301,15/07/2019,B,C,R32,3,5922,58.0,1977,6107,112.0,1802,,50.0,66.0,76.0,98.0,31.0,43.0,18.0,12.0,2.0,3.0,2.0,3.0,3.0,12.0,6.0,16.0,1,12.0,12.0
170697,Atlanta,2019,341,22/07/2019,B,H,R32,3,5763,53.0,2009,10514,405.0,1516,,57.0,30.0,91.0,67.0,34.0,22.0,8.0,13.0,8.0,5.0,8.0,9.0,16.0,3.0,23.0,8.0,1,11.0,11.0
170696,Atlanta,2019,341,22/07/2019,B,H,R32,3,6044,180.0,1859,45000,66.0,1862,,55.0,44.0,87.0,78.0,42.0,35.0,19.0,23.0,14.0,7.0,7.0,4.0,1.0,0.0,2.0,1.0,1,12.0,12.0
170695,Atlanta,2019,341,22/07/2019,B,H,R32,3,45438,95.0,1790,6031,101.0,1810,,40.0,37.0,69.0,71.0,27.0,22.0,19.0,18.0,9.0,4.0,7.0,5.0,1.0,5.0,1.0,7.0,1,10.0,9.0
170694,Atlanta,2019,341,22/07/2019,B,H,R32,3,26755,117.0,1599,5422,88.0,1676,,70.0,74.0,100.0,129.0,52.0,53.0,19.0,24.0,8.0,12.0,4.0,9.0,3.0,11.0,3.0,15.0,0,15.0,15.0
170693,Atlanta,2019,341,22/07/2019,B,H,R32,3,11415,43.0,1888,11787,54.0,1849,,71.0,62.0,101.0,98.0,45.0,45.0,11.0,15.0,11.0,13.0,4.0,9.0,7.0,6.0,12.0,11.0,0,15.0,16.0
170692,Atlanta,2019,341,22/07/2019,B,H,R32,3,26011,41.0,1911,6057,106.0,1825,,70.0,67.0,99.0,115.0,49.0,51.0,15.0,23.0,11.0,20.0,4.0,6.0,2.0,9.0,5.0,12.0,1,15.0,16.0
169424,Delray Beach,2019,314,18/02/2019,B,H,R32,3,4544,9.0,2016,5159,122.0,1694,,47.0,25.0,76.0,60.0,41.0,19.0,14.0,23.0,23.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,0,11.0,10.0
169423,Delray Beach,2019,314,18/02/2019,B,H,R32,3,5034,133.0,1776,33082,181.0,1733,,39.0,40.0,68.0,69.0,32.0,29.0,16.0,14.0,7.0,7.0,1.0,7.0,4.0,4.0,4.0,6.0,0,10.0,10.0
169422,Delray Beach,2019,314,18/02/2019,B,H,R32,3,3852,67.0,1922,4794,102.0,1818,,35.0,40.0,70.0,67.0,25.0,32.0,16.0,14.0,11.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,1,10.0,10.0
169421,Delray Beach,2019,314,18/02/2019,B,H,R32,3,11762,107.0,1733,5166,51.0,1858,,32.0,25.0,53.0,39.0,19.0,20.0,8.0,13.0,5.0,2.0,4.0,0.0,3.0,2.0,7.0,2.0,1,8.0,8.0
169420,Delray Beach,2019,314,18/02/2019,B,H,R32,3,5543,148.0,1879,26011,29.0,1948,,57.0,58.0,89.0,100.0,43.0,41.0,13.0,17.0,4.0,7.0,4.0,6.0,3.0,2.0,8.0,7.0,0,16.0,17.0
169419,Delray Beach,2019,314,18/02/2019,B,H,R32,3,44525,98.0,1729,5971,162.0,1783,,54.0,33.0,87.0,57.0,40.0,19.0,15.0,14.0,10.0,0.0,4.0,4.0,14.0,0.0,16.0,3.0,0,11.0,10.0
169418,Delray Beach,2019,314,18/02/2019,B,H,R32,3,4716,111.0,1792,11415,68.0,1786,,35.0,32.0,55.0,59.0,22.0,27.0,7.0,14.0,6.0,6.0,0.0,1.0,3.0,4.0,7.0,5.0,0,9.0,10.0
169417,Delray Beach,2019,314,18/02/2019,B,H,R32,3,6057,85.0,1888,4311,52.0,1937,,50.0,38.0,73.0,75.0,35.0,31.0,10.0,20.0,12.0,5.0,1.0,3.0,3.0,6.0,5.0,6.0,0,11.0,11.0
169416,Delray Beach,2019,314,18/02/2019,B,H,R32,3,6387,64.0,2074,5349,37.0,1937,,65.0,70.0,111.0,97.0,55.0,54.0,23.0,19.0,19.0,8.0,11.0,0.0,1.0,0.0,1.0,1.0,0,17.0,17.0
169415,Delray Beach,2019,314,18/02/2019,B,H,R32,3,3333,88.0,1846,5420,82.0,1847,,39.0,53.0,78.0,85.0,31.0,40.0,21.0,18.0,13.0,3.0,6.0,4.0,8.0,4.0,9.0,4.0,0,11.0,11.0
169414,Delray Beach,2019,314,18/02/2019,B,H,R32,3,3893,105.0,1768,5058,189.0,1727,,38.0,37.0,68.0,69.0,30.0,27.0,20.0,15.0,2.0,7.0,2.0,4.0,1.0,3.0,1.0,5.0,1,11.0,10.0
169413,Delray Beach,2019,314,18/02/2019,B,H,R32,3,5351,131.0,1763,5438,34.0,1896,,44.0,54.0,76.0,84.0,26.0,39.0,18.0,13.0,2.0,12.0,1.0,4.0,5.0,7.0,8.0,9.0,1,11.0,11.0
169412,Delray Beach,2019,314,18/02/2019,B,H,R32,3,26007,42.0,1935,11429,84.0,1811,,53.0,48.0,84.0,78.0,44.0,39.0,11.0,16.0,17.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,0,14.0,14.0
169461,Rio De Janeiro,2019,345,18/02/2019,A,C,R16,3,5370,83.0,1892,6315,126.0,1793,,41.0,47.0,77.0,70.0,28.0,29.0,18.0,7.0,6.0,2.0,6.0,1.0,8.0,6.0,10.0,10.0,1,10.0,9.0
169460,Rio De Janeiro,2019,345,18/02/2019,A,C,R16,3,34554,135.0,1786,5303,40.0,1901,,48.0,51.0,84.0,88.0,31.0,32.0,20.0,13.0,5.0,5.0,9.0,6.0,9.0,6.0,13.0,11.0,0,14.0,14.0
169459,Rio De Janeiro,2019,345,18/02/2019,A,C,R16,3,6107,73.0,1834,11485,90.0,1807,,34.0,24.0,59.0,47.0,21.0,20.0,13.0,17.0,0.0,13.0,1.0,2.0,2.0,0.0,5.0,0.0,1,9.0,9.0
169458,Rio De Janeiro,2019,345,18/02/2019,A,C,QF,3,44494,66.0,1869,44825,104.0,1782,,35.0,41.0,64.0,61.0,19.0,26.0,12.0,8.0,0.0,1.0,1.0,3.0,4.0,2.0,10.0,5.0,0,10.0,9.0
169457,Rio De Janeiro,2019,345,18/02/2019,A,C,QF,3,4654,63.0,1947,5070,93.0,1855,,49.0,49.0,92.0,93.0,36.0,31.0,16.0,21.0,4.0,3.0,5.0,4.0,6.0,12.0,10.0,17.0,1,14.0,13.0
169456,Rio De Janeiro,2019,345,18/02/2019,A,C,QF,3,6184,113.0,1690,5370,83.0,1900,,59.0,52.0,87.0,103.0,37.0,37.0,13.0,28.0,0.0,13.0,6.0,6.0,6.0,9.0,10.0,11.0,0,13.0,14.0
169455,Rio De Janeiro,2019,345,18/02/2019,A,C,QF,3,34554,135.0,1806,11485,90.0,1822,,43.0,32.0,69.0,59.0,26.0,24.0,14.0,16.0,1.0,4.0,3.0,4.0,5.0,1.0,9.0,3.0,0,11.0,11.0
169454,Rio De Janeiro,2019,345,18/02/2019,A,C,SF,3,44825,104.0,1803,4654,63.0,1955,,65.0,46.0,87.0,73.0,48.0,33.0,9.0,14.0,9.0,5.0,7.0,1.0,5.0,3.0,7.0,6.0,1,14.0,13.0
169452,Rio De Janeiro,2019,345,18/02/2019,A,C,F,3,11485,90.0,1843,44825,104.0,1825,,23.0,50.0,56.0,92.0,14.0,29.0,19.0,17.0,1.0,4.0,3.0,9.0,1.0,8.0,4.0,14.0,0,10.0,11.0
169482,Rio De Janeiro,2019,345,18/02/2019,A,C,R32,3,44825,104.0,1736,4921,16.0,2014,,37.0,35.0,64.0,57.0,28.0,21.0,15.0,10.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,1,9.0,8.0
169481,Rio De Janeiro,2019,345,18/02/2019,A,C,R32,3,6412,91.0,1681,9719,95.0,1773,,33.0,37.0,60.0,71.0,25.0,21.0,16.0,18.0,7.0,5.0,5.0,2.0,1.0,5.0,2.0,9.0,1,10.0,11.0
169480,Rio De Janeiro,2019,345,18/02/2019,A,C,R32,3,44494,66.0,1843,4914,55.0,1881,,41.0,40.0,65.0,62.0,32.0,32.0,18.0,14.0,4.0,3.0,0.0,5.0,2.0,1.0,2.0,2.0,1,11.0,11.0
169479,Rio De Janeiro,2019,345,18/02/2019,A,C,R32,3,5571,43.0,1892,11787,62.0,1865,,27.0,29.0,44.0,50.0,12.0,23.0,6.0,10.0,0.0,4.0,1.0,4.0,2.0,5.0,7.0,6.0,0,7.0,8.0
169544,Dubai,2019,311,25/02/2019,A,H,R32,3,3819,7.0,2339,4259,31.0,1964,,48.0,50.0,67.0,89.0,38.0,31.0,11.0,22.0,7.0,1.0,3.0,4.0,1.0,4.0,3.0,8.0,1,13.0,13.0
169543,Dubai,2019,311,25/02/2019,A,H,R32,3,4269,32.0,1987,5333,85.0,1810,,54.0,66.0,79.0,85.0,42.0,40.0,7.0,8.0,13.0,2.0,5.0,1.0,5.0,9.0,8.0,14.0,1,13.0,13.0
169542,Dubai,2019,311,25/02/2019,A,H,R32,3,5986,50.0,1888,5902,35.0,1965,,32.0,35.0,60.0,52.0,24.0,27.0,11.0,12.0,0.0,7.0,4.0,2.0,5.0,0.0,9.0,1.0,0,10.0,9.0
169541,Dubai,2019,311,25/02/2019,A,H,R32,3,5515,54.0,1925,5670,14.0,2122,,54.0,55.0,110.0,84.0,40.0,45.0,32.0,16.0,7.0,15.0,5.0,4.0,6.0,4.0,7.0,6.0,0,16.0,16.0
169540,Dubai,2019,311,25/02/2019,A,H,R32,3,5918,19.0,1969,11547,12.0,2098,,27.0,26.0,59.0,48.0,23.0,17.0,18.0,11.0,5.0,4.0,4.0,3.0,2.0,6.0,2.0,9.0,1,9.0,8.0
169539,Dubai,2019,311,25/02/2019,A,H,R32,3,5131,18.0,2118,6354,137.0,1770,,41.0,44.0,53.0,68.0,31.0,32.0,8.0,7.0,0.0,6.0,1.0,1.0,2.0,3.0,2.0,6.0,0,9.0,10.0
169538,Dubai,2019,311,25/02/2019,A,H,R32,3,25609,98.0,1814,4606,88.0,2084,,60.0,68.0,104.0,113.0,48.0,51.0,22.0,22.0,12.0,6.0,6.0,4.0,7.0,5.0,9.0,7.0,0,16.0,16.0
169537,Dubai,2019,311,25/02/2019,A,H,R32,3,6418,13.0,2087,6196,96.0,1848,,62.0,73.0,107.0,112.0,51.0,55.0,23.0,20.0,3.0,12.0,5.0,4.0,6.0,3.0,7.0,4.0,0,16.0,17.0
169536,Dubai,2019,311,25/02/2019,A,H,R32,3,5564,113.0,1820,6407,15.0,2134,,40.0,34.0,64.0,65.0,27.0,23.0,14.0,11.0,2.0,5.0,1.0,4.0,3.0,6.0,4.0,10.0,0,9.0,9.0
169535,Dubai,2019,311,25/02/2019,A,H,R32,3,26414,56.0,1894,6031,68.0,1812,,49.0,64.0,79.0,89.0,39.0,46.0,22.0,14.0,12.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,1,16.0,16.0
169534,Dubai,2019,311,25/02/2019,A,H,R32,3,4570,128.0,1871,5621,218.0,1693,,48.0,53.0,83.0,79.0,42.0,37.0,18.0,12.0,4.0,0.0,5.0,2.0,3.0,6.0,5.0,9.0,0,15.0,14.0
